LCOE,CF,IX,MIN_MW,MAX_MW,AVG_MW
57.407628116855534,0.4,495731.03,31.05,82.8,81.39
70.65991751317317,0.32,450233.81,3.31,82.8,80.77
84.78619783427744,0.27,381570.15,3.31,82.8,80.68
102.50474114628545,0.22,570027.0,3.31,82.8,70.0
260.8814119678209,0.09,1863998.3,3.31,82.8,72.9
