LCOE,CF,IX,MIN_MW,MAX_MW,AVG_MW
59.06160303402315,0.31,1505667.44,26.5,662.4,206.02
71.67406764660713,0.25,453265.4,26.5,662.4,586.03
75.40881996715342,0.24,424550.98,26.5,662.4,618.92
78.57233962397997,0.23,433137.11,26.5,662.4,637.87
83.0425858051302,0.22,434114.05,26.5,662.4,644.02
