1,2,3
0.0,0.0,0.0
0.0,0.0,0.0
0.16895661605206047,0.16890804597701137,0.178
0.4079088937093277,0.4092203065134103,0.40075
0.4991507592190896,0.5002260536398463,0.4855
0.5208557483731016,0.5216398467432949,0.50675
0.5199826464208237,0.5205574712643684,0.5055
0.5065151843817784,0.5070727969348656,0.49275
0.4931583514099788,0.49367624521072834,0.47624999999999995
0.45354772234273305,0.4542049808429121,0.4315
0.3548828633405635,0.35526628352490436,0.31675000000000003
0.12699999999999972,0.126344827586207,0.082
1.0845986984815618e-06,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16820065075921922,0.16813218390804585,0.17625
0.4134566160520609,0.4149444444444448,0.40525
0.5088253796095435,0.5099674329501912,0.4935
0.5306485900216908,0.5314999999999993,0.5162500000000001
0.5295943600867671,0.5301934865900383,0.51525
0.5156648590021683,0.5162547892720303,0.501
0.5020770065075921,0.5026532567049811,0.48475
0.4623470715835142,0.46305938697317955,0.43975000000000003
0.36450976138828683,0.36488888888888893,0.32475
0.1337104121475053,0.1328965517241379,0.0885
3.2537960954446855e-06,1.9157088122605362e-06,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.17249023861171364,0.17182375478927198,0.1865
0.4260195227765726,0.42695210727969357,0.42400000000000004
0.5218850325379605,0.5224444444444444,0.51325
0.5422928416485896,0.542605363984674,0.534
0.5400618221258136,0.5402624521072787,0.531
0.5253449023861168,0.5256111111111104,0.5155000000000001
0.5116138828633406,0.5118390804597707,0.49824999999999997
0.47233514099783164,0.4728352490421456,0.4535
0.3759002169197401,0.37605938697318003,0.34249999999999997
0.14096095444685455,0.14012835249042124,0.0965
5.422993492407809e-06,5.747126436781609e-06,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1716138828633404,0.17093869731800773,0.1855
0.42519631236442534,0.42610727969348655,0.42225
0.5198796095444675,0.520390804597701,0.5095000000000001
0.5402613882863335,0.5404559386973181,0.52975
0.5389685466377434,0.539026819923371,0.52725
0.524255965292841,0.5244233716475093,0.51325
0.5099229934924074,0.510055555555555,0.49549999999999994
0.4709381778741869,0.47104980842911853,0.45075000000000004
0.3764772234273318,0.3763793103448273,0.342
0.14402060737527117,0.14309770114942513,0.09825
8.676789587852495e-06,9.578544061302682e-06,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1651702819956617,0.1650038314176245,0.174
0.4101822125813455,0.411515325670498,0.40249999999999997
0.503497830802603,0.5044923371647503,0.48700000000000004
0.5236258134490239,0.5243888888888881,0.50625
0.5212559652928415,0.5219521072796937,0.50275
0.5065889370932756,0.5075134099616855,0.48875
0.49292733188720156,0.4940651340996167,0.47450000000000003
0.45465401301518416,0.45611302681992427,0.4325
0.3609457700650755,0.3622088122605363,0.32175
0.13845444685466357,0.13823180076628347,0.09275
1.4099783080260306e-05,1.7241379310344828e-05,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1582939262472886,0.158515325670498,0.16675
0.4015921908893713,0.40318965517241395,0.392
0.4985238611713666,0.4993831417624522,0.48150000000000004
0.5214370932754869,0.5219521072796925,0.50525
0.5219034707158335,0.5221724137931031,0.5055
0.5090010845986982,0.5093927203065132,0.49224999999999997
0.49663015184381815,0.4971091954022996,0.47724999999999995
0.45851952277657276,0.4592088122605366,0.434
0.36481019522776587,0.3652567049808429,0.32375
0.14345878524945774,0.14281226053639826,0.0965
2.2776572668112804e-05,1.9157088122605363e-05,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1643221258134487,0.16398850574712637,0.17775
0.4180737527114959,0.4196111111111113,0.41525
0.5157462039045545,0.5167049808429106,0.5062500000000001
0.5377331887201732,0.5382950191570884,0.5297499999999999
0.5377700650759208,0.5380268199233708,0.5295000000000001
0.5243720173535784,0.5246168582375473,0.51575
0.5117494577006496,0.5120344827586211,0.4995
0.47388177874186516,0.47426628352490424,0.45625000000000004
0.38107809110629093,0.3813908045977017,0.34550000000000003
0.15397830802603044,0.15317432950191573,0.10875
5.3145336225596545e-05,4.980842911877394e-05,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16790347071583522,0.16718390804597688,0.182
0.4270607375271147,0.42811111111111133,0.423
0.5249381778741857,0.5257643678160917,0.51125
0.5448036876355742,0.5454252873563221,0.5307499999999999
0.5419414316702811,0.5424578544061298,0.52775
0.5263318872017347,0.5268639846743292,0.5127499999999999
0.5130672451193056,0.5136245210727968,0.49625
0.47654446854663834,0.4773122605363981,0.45499999999999996
0.3872104121475055,0.38792528735632203,0.3515
0.1608481561822128,0.1597662835249042,0.11349999999999999
9.544468546637747e-05,8.429118773946359e-05,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1666323210412148,0.1662337164750956,0.17975
0.4212288503253797,0.42226628352490425,0.41700000000000004
0.5158080260303686,0.5162988505747124,0.5035
0.5354880694143167,0.5358160919540229,0.52425
0.5335119305856829,0.5337509578544057,0.523
0.5196334056399133,0.5200517241379309,0.50975
0.5078828633405638,0.5083505747126439,0.495
0.47081453362256076,0.4715785440613025,0.45199999999999996
0.38031127982646384,0.3811513409961681,0.34700000000000003
0.15821258134490246,0.15756130268199225,0.11175
0.00011605206073752716,0.00011494252873563219,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.15957266811279813,0.15969540229885051,0.16974999999999998
0.4070911062906728,0.4089540229885062,0.39975
0.5030650759219091,0.5045938697318011,0.49024999999999996
0.5245694143167025,0.5259578544061302,0.51225
0.5238470715835132,0.5249655172413791,0.50975
