ER,NER,NR,SR,WR
0.143145838,0.024361668,0.340492527,0.124097494,0.192759175
0.159396667,0.019651667,0.324061657,0.126085833,0.18896166
0.099778331,0.006175,0.292062499,0.098212492,0.166311663
0.041555,0,0.179108347,0.088580835,0.09661333
0.042292499,0.000209167,0.099823329,0.101175,0.084743333
0.056600833,0.000853333,0.114444179,0.122224165,0.078804168
0.013942499,0.001504167,0.107007502,0.13824,0.068909996
0.014725,0.003626667,0.123153334,0.148619165,0.049013334
0.024493332,0.008736667,0.145103323,0.154779999,0.036709168
0.033822501,0.015201666,0.160819994,0.161559165,0.034499168
0.041783333,0.020030833,0.172682506,0.178564167,0.036052502
0.074196668,0.037915001,0.193164994,0.189582507,0.049533331
0.106206664,0.0322,0.274763335,0.207856673,0.098520006
0.117129992,0.041933334,0.357257483,0.238962491,0.187145825
0.111120004,0.039051667,0.401590019,0.266276668,0.231927492
0.09384083,0.037405,0.428455805,0.234640826,0.248053336
0.086956662,0.033285833,0.433960853,0.221090836,0.25776583
0.086615831,0.032425834,0.418815014,0.205241674,0.268267475
0.094955003,0.028709168,0.392055802,0.178501661,0.268224989
0.107867502,0.030878334,0.373089989,0.162839159,0.271372495
0.126673335,0.035532501,0.368198365,0.158773325,0.269929163
0.145342502,0.034255,0.369894159,0.148185839,0.260782498
0.150241671,0.034146668,0.370334975,0.144535828,0.252306679
0.165828342,0.032674167,0.361863325,0.138840841,0.241882501
0.184679167,0.029653333,0.340480862,0.131426675,0.222215007
0.201444159,0.026585834,0.324050831,0.125043328,0.210420835
0.122849168,0.011045833,0.292055008,0.089806662,0.188329998
0.058048333,0.002244167,0.179112513,0.080232499,0.113961662
0.064365,0.0040625,0.099823329,0.098130002,0.099983337
0.082419168,0.005835833,0.114445847,0.125759178,0.090108332
0.061311666,0.004373333,0.09508251,0.097522503,0.07124417
0.067224168,0.010589167,0.085611666,0.094743323,0.057729169
0.083223337,0.019199168,0.076132502,0.105314167,0.046246665
0.095895832,0.027543333,0.071619997,0.122775006,0.038008335
0.107617499,0.042214999,0.072699169,0.139976673,0.035668333
0.136939999,0.056183333,0.093010838,0.146433336,0.047038332
0.170640841,0.049176668,0.152012504,0.190980826,0.09281333
0.169256671,0.106949167,0.222624984,0.201612523,0.138453329
0.16317501,0.110417493,0.260957496,0.211791671,0.176689999
0.154623328,0.116680827,0.279349173,0.223485819,0.196114165
0.158700829,0.104691667,0.277049149,0.229844162,0.179450837
0.169608342,0.106610833,0.265312495,0.200801671,0.176865832
0.16722834,0.11328917,0.265413339,0.171289994,0.171498333
0.162790827,0.120024997,0.262524148,0.148846665,0.171992497
0.164483332,0.110845004,0.260201663,0.145013325,0.16915
0.167109995,0.09903333,0.252298319,0.139849161,0.151295835
0.165007494,0.074201663,0.246547479,0.138689164,0.133079999
0.15866667,0.046308333,0.244510824,0.133185841,0.122665828
0.145446672,0.037120835,0.246839171,0.129243327,0.114884163
0.134870001,0.042255002,0.253043341,0.128257486,0.112364997
0.087171669,0.015471667,0.238651675,0.101912512,0.100382504
0.033669168,0.000805,0.119200826,0.081480835,0.048691666
0.0349575,0.0015725,0.038991665,0.101769159,0.035349167
0.035453334,0.0025975,0.0334675,0.123119166,0.037921666
0.030295001,0.003790833,0.011661666,0.099447497,0.022571667
0.031677499,0.003324167,0.009368333,0.093421665,0.013038334
0.031314169,0.004328333,0.014214167,0.099427505,0.010531666
0.032643333,0.008475,0.017605834,0.109579993,0.011813334
0.040662502,0.017115835,0.016340833,0.116391666,0.014007501
0.065691665,0.033965002,0.019034166,0.120917482,0.025089167
0.085334172,0.0439975,0.032289166,0.147307501,0.054469169
0.082390838,0.041785001,0.044669165,0.173650817,0.071541668
0.076468332,0.030400002,0.061317498,0.173461676,0.08237667
0.067084999,0.028650835,0.075219166,0.167984175,0.083409994
0.058019998,0.035645002,0.075329163,0.163874999,0.077521666
0.052925001,0.042691666,0.064917501,0.154813329,0.077141667
0.055920831,0.055792499,0.050175829,0.132844164,0.08333833
0.0577325,0.062755002,0.037682499,0.121821662,0.088077497
0.058025835,0.062198332,0.033416668,0.124750827,0.094936663
0.056520002,0.053049163,0.031445,0.119741671,0.104995829
0.055346666,0.038127502,0.026284166,0.123070006,0.116587493
0.059716664,0.035650001,0.027845001,0.131791676,0.117134999
0.071366663,0.039633334,0.027339166,0.141969986,0.105679166
0.092576666,0.038427499,0.022646668,0.143744172,0.084897503
0.066143334,0.014884167,0.019059167,0.100914162,0.070197495
0.017060833,0.001865833,0.01177,0.066130832,0.030003334
0.019060833,0.0012025,0.002465,0.087440826,0.018934167
0.031041667,0.002494167,0.00249,0.115694164,0.021616666
0.023855,0.00337,0.013318333,0.059237498,0.018739999
0.022735,0.002204167,0.02553,0.04776916,0.01968
0.020294169,0.001839167,0.030583333,0.050336663,0.020845834
0.020018334,0.001675833,0.035841668,0.064628329,0.029168334
0.033973333,0.003790833,0.041149163,0.072646664,0.032454168
0.059186665,0.005090833,0.055045832,0.085499167,0.042905001
0.054242501,0.0129775,0.102009994,0.120999174,0.07547833
0.057220831,0.023889167,0.143477503,0.153620843,0.121038334
0.07108333,0.018385001,0.168734174,0.163623333,0.162090001
0.07187917,0.009488333,0.169229157,0.147595834,0.160924161
0.070604167,0.014936667,0.144080838,0.122331668,0.16381915
0.071337498,0.013605833,0.121959169,0.125588335,0.164473324
0.074387499,0.0083725,0.116424995,0.113199166,0.167129168
0.069385,0.008183333,0.104606669,0.095087499,0.15606083
0.064364168,0.0047925,0.114500005,0.089024163,0.141641669
0.05861167,0.0057025,0.088509988,0.09102666,0.121329172
0.05005833,0.008049167,0.068841668,0.097318334,0.115733335
0.050778334,0.007159167,0.049322498,0.093563334,0.110946675
0.0524625,0.005298333,0.043044166,0.085298331,0.10008917
0.047733332,0.004334167,0.038045833,0.075907502,0.098843331
0.034669168,0.001194167,0.037745001,0.049298334,0.090032499
0.006043333,0.0001025,0.0168775,0.031095832,0.044018333
0.007081667,0.000384167,0.004006667,0.044730835,0.018911667
0.009075833,0.00033,0.00584,0.055424169,0.01871
0.00556,0.001964167,0.005028333,0.072573328,0.0157875
0.0061475,0.004988333,0.008403333,0.062310833,0.020548332
0.010265833,0.006176667,0.014105,0.059111661,0.032777503
0.014516666,0.009235833,0.019567501,0.065650834,0.044316667
0.0287975,0.028741667,0.023193334,0.064105829,0.044684163
0.063056669,0.048757499,0.034310001,0.0683,0.064450834
0.083547506,0.034970001,0.070158329,0.096609994,0.119985829
0.077372499,0.022250833,0.094443332,0.141070838,0.178655012
0.073089164,0.016294167,0.119701667,0.143151662,0.168741671
0.082296662,0.014743334,0.138136666,0.128906664,0.159232498
0.080880828,0.014220833,0.136541678,0.12130667,0.153434989
0.095526668,0.016816667,0.128610002,0.110809159,0.145788326
0.103147495,0.018601667,0.121499167,0.099090838,0.150110835
0.091524172,0.020771667,0.119126665,0.088024172,0.154970001
0.079725831,0.023611667,0.110461671,0.088724999,0.155994169
0.069713331,0.022795001,0.097462499,0.096227495,0.14756417
0.062039163,0.022454167,0.086665831,0.0964025,0.140348335
0.060115833,0.024545,0.079406674,0.093516666,0.146035839
0.058497499,0.030290833,0.072079167,0.082137501,0.146916659
0.045111667,0.031174999,0.070017498,0.074079995,0.143378331
0.025864166,0.016688333,0.070211666,0.0547675,0.134255829
0.008850833,0.014300833,0.039345002,0.037074166,0.087010834
0.009788333,0.016143333,0.008711666,0.0369575,0.05846417
0.012506667,0.0212075,0.014085833,0.041744997,0.060853331
0.018852499,0.006075834,0.0082475,0.059077497,0.026036668
0.032069167,0.006405,0.011161667,0.059343333,0.022788334
0.060184999,0.010706666,0.017264166,0.067553332,0.025156666
0.087024999,0.022028334,0.025991666,0.092653333,0.027714166
0.104018337,0.040716666,0.039745833,0.11528584,0.030439167
0.133364991,0.072363333,0.077404169,0.118335825,0.042903332
0.167943327,0.083957498,0.133384161,0.138279165,0.099668333
0.16201916,0.082631669,0.17751668,0.180289159,0.147598332
0.152079174,0.077467499,0.210144172,0.190644175,0.179876673
0.15012333,0.089052498,0.244264164,0.193170005,0.208666666
0.147492492,0.098029999,0.270083341,0.160695011,0.229521677
0.160353324,0.105523332,0.278078345,0.137455835,0.250898328
0.145120833,0.124763328,0.274125802,0.130444996,0.248009163
0.144772495,0.135487501,0.277500001,0.13393667,0.21985666
0.166918322,0.125503333,0.2880275,0.127421663,0.205210835
0.160638336,0.113889163,0.29483333,0.101010837,0.20567584
0.153514162,0.108935832,0.294433303,0.091518331,0.203145842
0.14845583,0.101507502,0.290530808,0.086255831,0.193023326
0.143772499,0.103288336,0.272524161,0.078619165,0.180616681
0.141488327,0.110139163,0.252560827,0.077180004,0.182544995
0.094666668,0.066766666,0.226865832,0.067417504,0.166986652
0.041205,0.060245,0.145993331,0.047357498,0.095167502
0.041229167,0.053844167,0.059402499,0.056849996,0.074949999
0.035971667,0.046850001,0.051555834,0.077354173,0.076005834
0.015306666,0.014911666,0.033836666,0.113600002,0.036201667
0.0117525,0.015619166,0.036514167,0.128486669,0.022659168
0.010885001,0.013894167,0.039485834,0.137440003,0.014663333
0.015944167,0.012551667,0.03792917,0.140980002,0.0105725
0.029162501,0.017095834,0.032826667,0.145068329,0.0104525
0.061034164,0.031990835,0.037553334,0.14450668,0.019761668
0.0785825,0.042750834,0.059191667,0.180128333,0.049798332
0.068595003,0.037385834,0.092660833,0.230345824,0.080809997
0.053961663,0.028514169,0.12387917,0.247504996,0.124874161
0.054317499,0.023117502,0.147885834,0.243564167,0.145641662
0.057202501,0.036435835,0.174535838,0.241613317,0.158499175
0.05941333,0.055511666,0.191747492,0.220864168,0.167600827
0.063496667,0.066724161,0.197680003,0.201021666,0.179324159
0.067127498,0.067324995,0.198649163,0.191020004,0.184425847
0.065005835,0.059541664,0.199625009,0.178431654,0.184619171
