ER,NER,NR,SR,WR
0.25771584,0.048880833,0.556206668,0.264837503,0.356158343
0.281366664,0.042376666,0.531600808,0.26925501,0.348625849
0.243702495,0.020503334,0.506295025,0.23208,0.330014984
0.121761667,0.000133333,0.403314985,0.181467491,0.217183343
0.109826667,0.003560833,0.241041668,0.201062512,0.181044166
0.130975834,0.008494167,0.226475822,0.237558331,0.168325834
0.04497417,0.01731,0.215197515,0.283396664,0.149296662
0.051979997,0.026439167,0.241562513,0.296627504,0.12392
0.075110835,0.045371667,0.269910822,0.302484982,0.105556664
0.098323338,0.064056668,0.290640841,0.314455825,0.101479165
0.124181672,0.074453336,0.314247509,0.338692489,0.107541665
0.193906665,0.108985002,0.364496653,0.369463354,0.139315005
0.253540001,0.099476667,0.479603315,0.416820824,0.224334991
0.265306657,0.120320824,0.557334979,0.458625816,0.351887502
0.253144169,0.108871659,0.585913335,0.486280022,0.407290854
0.225259998,0.103203334,0.602600028,0.436249115,0.421795028
0.202396682,0.09169083,0.607076695,0.406771662,0.44388664
0.199003329,0.082585836,0.600233381,0.387072496,0.46773918
0.217556663,0.073184999,0.590044181,0.351710009,0.465951656
0.241028339,0.081684999,0.583134184,0.319355001,0.467613329
0.264038339,0.089344167,0.585894133,0.305488321,0.462601654
0.295466654,0.084624995,0.588208348,0.290820003,0.448893329
0.296476682,0.080275002,0.584781691,0.276064153,0.43859337
0.304021676,0.072522499,0.57542333,0.260235834,0.426628359
0.321879178,0.065179171,0.556199168,0.246533332,0.4015492
0.341726666,0.063603334,0.531599959,0.233307487,0.379932508
0.291554984,0.038135835,0.506302523,0.198090846,0.355826678
0.156864996,0.0110525,0.403316654,0.158590001,0.240134175
0.156389996,0.018930834,0.241044996,0.183667502,0.199020828
0.182032498,0.027282501,0.226477488,0.23661584,0.189757501
0.151016659,0.026311669,0.209055841,0.209285849,0.152584173
0.160476662,0.048039168,0.200331676,0.204123332,0.134315004
0.183424989,0.07542667,0.192047502,0.215637508,0.118377495
0.205549177,0.097707503,0.186505814,0.238670011,0.107308335
0.233595002,0.138097492,0.192337515,0.265819994,0.109252501
0.29512167,0.157511664,0.232971668,0.298304173,0.139984988
0.345964151,0.135349164,0.329508339,0.384698334,0.22658665
0.341012475,0.277413328,0.417846707,0.407465008,0.299638328
0.307740013,0.27880917,0.456976679,0.42352167,0.349643325
0.29012916,0.276099168,0.476737484,0.437565794,0.376019999
0.297749159,0.251019157,0.47465834,0.435224205,0.361353308
0.308320008,0.241730016,0.464192517,0.395436679,0.359829975
0.310021646,0.242287495,0.462107482,0.353815829,0.354591668
0.313079149,0.250254999,0.461604985,0.324810853,0.351875822
0.326674163,0.244906673,0.459052508,0.303860828,0.338957494
0.336614976,0.226331667,0.445902472,0.279868332,0.317336659
0.336599184,0.184258346,0.427673322,0.268724176,0.289655849
0.329525846,0.125688337,0.413609994,0.258613336,0.275585838
0.310620832,0.089377498,0.404519158,0.247844999,0.260068327
0.285649993,0.092474996,0.408430845,0.240299168,0.251071664
0.227943333,0.05351,0.406719168,0.211893329,0.226914159
0.102053334,0.008266667,0.32056999,0.159141677,0.147904987
0.093766666,0.010824167,0.143460833,0.189062506,0.102689159
0.095419995,0.016960001,0.103537501,0.231699994,0.100328338
0.093292495,0.023594999,0.047114997,0.210933348,0.066550003
0.097111664,0.021783334,0.042895833,0.203307503,0.048124998
0.098240003,0.028184167,0.053401667,0.206655834,0.042485837
0.10520917,0.048217498,0.060480836,0.217045831,0.045235833
0.121485001,0.076145829,0.056672502,0.225289183,0.050685835
0.174165001,0.109690833,0.066299167,0.245298335,0.078709998
0.211409154,0.122150831,0.101515834,0.301161644,0.143140002
0.19983917,0.109358335,0.12690416,0.356355809,0.182468322
0.196791671,0.087442499,0.151859992,0.367157514,0.202366663
0.182079166,0.085365833,0.170943335,0.358256653,0.201673338
0.155731672,0.09752334,0.169054175,0.355661641,0.185474173
0.138606668,0.109395836,0.147312512,0.336229165,0.182174167
0.142152499,0.134073347,0.119589176,0.29494,0.188293351
0.147636668,0.150160003,0.102912503,0.265215007,0.198094162
0.150214173,0.15261834,0.097439167,0.255595013,0.211397508
0.151588331,0.134254994,0.089211671,0.241368327,0.229377501
0.15146417,0.103324166,0.078883333,0.246419185,0.245193336
0.154968335,0.09877166,0.077495004,0.255138343,0.237345832
0.169158332,0.102174172,0.072890832,0.273926673,0.218949163
0.19389417,0.097533333,0.066045001,0.277603343,0.191625834
0.174844166,0.049690833,0.055823334,0.227699178,0.164126673
0.074784166,0.0095,0.040514167,0.15038251,0.090985005
0.064643337,0.0093125,0.01548,0.178288348,0.06258
0.090365,0.01539,0.0112375,0.2280225,0.072546665
0.076010831,0.021782499,0.044374997,0.137835833,0.060346667
0.074401664,0.02045,0.073525835,0.123600829,0.06539083
0.069942501,0.018998335,0.086093328,0.125165832,0.066395833
0.072303333,0.0162575,0.09703167,0.146988329,0.081363331
0.105144997,0.022461667,0.110538329,0.16107667,0.094390829
0.161117502,0.024966666,0.146703341,0.187340832,0.12168583
0.150680004,0.047004168,0.222450828,0.260160014,0.187162505
0.14452,0.075545833,0.276366666,0.320504179,0.265017491
0.16980666,0.055358332,0.302244986,0.352045822,0.327779979
0.176992508,0.033638334,0.309821645,0.334500829,0.332163334
0.171803327,0.039649168,0.280185846,0.294899163,0.336538357
0.169449169,0.042635001,0.255410008,0.284604164,0.335751655
0.171117496,0.033946667,0.252265812,0.256150012,0.329127495
0.156109159,0.034516668,0.233829153,0.219342474,0.313876684
0.144759168,0.024216667,0.243629159,0.197264162,0.296704171
0.131058325,0.023592498,0.20294084,0.202354159,0.276209186
0.116156664,0.025233335,0.17261584,0.210040838,0.25922999
0.116506663,0.018708333,0.131880004,0.202750012,0.244471659
0.124273337,0.011924167,0.115410838,0.192359176,0.226350844
0.123466667,0.0125075,0.103615827,0.177559171,0.218914175
0.110042502,0.007334167,0.102756664,0.141930832,0.207656657
0.04438167,0.002539167,0.070450829,0.085568333,0.125282501
0.030440833,0.003820833,0.02519,0.103524999,0.065050832
0.033756668,0.0053075,0.026951668,0.121774162,0.059000831
0.024041667,0.011988334,0.022013333,0.153582505,0.056259166
0.030309167,0.022210833,0.035615,0.135681661,0.073241667
0.042181667,0.0280625,0.055025003,0.13079001,0.101172498
0.053375836,0.045098333,0.072679169,0.146231666,0.122409159
0.083930828,0.102916667,0.08404416,0.152504172,0.132854994
0.156851667,0.140064999,0.113264998,0.169816667,0.18186916
0.201096666,0.098600001,0.181965003,0.234038324,0.287572509
0.202935824,0.062528336,0.226134996,0.306043332,0.368580838
0.193314996,0.0530025,0.250934996,0.329128332,0.345278338
0.210335837,0.049205833,0.271805833,0.310500838,0.326044167
0.210991657,0.045957502,0.270592501,0.295588322,0.304883361
0.229110016,0.051114169,0.263960009,0.27073667,0.285624174
0.228057496,0.053335,0.252022468,0.244098329,0.283275016
0.209844163,0.052475832,0.246569996,0.22271667,0.282056674
0.185500832,0.057557498,0.234834153,0.221860838,0.284128343
0.165069997,0.0564125,0.217728312,0.225684994,0.271890829
0.151493323,0.057965834,0.206972491,0.218770837,0.263293341
0.146649168,0.059909167,0.196007495,0.207882497,0.273062517
0.148474167,0.072974167,0.186809175,0.183938334,0.273534996
0.129183329,0.080549167,0.180569158,0.164003335,0.269675841
0.098824167,0.055960833,0.176618315,0.137449163,0.269075831
0.043724167,0.046784167,0.138038327,0.090505833,0.200644171
0.0407525,0.052236666,0.048220004,0.083398328,0.142080827
0.048056668,0.065392499,0.050719999,0.093258328,0.145662503
0.066784169,0.026665001,0.035438334,0.112808336,0.073732498
0.101072504,0.030168333,0.043648333,0.114306667,0.068617502
0.156658324,0.045368332,0.060179166,0.134519998,0.075355
0.20057915,0.073136667,0.085575001,0.179025001,0.082837497
0.235408342,0.116709998,0.119105005,0.216911646,0.092229995
0.298292498,0.165955832,0.197257503,0.240446656,0.126375002
0.359711699,0.180649993,0.284388332,0.302576671,0.226131685
0.354138347,0.1871675,0.350691649,0.374234147,0.301839163
0.33607249,0.183435831,0.391248328,0.396044997,0.355459151
0.32515917,0.196632504,0.425860025,0.392578321,0.398841672
0.316112511,0.21172584,0.449551677,0.346593343,0.423871661
0.331937514,0.219287501,0.462187534,0.313429991,0.448797487
0.308643349,0.240650009,0.457885829,0.290560814,0.45426666
0.291873358,0.250924169,0.460839167,0.285944161,0.419890006
0.31617666,0.234147498,0.465307492,0.268855019,0.394766664
0.310952495,0.219210844,0.458542481,0.219776668,0.39356749
0.313473324,0.218170835,0.452894983,0.199877513,0.3882
0.322867498,0.212134996,0.454967521,0.190716676,0.368954154
0.320816651,0.221086666,0.44582088,0.174512506,0.350544182
0.311929159,0.224198334,0.421849194,0.174255017,0.348427482
0.256242505,0.144964161,0.390369996,0.164735839,0.330238357
0.13856,0.11187917,0.311707473,0.118181663,0.221910829
0.120995826,0.113460834,0.168048345,0.1270425,0.166810006
0.109456668,0.110854169,0.134617498,0.168040001,0.171656657
0.054909163,0.055757498,0.099205836,0.221203341,0.106250833
0.045116669,0.058316665,0.108050829,0.242029135,0.073828328
0.0436725,0.054250002,0.114704163,0.265633327,0.053090833
0.057952502,0.050644999,0.112056665,0.275793346,0.041320834
0.090217502,0.063713334,0.103435831,0.283967522,0.039253333
0.156782501,0.096154165,0.115310835,0.300201677,0.064970835
0.195745828,0.117396663,0.160477507,0.378266675,0.128209996
0.185801671,0.103580002,0.213058323,0.455650864,0.186124173
0.157855,0.084625831,0.253337517,0.477448354,0.25952334
0.149479994,0.068614996,0.278344184,0.464325848,0.282964165
0.144821664,0.085141662,0.303175847,0.456567533,0.297764989
0.145040832,0.129350826,0.314832518,0.429866664,0.318830843
0.151599168,0.153949998,0.316735864,0.408488333,0.337861655
0.153429172,0.155936662,0.31699501,0.391421656,0.356709999
