ER,NER,NR,SR,WR
0.164442512,0.029258333,0.380444986,0.143271671,0.21790085
0.182202503,0.023881665,0.362359991,0.145920837,0.213732475
0.116779164,0.0077575,0.328277484,0.114865838,0.189219996
0.050508332,0,0.204042507,0.103175836,0.111609168
0.051437502,0.00032,0.115367505,0.117444179,0.099119999
0.067587496,0.0012,0.13207917,0.141954166,0.092280832
0.017073333,0.002226667,0.123715001,0.162490014,0.08122333
0.018675833,0.004694167,0.142867513,0.173915841,0.059223335
0.030607499,0.011096667,0.168148341,0.1800175,0.045359167
0.041846668,0.018818333,0.186122494,0.188307491,0.042904166
0.05169,0.024951668,0.199950002,0.207034166,0.044804167
0.090279998,0.046160001,0.223954984,0.220785834,0.061128335
0.12687333,0.039310001,0.314253345,0.241949998,0.117214171
0.137762502,0.051085002,0.401735013,0.275450828,0.215801661
0.130595829,0.047679166,0.447010818,0.304349182,0.263976655
0.110270834,0.045471668,0.474990865,0.268260002,0.280640828
0.101546663,0.040196667,0.480059994,0.252156677,0.291587499
0.101034998,0.038844166,0.464022532,0.233782495,0.303369982
0.111189997,0.034576666,0.435839991,0.203808329,0.302685817
0.126329161,0.037430833,0.41544918,0.18561498,0.305452498
0.147316657,0.043617499,0.410591647,0.180593332,0.302897493
0.168696666,0.042425836,0.412635823,0.168819992,0.292145014
0.173531674,0.042088333,0.413144186,0.164190834,0.282357516
0.190184162,0.0400825,0.403815853,0.157620835,0.270865033
0.210407505,0.0363425,0.380444979,0.149558336,0.249278353
0.228817498,0.0331325,0.362349155,0.142370841,0.236334165
0.143249163,0.013879167,0.328266653,0.103675828,0.212089159
0.069927503,0.002899167,0.204038339,0.092428339,0.129640841
0.077562502,0.005209166,0.115367504,0.113348327,0.115320833
0.097942498,0.007350833,0.132079171,0.145609165,0.105855831
0.074220829,0.005583333,0.113140847,0.1153525,0.084116667
0.081030831,0.013605833,0.103466672,0.112042498,0.069001664
0.098945001,0.024552501,0.093300834,0.123515013,0.056047495
0.113284163,0.034580831,0.088126666,0.143057503,0.046589999
0.12696,0.052765,0.089537499,0.162339997,0.04433
0.160868333,0.068366665,0.112991668,0.171745005,0.058325832
0.197764171,0.059236667,0.180117483,0.222734172,0.111610829
0.195431668,0.12804,0.257654157,0.233630826,0.163445008
0.186893343,0.131516674,0.297808314,0.244286654,0.205576678
0.176402498,0.137574999,0.316475846,0.256450012,0.226688339
0.181132504,0.123803327,0.313369187,0.262203325,0.207897505
0.193440836,0.125173324,0.300892485,0.229114157,0.204216678
0.191279169,0.132280002,0.300803331,0.196166664,0.198060833
0.187093334,0.139927497,0.297804142,0.170877503,0.198336681
0.189848322,0.130167501,0.29517249,0.165904178,0.194539996
0.192647506,0.117095824,0.286231662,0.15914751,0.175143337
0.190313343,0.088778331,0.279781672,0.157834998,0.154612492
0.183361671,0.056236666,0.277520828,0.152154169,0.142615827
0.168710833,0.044537498,0.279295012,0.148009162,0.133995
0.155845011,0.05009167,0.286328358,0.146332495,0.131285836
0.102045833,0.0189375,0.271035824,0.117590825,0.117217505
0.040697502,0.0010175,0.140036665,0.093929163,0.057965831
0.042446667,0.002011667,0.047599997,0.117750835,0.043049166
0.043180835,0.003235,0.041484168,0.142854157,0.045663333
0.037808335,0.004945833,0.014913333,0.117585005,0.027732501
0.039611665,0.004365,0.012069167,0.110766669,0.01656
0.039319998,0.005646667,0.017941667,0.117145012,0.013648333
0.041115835,0.010975,0.0220325,0.128104163,0.014903333
0.050584166,0.02132,0.020579167,0.135413337,0.017594999
0.080437504,0.042351667,0.023889166,0.141390829,0.030849168
0.102780829,0.053318332,0.040153334,0.17207001,0.066296668
0.098452492,0.050322499,0.055076667,0.201520828,0.086443331
0.092174166,0.036967501,0.073665831,0.200882511,0.098141664
0.081269169,0.035110834,0.088930827,0.194342495,0.098735833
0.070023329,0.043412503,0.088544172,0.189620825,0.091775835
0.063743332,0.051829997,0.076136667,0.178847514,0.090966669
0.067504165,0.067844168,0.059095833,0.153242504,0.097350831
0.069616665,0.075805001,0.045130835,0.13966834,0.102769159
0.069908331,0.074621658,0.040569999,0.141866675,0.110774171
0.068294998,0.063826668,0.037905832,0.136307504,0.122086671
0.067236665,0.046399166,0.032064167,0.140405831,0.135095004
