ER,NER,NR,SR,WR
0.030576668,0.009469166,0.178588337,0.119102503,0.114184999
0.0198625,0.013194167,0.087050838,0.125560832,0.074553331
0.013586667,0.028165832,0.083980832,0.137689167,0.072072502
0.040290835,0.025075835,0.0494075,0.12559167,0.061414168
0.046570834,0.040663334,0.049111667,0.126739165,0.051080001
0.042857501,0.058746664,0.053718335,0.146396674,0.050886665
0.043654999,0.076443333,0.058345834,0.173667504,0.048936667
0.052130833,0.085645835,0.065267501,0.208759158,0.053279167
0.103769169,0.110793326,0.074953335,0.244592494,0.075434167
0.116291668,0.106052494,0.115160002,0.320023333,0.148261659
0.099924996,0.073369165,0.160876655,0.39481998,0.222955835
0.101229173,0.063220833,0.192007502,0.388141677,0.254697505
0.092779166,0.065324995,0.222225014,0.354034968,0.251595832
0.089872499,0.07334833,0.251539997,0.313287511,0.245576649
0.102178336,0.078660833,0.266751674,0.276081669,0.247807497
0.103605829,0.070445831,0.258716664,0.240881686,0.262754999
0.102100831,0.058203333,0.240565024,0.20024334,0.26194416
0.097805827,0.0562125,0.226599166,0.187723326,0.265400832
0.082215833,0.057060834,0.22324668,0.179569999,0.275694152
0.068637502,0.053973333,0.219165022,0.170169997,0.290232522
0.068941665,0.063179998,0.207110013,0.242942506,0.29934748
0.056951667,0.062695001,0.207741648,0.247022501,0.286338334
0.052173332,0.074789167,0.20111918,0.236316673,0.259009169
0.037021666,0.039410834,0.194773326,0.171169998,0.229221664
0.007390833,0.009325,0.148327494,0.103829999,0.132767508
0.003545833,0.012805833,0.075920001,0.107901664,0.086896664
0.004565833,0.023715833,0.08407167,0.111515832,0.093100835
0.007936667,0.028518335,0.077565006,0.102397498,0.095316662
0.0116525,0.0404075,0.087132497,0.095365833,0.074204165
0.0127425,0.045560001,0.106260826,0.0958025,0.065280832
0.025514167,0.042019165,0.121272503,0.108554161,0.071344997
0.039286666,0.052370001,0.127244997,0.137246665,0.083295004
0.087395836,0.092949169,0.147328337,0.160507504,0.120256667
0.119465833,0.101502494,0.200149993,0.219461661,0.201342509
0.115317501,0.083807499,0.244341673,0.269252503,0.291514173
0.106384167,0.085291668,0.280365822,0.280193334,0.328657498
0.101227494,0.094838332,0.302708358,0.27787666,0.345041623
0.095139995,0.078095838,0.302557523,0.255990847,0.335956655
0.105482499,0.057731665,0.285661692,0.214442504,0.324129184
0.104619167,0.045725833,0.274462524,0.186485821,0.325353337
0.101189163,0.037073333,0.258448339,0.168952509,0.316160001
0.100967503,0.031109165,0.229839157,0.165145847,0.3060575
0.089427502,0.030324166,0.206421677,0.159540841,0.292151657
0.080050002,0.042192499,0.18610916,0.178007498,0.301377468
0.074184997,0.034485001,0.166139166,0.183879176,0.284804163
0.071165837,0.039758331,0.158083325,0.198252503,0.271171659
0.069257502,0.048481667,0.15095,0.204373344,0.261100841
0.046041666,0.027332501,0.146418336,0.153692501,0.238625832
0.010791667,0.016129167,0.107693339,0.106420002,0.141087514
0.004373333,0.022800001,0.0558575,0.123803332,0.09117
0.003425,0.026580001,0.052709165,0.119875837,0.09157583
0.0122675,0.053055002,0.02998,0.122624162,0.070641667
0.0138375,0.073089999,0.047921666,0.11050834,0.062929165
0.018380833,0.074794166,0.071103329,0.107484999,0.057216668
0.032758335,0.060288332,0.082880001,0.13019916,0.058522498
0.050799167,0.051856663,0.0819525,0.18078999,0.063305836
0.090105835,0.067487499,0.073240836,0.212918337,0.090346671
0.127690004,0.082466669,0.092454168,0.253938328,0.146659174
0.144502499,0.10087917,0.123538339,0.32014252,0.176527494
0.161154993,0.108519175,0.15393,0.347163342,0.225412498
0.150648336,0.100810004,0.178045842,0.348685021,0.253895829
0.152201661,0.082532497,0.198691664,0.329996698,0.270631681
0.158043331,0.0796075,0.219089168,0.300756685,0.304280837
0.160690842,0.100464159,0.234960787,0.270299996,0.318026647
0.147052499,0.128220832,0.250026685,0.243211672,0.321024172
0.13593417,0.178470006,0.261507501,0.227870006,0.309641674
0.147307494,0.074555834,0.26986669,0.217271662,0.291845821
0.148945836,0.08648833,0.288201662,0.208309167,0.305717496
0.155252496,0.129404166,0.291074989,0.197189178,0.289140001
0.156368326,0.150427494,0.304072502,0.190754158,0.294183329
0.170452505,0.157667488,0.294850839,0.18331333,0.303764155
0.136276661,0.077590003,0.298049154,0.137182493,0.268144162
0.0559175,0.022905833,0.231469156,0.102255832,0.16282083
0.052473331,0.016799167,0.152055831,0.125400825,0.138328339
0.051426666,0.015130833,0.171229996,0.139821662,0.169520831
0.054916667,0.020584167,0.154409998,0.191022489,0.191522506
0.063686664,0.014969166,0.176610831,0.218807496,0.236858312
0.07856,0.011138333,0.196030835,0.256502508,0.264891677
0.112843332,0.011079167,0.216113344,0.298896665,0.271224163
0.139152496,0.017305834,0.24788915,0.36281583,0.288867521
0.216651666,0.04963,0.290067486,0.426890845,0.321978316
0.323880851,0.098498336,0.392625809,0.444610832,0.379582497
0.370264992,0.138251664,0.489485025,0.44243752,0.449887462
0.351136667,0.1645575,0.545348336,0.43741334,0.467469983
0.325345002,0.210624992,0.532368327,0.394529146,0.485700811
0.304114997,0.257185827,0.525422484,0.340748347,0.469908374
0.278859141,0.294429176,0.524183328,0.321874991,0.466000815
0.259029177,0.32056583,0.515939966,0.310215831,0.451455007
0.230719174,0.336799182,0.495133328,0.303322509,0.418846669
0.220076676,0.328640831,0.470545006,0.293873345,0.375803309
0.235524178,0.299735829,0.471508344,0.326664162,0.366900017
0.243820005,0.310829987,0.500147541,0.331013334,0.344425825
0.253377492,0.295234171,0.511973346,0.31933253,0.309489183
0.262447496,0.30519332,0.509862512,0.298078341,0.292000855
0.267830839,0.311071677,0.465013365,0.270995845,0.28053504
0.220950839,0.190151667,0.420673313,0.197224991,0.258701658
0.124306665,0.117525828,0.361640019,0.142342502,0.185101662
0.142500826,0.10824666,0.288088344,0.16885751,0.155369991
0.162019989,0.098615004,0.269420845,0.193578328,0.173459161
0.195102493,0.077682501,0.226632488,0.238168353,0.167210001
0.214347512,0.065799998,0.224489164,0.250145007,0.157499162
0.234318352,0.085210002,0.229648345,0.265470852,0.146685839
0.265372497,0.100522504,0.217575825,0.297623324,0.14844167
0.29220333,0.077640829,0.203214999,0.32354,0.141215827
0.327596657,0.084106662,0.205622488,0.363041664,0.155771671
0.351488362,0.083072497,0.249781683,0.421199148,0.219253328
0.356789192,0.102050001,0.290357493,0.42292914,0.2852083
0.343811659,0.120101662,0.323086681,0.408618336,0.30831335
0.326559988,0.147369164,0.33007166,0.399716653,0.327294181
0.305640002,0.145419999,0.355689136,0.359837512,0.353639171
0.284663339,0.111694174,0.353849977,0.333368349,0.373255851
0.274835,0.086555002,0.363837476,0.33079168,0.384486655
0.268913326,0.076340835,0.356505841,0.320917529,0.386625017
0.25060166,0.068140831,0.349937513,0.284039177,0.378223377
0.249364148,0.148288334,0.334389185,0.309537505,0.379062501
0.207145008,0.159453337,0.319113319,0.285256694,0.352266689
0.185194169,0.187515821,0.286599162,0.269577506,0.338373358
0.167357504,0.194987513,0.275426663,0.249710022,0.339794186
0.158092512,0.203925004,0.259907516,0.239077496,0.328615829
0.108048337,0.122865,0.253371661,0.179558332,0.292504184
0.073666672,0.099013337,0.197183321,0.136606668,0.225070005
0.054541667,0.126836677,0.109001666,0.158194999,0.207624995
0.041603334,0.140091651,0.120843325,0.171611683,0.2317925
0.044881665,0.207444169,0.143120833,0.258536664,0.210108334
0.053075,0.228609162,0.166553331,0.303420844,0.193794169
0.081028335,0.240594175,0.179551657,0.337375847,0.168447502
0.116522495,0.239666672,0.181021662,0.364905777,0.140931676
0.15161583,0.231180839,0.183762498,0.384998331,0.135381675
0.201683341,0.267352516,0.202182488,0.399828332,0.149762498
0.285245826,0.27558166,0.260751688,0.41409079,0.232976668
0.340465829,0.276480831,0.30202084,0.409965826,0.323265011
0.3362225,0.304762503,0.318555005,0.403657489,0.371337501
0.284490829,0.313362509,0.337204166,0.368119145,0.395610799
0.22616417,0.27483165,0.346170013,0.353789156,0.40284083
0.200640832,0.244963333,0.335306649,0.323788327,0.387980009
0.197009166,0.222919988,0.320855014,0.297515015,0.374918359
0.203950016,0.195418322,0.308656683,0.26271166,0.3587
0.207265836,0.118461664,0.302582505,0.292381649,0.370119192
0.206129992,0.084890834,0.30546999,0.273665818,0.362310857
0.217219166,0.0708175,0.311275,0.254060838,0.368965839
0.22657751,0.057220835,0.306730015,0.240714175,0.373290834
0.208916662,0.05625583,0.297782506,0.23102333,0.347881685
0.180814998,0.052378333,0.280371659,0.224918334,0.343724161
0.114421667,0.019981667,0.259490817,0.171002513,0.305186674
0.089699998,0.007384167,0.201009173,0.12753416,0.218466664
0.105697497,0.008731667,0.107654168,0.160769172,0.204144167
0.102428336,0.019322499,0.115239998,0.212090832,0.221956662
0.058006668,0.054226666,0.089769999,0.28027834,0.143849995
0.047794166,0.050670835,0.085173332,0.331464998,0.125192507
0.046643334,0.034304166,0.077244166,0.378367489,0.111323341
0.046745,0.023696666,0.066111666,0.428073369,0.096920002
