gid,latitude,longitude,elevation,timezone,config,geometry,index_right
24583,21.35,74.45,0.0,5.5,default,POINT (74.45 21.35),18
24584,21.45,74.45,0.0,5.5,default,POINT (74.45 21.45),18
24910,21.05,74.55,0.0,5.5,default,POINT (74.55 21.05),18
24911,21.15,74.55,0.0,5.5,default,POINT (74.55 21.15),18
24912,21.25,74.55,0.0,5.5,default,POINT (74.55 21.25),18
23886,17.65,74.25,0.0,5.5,default,POINT (74.25 17.65),3
23887,17.75,74.25,0.0,5.5,default,POINT (74.25 17.75),3
24214,17.45,74.35,0.0,5.5,default,POINT (74.34999999999999 17.45),3
24215,17.55,74.35,0.0,5.5,default,POINT (74.34999999999999 17.55),3
24216,17.65,74.35,0.0,5.5,default,POINT (74.34999999999999 17.65),3
24217,17.75,74.35,0.0,5.5,default,POINT (74.34999999999999 17.75),3
24540,17.05,74.45,0.0,5.5,default,POINT (74.45 17.05),3
24541,17.15,74.45,0.0,5.5,default,POINT (74.45 17.15),3
24542,17.25,74.45,0.0,5.5,default,POINT (74.45 17.25),3
24543,17.35,74.45,0.0,5.5,default,POINT (74.45 17.35),3
24544,17.45,74.45,0.0,5.5,default,POINT (74.45 17.45),3
24545,17.55,74.45,0.0,5.5,default,POINT (74.45 17.55),3
24546,17.65,74.45,0.0,5.5,default,POINT (74.45 17.65),3
24871,17.15,74.55,0.0,5.5,default,POINT (74.55 17.15),3
24872,17.25,74.55,0.0,5.5,default,POINT (74.55 17.25),3
24873,17.35,74.55,0.0,5.5,default,POINT (74.55 17.35),3
24874,17.45,74.55,0.0,5.5,default,POINT (74.55 17.45),3
24875,17.55,74.55,0.0,5.5,default,POINT (74.55 17.55),3
23596,21.65,74.15,0.0,5.5,default,POINT (74.15000000000001 21.65),14
23926,21.65,74.25,0.0,5.5,default,POINT (74.25 21.65),14
24255,21.55,74.35,0.0,5.5,default,POINT (74.34999999999999 21.55),14
24585,21.55,74.45,0.0,5.5,default,POINT (74.45 21.55),14
24909,20.95,74.55,0.0,5.5,default,POINT (74.55 20.95),14
24913,21.35,74.55,0.0,5.5,default,POINT (74.55 21.35),14
24914,21.45,74.55,0.0,5.5,default,POINT (74.55 21.45),14
25241,21.15,74.65,0.0,5.5,default,POINT (74.65000000000001 21.15),14
25242,21.25,74.65,0.0,5.5,default,POINT (74.65000000000001 21.25),14
23558,17.85,74.15,0.0,5.5,default,POINT (74.15000000000001 17.85),4
23888,17.85,74.25,0.0,5.5,default,POINT (74.25 17.85),4
24218,17.85,74.35,0.0,5.5,default,POINT (74.34999999999999 17.85),4
24547,17.75,74.45,0.0,5.5,default,POINT (74.45 17.75),4
24876,17.65,74.55,0.0,5.5,default,POINT (74.55 17.65),4
24877,17.75,74.55,0.0,5.5,default,POINT (74.55 17.75),4
25202,17.25,74.65,0.0,5.5,default,POINT (74.65000000000001 17.25),4
25203,17.35,74.65,0.0,5.5,default,POINT (74.65000000000001 17.35),4
25204,17.45,74.65,0.0,5.5,default,POINT (74.65000000000001 17.45),4
25205,17.55,74.65,0.0,5.5,default,POINT (74.65000000000001 17.55),4
25206,17.65,74.65,0.0,5.5,default,POINT (74.65000000000001 17.65),4
23586,20.65,74.15,0.0,5.5,default,POINT (74.15000000000001 20.65),11
23916,20.65,74.25,0.0,5.5,default,POINT (74.25 20.65),11
24246,20.65,74.35,0.0,5.5,default,POINT (74.34999999999999 20.65),11
24247,20.75,74.35,0.0,5.5,default,POINT (74.34999999999999 20.75),11
24576,20.65,74.45,0.0,5.5,default,POINT (74.45 20.65),11
24577,20.75,74.45,0.0,5.5,default,POINT (74.45 20.75),11
24907,20.75,74.55,0.0,5.5,default,POINT (74.55 20.75),11
24908,20.85,74.55,0.0,5.5,default,POINT (74.55 20.85),11
25237,20.75,74.65,0.0,5.5,default,POINT (74.65000000000001 20.75),11
25238,20.85,74.65,0.0,5.5,default,POINT (74.65000000000001 20.85),11
25239,20.95,74.65,0.0,5.5,default,POINT (74.65000000000001 20.95),11
25240,21.05,74.65,0.0,5.5,default,POINT (74.65000000000001 21.05),11
25243,21.35,74.65,0.0,5.5,default,POINT (74.65000000000001 21.35),11
25569,20.95,74.75,0.0,5.5,default,POINT (74.75 20.95),11
25570,21.05,74.75,0.0,5.5,default,POINT (74.75 21.05),11
25571,21.15,74.75,0.0,5.5,default,POINT (74.75 21.15),11
24256,21.65,74.35,0.0,5.5,default,POINT (74.34999999999999 21.65),15
24586,21.65,74.45,0.0,5.5,default,POINT (74.45 21.65),15
24915,21.55,74.55,0.0,5.5,default,POINT (74.55 21.55),15
24916,21.65,74.55,0.0,5.5,default,POINT (74.55 21.65),15
25244,21.45,74.65,0.0,5.5,default,POINT (74.65000000000001 21.45),15
25245,21.55,74.65,0.0,5.5,default,POINT (74.65000000000001 21.55),15
25572,21.25,74.75,0.0,5.5,default,POINT (74.75 21.25),15
25573,21.35,74.75,0.0,5.5,default,POINT (74.75 21.35),15
25574,21.45,74.75,0.0,5.5,default,POINT (74.75 21.45),15
23266,21.65,74.05,0.0,5.5,default,POINT (74.05 21.65),17
23927,21.75,74.25,0.0,5.5,default,POINT (74.25 21.75),17
24257,21.75,74.35,0.0,5.5,default,POINT (74.34999999999999 21.75),17
25568,20.85,74.75,0.0,5.5,default,POINT (74.75 20.85),10
24906,20.65,74.55,0.0,5.5,default,POINT (74.55 20.65),8
25900,21.05,74.85,0.0,5.5,default,POINT (74.84999999999999 21.05),8
25901,21.15,74.85,0.0,5.5,default,POINT (74.84999999999999 21.15),8
25899,20.95,74.85,0.0,5.5,default,POINT (74.84999999999999 20.95),9
25902,21.25,74.85,0.0,5.5,default,POINT (74.84999999999999 21.25),9
23559,17.95,74.15,0.0,5.5,default,POINT (74.15000000000001 17.95),7
23560,18.05,74.15,0.0,5.5,default,POINT (74.15000000000001 18.05),7
23889,17.95,74.25,0.0,5.5,default,POINT (74.25 17.95),7
23890,18.05,74.25,0.0,5.5,default,POINT (74.25 18.05),7
23891,18.15,74.25,0.0,5.5,default,POINT (74.25 18.15),7
24219,17.95,74.35,0.0,5.5,default,POINT (74.34999999999999 17.95),7
24220,18.05,74.35,0.0,5.5,default,POINT (74.34999999999999 18.05),7
24221,18.15,74.35,0.0,5.5,default,POINT (74.34999999999999 18.15),7
24222,18.25,74.35,0.0,5.5,default,POINT (74.34999999999999 18.25),7
24548,17.85,74.45,0.0,5.5,default,POINT (74.45 17.85),7
24549,17.95,74.45,0.0,5.5,default,POINT (74.45 17.95),7
24550,18.05,74.45,0.0,5.5,default,POINT (74.45 18.05),7
24551,18.15,74.45,0.0,5.5,default,POINT (74.45 18.15),7
24552,18.25,74.45,0.0,5.5,default,POINT (74.45 18.25),7
24878,17.85,74.55,0.0,5.5,default,POINT (74.55 17.85),7
24879,17.95,74.55,0.0,5.5,default,POINT (74.55 17.95),7
24880,18.05,74.55,0.0,5.5,default,POINT (74.55 18.05),7
24881,18.15,74.55,0.0,5.5,default,POINT (74.55 18.15),7
24882,18.25,74.55,0.0,5.5,default,POINT (74.55 18.25),7
25207,17.75,74.65,0.0,5.5,default,POINT (74.65000000000001 17.75),7
25208,17.85,74.65,0.0,5.5,default,POINT (74.65000000000001 17.85),7
25209,17.95,74.65,0.0,5.5,default,POINT (74.65000000000001 17.95),7
25210,18.05,74.65,0.0,5.5,default,POINT (74.65000000000001 18.05),7
25211,18.15,74.65,0.0,5.5,default,POINT (74.65000000000001 18.15),7
25212,18.25,74.65,0.0,5.5,default,POINT (74.65000000000001 18.25),7
25535,17.55,74.75,0.0,5.5,default,POINT (74.75 17.55),7
25536,17.65,74.75,0.0,5.5,default,POINT (74.75 17.65),7
25537,17.75,74.75,0.0,5.5,default,POINT (74.75 17.75),7
25538,17.85,74.75,0.0,5.5,default,POINT (74.75 17.85),7
25539,17.95,74.75,0.0,5.5,default,POINT (74.75 17.95),7
25540,18.05,74.75,0.0,5.5,default,POINT (74.75 18.05),7
25541,18.15,74.75,0.0,5.5,default,POINT (74.75 18.15),7
25542,18.25,74.75,0.0,5.5,default,POINT (74.75 18.25),7
25865,17.55,74.85,0.0,5.5,default,POINT (74.84999999999999 17.55),7
25866,17.65,74.85,0.0,5.5,default,POINT (74.84999999999999 17.65),7
25867,17.75,74.85,0.0,5.5,default,POINT (74.84999999999999 17.75),7
25868,17.85,74.85,0.0,5.5,default,POINT (74.84999999999999 17.85),7
25869,17.95,74.85,0.0,5.5,default,POINT (74.84999999999999 17.95),7
25870,18.05,74.85,0.0,5.5,default,POINT (74.84999999999999 18.05),7
25871,18.15,74.85,0.0,5.5,default,POINT (74.84999999999999 18.15),7
26196,17.65,74.95,0.0,5.5,default,POINT (74.95 17.65),7
26197,17.75,74.95,0.0,5.5,default,POINT (74.95 17.75),7
26198,17.85,74.95,0.0,5.5,default,POINT (74.95 17.85),7
26199,17.95,74.95,0.0,5.5,default,POINT (74.95 17.95),7
26200,18.05,74.95,0.0,5.5,default,POINT (74.95 18.05),7
23678,29.85,74.15,0.0,5.5,default,POINT (74.15000000000001 29.85),196
23679,29.95,74.15,0.0,5.5,default,POINT (74.15000000000001 29.95),196
23680,30.05,74.15,0.0,5.5,default,POINT (74.15000000000001 30.05),196
23681,30.15,74.15,0.0,5.5,default,POINT (74.15000000000001 30.15),196
24007,29.75,74.25,0.0,5.5,default,POINT (74.25 29.75),196
24008,29.85,74.25,0.0,5.5,default,POINT (74.25 29.85),196
24009,29.95,74.25,0.0,5.5,default,POINT (74.25 29.95),196
24010,30.05,74.25,0.0,5.5,default,POINT (74.25 30.05),196
24011,30.15,74.25,0.0,5.5,default,POINT (74.25 30.15),196
24012,30.25,74.25,0.0,5.5,default,POINT (74.25 30.25),196
24336,29.65,74.35,0.0,5.5,default,POINT (74.34999999999999 29.65),196
24337,29.75,74.35,0.0,5.5,default,POINT (74.34999999999999 29.75),196
24338,29.85,74.35,0.0,5.5,default,POINT (74.34999999999999 29.85),196
24339,29.95,74.35,0.0,5.5,default,POINT (74.34999999999999 29.95),196
24340,30.05,74.35,0.0,5.5,default,POINT (74.34999999999999 30.05),196
24341,30.15,74.35,0.0,5.5,default,POINT (74.34999999999999 30.15),196
24342,30.25,74.35,0.0,5.5,default,POINT (74.34999999999999 30.25),196
24343,30.35,74.35,0.0,5.5,default,POINT (74.34999999999999 30.35),196
24666,29.65,74.45,0.0,5.5,default,POINT (74.45 29.65),196
24667,29.75,74.45,0.0,5.5,default,POINT (74.45 29.75),196
24668,29.85,74.45,0.0,5.5,default,POINT (74.45 29.85),196
24669,29.95,74.45,0.0,5.5,default,POINT (74.45 29.95),196
24670,30.05,74.45,0.0,5.5,default,POINT (74.45 30.05),196
24671,30.15,74.45,0.0,5.5,default,POINT (74.45 30.15),196
24672,30.25,74.45,0.0,5.5,default,POINT (74.45 30.25),196
24673,30.35,74.45,0.0,5.5,default,POINT (74.45 30.35),196
24996,29.65,74.55,0.0,5.5,default,POINT (74.55 29.65),196
24997,29.75,74.55,0.0,5.5,default,POINT (74.55 29.75),196
24998,29.85,74.55,0.0,5.5,default,POINT (74.55 29.85),196
24999,29.95,74.55,0.0,5.5,default,POINT (74.55 29.95),196
25000,30.05,74.55,0.0,5.5,default,POINT (74.55 30.05),196
25001,30.15,74.55,0.0,5.5,default,POINT (74.55 30.15),196
25002,30.25,74.55,0.0,5.5,default,POINT (74.55 30.25),196
25003,30.35,74.55,0.0,5.5,default,POINT (74.55 30.35),196
25004,30.45,74.55,0.0,5.5,default,POINT (74.55 30.45),196
25326,29.65,74.65,0.0,5.5,default,POINT (74.65000000000001 29.65),196
25327,29.75,74.65,0.0,5.5,default,POINT (74.65000000000001 29.75),196
25328,29.85,74.65,0.0,5.5,default,POINT (74.65000000000001 29.85),196
25329,29.95,74.65,0.0,5.5,default,POINT (74.65000000000001 29.95),196
25330,30.05,74.65,0.0,5.5,default,POINT (74.65000000000001 30.05),196
25331,30.15,74.65,0.0,5.5,default,POINT (74.65000000000001 30.15),196
25332,30.25,74.65,0.0,5.5,default,POINT (74.65000000000001 30.25),196
25333,30.35,74.65,0.0,5.5,default,POINT (74.65000000000001 30.35),196
25334,30.45,74.65,0.0,5.5,default,POINT (74.65000000000001 30.45),196
25656,29.65,74.75,0.0,5.5,default,POINT (74.75 29.65),196
25657,29.75,74.75,0.0,5.5,default,POINT (74.75 29.75),196
25658,29.85,74.75,0.0,5.5,default,POINT (74.75 29.85),196
25659,29.95,74.75,0.0,5.5,default,POINT (74.75 29.95),196
25660,30.05,74.75,0.0,5.5,default,POINT (74.75 30.05),196
25661,30.15,74.75,0.0,5.5,default,POINT (74.75 30.15),196
25662,30.25,74.75,0.0,5.5,default,POINT (74.75 30.25),196
25663,30.35,74.75,0.0,5.5,default,POINT (74.75 30.35),196
25986,29.65,74.85,0.0,5.5,default,POINT (74.84999999999999 29.65),196
25987,29.75,74.85,0.0,5.5,default,POINT (74.84999999999999 29.75),196
25988,29.85,74.85,0.0,5.5,default,POINT (74.84999999999999 29.85),196
25989,29.95,74.85,0.0,5.5,default,POINT (74.84999999999999 29.95),196
25990,30.05,74.85,0.0,5.5,default,POINT (74.84999999999999 30.05),196
25991,30.15,74.85,0.0,5.5,default,POINT (74.84999999999999 30.15),196
25992,30.25,74.85,0.0,5.5,default,POINT (74.84999999999999 30.25),196
25993,30.35,74.85,0.0,5.5,default,POINT (74.84999999999999 30.35),196
26317,29.75,74.95,0.0,5.5,default,POINT (74.95 29.75),196
26318,29.85,74.95,0.0,5.5,default,POINT (74.95 29.85),196
26319,29.95,74.95,0.0,5.5,default,POINT (74.95 29.95),196
26320,30.05,74.95,0.0,5.5,default,POINT (74.95 30.05),196
26321,30.15,74.95,0.0,5.5,default,POINT (74.95 30.15),196
26322,30.25,74.95,0.0,5.5,default,POINT (74.95 30.25),196
26648,29.85,75.05,0.0,5.5,default,POINT (75.05 29.85),196
26649,29.95,75.05,0.0,5.5,default,POINT (75.05 29.95),196
26650,30.05,75.05,0.0,5.5,default,POINT (75.05 30.05),196
26651,30.15,75.05,0.0,5.5,default,POINT (75.05 30.15),196
24665,29.55,74.45,0.0,5.5,default,POINT (74.45 29.55),197
24995,29.55,74.55,0.0,5.5,default,POINT (74.55 29.55),197
25325,29.55,74.65,0.0,5.5,default,POINT (74.65000000000001 29.55),197
25655,29.55,74.75,0.0,5.5,default,POINT (74.75 29.55),197
25985,29.55,74.85,0.0,5.5,default,POINT (74.84999999999999 29.55),197
26316,29.65,74.95,0.0,5.5,default,POINT (74.95 29.65),197
26646,29.65,75.05,0.0,5.5,default,POINT (75.05 29.65),197
26647,29.75,75.05,0.0,5.5,default,POINT (75.05 29.75),197
26652,30.25,75.05,0.0,5.5,default,POINT (75.05 30.25),197
26978,29.85,75.15,0.0,5.5,default,POINT (75.15000000000001 29.85),197
26979,29.95,75.15,0.0,5.5,default,POINT (75.15000000000001 29.95),197
26980,30.05,75.15,0.0,5.5,default,POINT (75.15000000000001 30.05),197
24013,30.35,74.25,0.0,5.5,default,POINT (74.25 30.35),195
24344,30.45,74.35,0.0,5.5,default,POINT (74.34999999999999 30.45),195
24674,30.45,74.45,0.0,5.5,default,POINT (74.45 30.45),195
24675,30.55,74.45,0.0,5.5,default,POINT (74.45 30.55),195
25005,30.55,74.55,0.0,5.5,default,POINT (74.55 30.55),195
25335,30.55,74.65,0.0,5.5,default,POINT (74.65000000000001 30.55),195
25664,30.45,74.75,0.0,5.5,default,POINT (74.75 30.45),195
25665,30.55,74.75,0.0,5.5,default,POINT (74.75 30.55),195
25994,30.45,74.85,0.0,5.5,default,POINT (74.84999999999999 30.45),195
25995,30.55,74.85,0.0,5.5,default,POINT (74.84999999999999 30.55),195
26323,30.35,74.95,0.0,5.5,default,POINT (74.95 30.35),195
26324,30.45,74.95,0.0,5.5,default,POINT (74.95 30.45),195
26653,30.35,75.05,0.0,5.5,default,POINT (75.05 30.35),195
26654,30.45,75.05,0.0,5.5,default,POINT (75.05 30.45),195
26981,30.15,75.15,0.0,5.5,default,POINT (75.15000000000001 30.15),195
26982,30.25,75.15,0.0,5.5,default,POINT (75.15000000000001 30.25),195
26983,30.35,75.15,0.0,5.5,default,POINT (75.15000000000001 30.35),195
26977,29.75,75.15,0.0,5.5,default,POINT (75.15000000000001 29.75),198
27309,29.95,75.25,0.0,5.5,default,POINT (75.25 29.95),198
27310,30.05,75.25,0.0,5.5,default,POINT (75.25 30.05),198
25336,30.65,74.65,0.0,5.5,default,POINT (74.65000000000001 30.65),194
25666,30.65,74.75,0.0,5.5,default,POINT (74.75 30.65),194
25996,30.65,74.85,0.0,5.5,default,POINT (74.84999999999999 30.65),194
26325,30.55,74.95,0.0,5.5,default,POINT (74.95 30.55),194
26655,30.55,75.05,0.0,5.5,default,POINT (75.05 30.55),194
26984,30.45,75.15,0.0,5.5,default,POINT (75.15000000000001 30.45),194
27311,30.15,75.25,0.0,5.5,default,POINT (75.25 30.15),194
27312,30.25,75.25,0.0,5.5,default,POINT (75.25 30.25),194
27313,30.35,75.25,0.0,5.5,default,POINT (75.25 30.35),194
24280,24.05,74.35,0.0,5.5,default,POINT (74.34999999999999 24.05),183
24281,24.15,74.35,0.0,5.5,default,POINT (74.34999999999999 24.15),183
24282,24.25,74.35,0.0,5.5,default,POINT (74.34999999999999 24.25),183
24283,24.35,74.35,0.0,5.5,default,POINT (74.34999999999999 24.35),183
24608,23.85,74.45,0.0,5.5,default,POINT (74.45 23.85),183
24609,23.95,74.45,0.0,5.5,default,POINT (74.45 23.95),183
24610,24.05,74.45,0.0,5.5,default,POINT (74.45 24.05),183
24611,24.15,74.45,0.0,5.5,default,POINT (74.45 24.15),183
24612,24.25,74.45,0.0,5.5,default,POINT (74.45 24.25),183
24613,24.35,74.45,0.0,5.5,default,POINT (74.45 24.35),183
24614,24.45,74.45,0.0,5.5,default,POINT (74.45 24.45),183
24938,23.85,74.55,0.0,5.5,default,POINT (74.55 23.85),183
24939,23.95,74.55,0.0,5.5,default,POINT (74.55 23.95),183
24940,24.05,74.55,0.0,5.5,default,POINT (74.55 24.05),183
24941,24.15,74.55,0.0,5.5,default,POINT (74.55 24.15),183
24942,24.25,74.55,0.0,5.5,default,POINT (74.55 24.25),183
24943,24.35,74.55,0.0,5.5,default,POINT (74.55 24.35),183
24944,24.45,74.55,0.0,5.5,default,POINT (74.55 24.45),183
24945,24.55,74.55,0.0,5.5,default,POINT (74.55 24.55),183
25268,23.85,74.65,0.0,5.5,default,POINT (74.65000000000001 23.85),183
25269,23.95,74.65,0.0,5.5,default,POINT (74.65000000000001 23.95),183
25270,24.05,74.65,0.0,5.5,default,POINT (74.65000000000001 24.05),183
25271,24.15,74.65,0.0,5.5,default,POINT (74.65000000000001 24.15),183
25272,24.25,74.65,0.0,5.5,default,POINT (74.65000000000001 24.25),183
25273,24.35,74.65,0.0,5.5,default,POINT (74.65000000000001 24.35),183
25274,24.45,74.65,0.0,5.5,default,POINT (74.65000000000001 24.45),183
25275,24.55,74.65,0.0,5.5,default,POINT (74.65000000000001 24.55),183
25597,23.75,74.75,0.0,5.5,default,POINT (74.75 23.75),183
25598,23.85,74.75,0.0,5.5,default,POINT (74.75 23.85),183
25599,23.95,74.75,0.0,5.5,default,POINT (74.75 23.95),183
25600,24.05,74.75,0.0,5.5,default,POINT (74.75 24.05),183
25601,24.15,74.75,0.0,5.5,default,POINT (74.75 24.15),183
25602,24.25,74.75,0.0,5.5,default,POINT (74.75 24.25),183
25603,24.35,74.75,0.0,5.5,default,POINT (74.75 24.35),183
25604,24.45,74.75,0.0,5.5,default,POINT (74.75 24.45),183
25605,24.55,74.75,0.0,5.5,default,POINT (74.75 24.55),183
25927,23.75,74.85,0.0,5.5,default,POINT (74.84999999999999 23.75),183
25928,23.85,74.85,0.0,5.5,default,POINT (74.84999999999999 23.85),183
25929,23.95,74.85,0.0,5.5,default,POINT (74.84999999999999 23.95),183
25930,24.05,74.85,0.0,5.5,default,POINT (74.84999999999999 24.05),183
25931,24.15,74.85,0.0,5.5,default,POINT (74.84999999999999 24.15),183
25932,24.25,74.85,0.0,5.5,default,POINT (74.84999999999999 24.25),183
25933,24.35,74.85,0.0,5.5,default,POINT (74.84999999999999 24.35),183
25934,24.45,74.85,0.0,5.5,default,POINT (74.84999999999999 24.45),183
25935,24.55,74.85,0.0,5.5,default,POINT (74.84999999999999 24.55),183
26258,23.85,74.95,0.0,5.5,default,POINT (74.95 23.85),183
26259,23.95,74.95,0.0,5.5,default,POINT (74.95 23.95),183
26260,24.05,74.95,0.0,5.5,default,POINT (74.95 24.05),183
26261,24.15,74.95,0.0,5.5,default,POINT (74.95 24.15),183
26262,24.25,74.95,0.0,5.5,default,POINT (74.95 24.25),183
26263,24.35,74.95,0.0,5.5,default,POINT (74.95 24.35),183
26264,24.45,74.95,0.0,5.5,default,POINT (74.95 24.45),183
26265,24.55,74.95,0.0,5.5,default,POINT (74.95 24.55),183
26588,23.85,75.05,0.0,5.5,default,POINT (75.05 23.85),183
26589,23.95,75.05,0.0,5.5,default,POINT (75.05 23.95),183
26590,24.05,75.05,0.0,5.5,default,POINT (75.05 24.05),183
26591,24.15,75.05,0.0,5.5,default,POINT (75.05 24.15),183
26592,24.25,75.05,0.0,5.5,default,POINT (75.05 24.25),183
26593,24.35,75.05,0.0,5.5,default,POINT (75.05 24.35),183
26594,24.45,75.05,0.0,5.5,default,POINT (75.05 24.45),183
26595,24.55,75.05,0.0,5.5,default,POINT (75.05 24.55),183
26919,23.95,75.15,0.0,5.5,default,POINT (75.15000000000001 23.95),183
26920,24.05,75.15,0.0,5.5,default,POINT (75.15000000000001 24.05),183
26921,24.15,75.15,0.0,5.5,default,POINT (75.15000000000001 24.15),183
26922,24.25,75.15,0.0,5.5,default,POINT (75.15000000000001 24.25),183
26923,24.35,75.15,0.0,5.5,default,POINT (75.15000000000001 24.35),183
26924,24.45,75.15,0.0,5.5,default,POINT (75.15000000000001 24.45),183
27251,24.15,75.25,0.0,5.5,default,POINT (75.25 24.15),183
27252,24.25,75.25,0.0,5.5,default,POINT (75.25 24.25),183
24497,12.75,74.45,0.0,5.0,default,POINT (74.45 12.75),224
24498,12.85,74.45,0.0,5.0,default,POINT (74.45 12.85),224
24499,12.95,74.45,0.0,5.0,default,POINT (74.45 12.95),224
24500,13.05,74.45,0.0,5.0,default,POINT (74.45 13.05),224
24501,13.15,74.45,0.0,5.0,default,POINT (74.45 13.15),224
24826,12.65,74.55,0.0,5.0,default,POINT (74.55 12.65),224
24827,12.75,74.55,0.0,5.0,default,POINT (74.55 12.75),224
24828,12.85,74.55,0.0,5.0,default,POINT (74.55 12.85),224
24829,12.95,74.55,0.0,5.0,default,POINT (74.55 12.95),224
24830,13.05,74.55,0.0,5.0,default,POINT (74.55 13.05),224
24831,13.15,74.55,0.0,5.5,default,POINT (74.55 13.15),224
24832,13.25,74.55,0.0,5.5,default,POINT (74.55 13.25),224
25155,12.55,74.65,0.0,5.0,default,POINT (74.65000000000001 12.55),224
25156,12.65,74.65,0.0,5.0,default,POINT (74.65000000000001 12.65),224
25157,12.75,74.65,0.0,5.5,default,POINT (74.65000000000001 12.75),224
25158,12.85,74.65,0.0,5.5,default,POINT (74.65000000000001 12.85),224
25159,12.95,74.65,0.0,5.5,default,POINT (74.65000000000001 12.95),224
25160,13.05,74.65,0.0,5.5,default,POINT (74.65000000000001 13.05),224
25161,13.15,74.65,0.0,5.5,default,POINT (74.65000000000001 13.15),224
25162,13.25,74.65,0.0,5.5,default,POINT (74.65000000000001 13.25),224
25163,13.35,74.65,0.0,5.5,default,POINT (74.65000000000001 13.35),224
25485,12.55,74.75,0.0,5.5,default,POINT (74.75 12.55),224
25486,12.65,74.75,0.0,5.5,default,POINT (74.75 12.65),224
25487,12.75,74.75,0.0,5.5,default,POINT (74.75 12.75),224
25488,12.85,74.75,0.0,5.5,default,POINT (74.75 12.85),224
25489,12.95,74.75,0.0,5.5,default,POINT (74.75 12.95),224
25490,13.05,74.75,0.0,5.5,default,POINT (74.75 13.05),224
25491,13.15,74.75,0.0,5.5,default,POINT (74.75 13.15),224
25492,13.25,74.75,0.0,5.5,default,POINT (74.75 13.25),224
25493,13.35,74.75,0.0,5.5,default,POINT (74.75 13.35),224
25815,12.55,74.85,0.0,5.5,default,POINT (74.84999999999999 12.55),224
25816,12.65,74.85,0.0,5.5,default,POINT (74.84999999999999 12.65),224
25817,12.75,74.85,0.0,5.5,default,POINT (74.84999999999999 12.75),224
25818,12.85,74.85,0.0,5.5,default,POINT (74.84999999999999 12.85),224
25819,12.95,74.85,0.0,5.5,default,POINT (74.84999999999999 12.95),224
25820,13.05,74.85,0.0,5.5,default,POINT (74.84999999999999 13.05),224
25821,13.15,74.85,0.0,5.5,default,POINT (74.84999999999999 13.15),224
25822,13.25,74.85,0.0,5.5,default,POINT (74.84999999999999 13.25),224
25823,13.35,74.85,0.0,5.5,default,POINT (74.84999999999999 13.35),224
26145,12.55,74.95,0.0,5.5,default,POINT (74.95 12.55),224
26146,12.65,74.95,0.0,5.5,default,POINT (74.95 12.65),224
26147,12.75,74.95,0.0,5.5,default,POINT (74.95 12.75),224
26148,12.85,74.95,0.0,5.5,default,POINT (74.95 12.85),224
26149,12.95,74.95,0.0,5.5,default,POINT (74.95 12.95),224
26150,13.05,74.95,0.0,5.5,default,POINT (74.95 13.05),224
26151,13.15,74.95,0.0,5.5,default,POINT (74.95 13.15),224
26152,13.25,74.95,0.0,5.5,default,POINT (74.95 13.25),224
26153,13.35,74.95,0.0,5.5,default,POINT (74.95 13.35),224
26475,12.55,75.05,0.0,5.5,default,POINT (75.05 12.55),224
26476,12.65,75.05,0.0,5.5,default,POINT (75.05 12.65),224
26477,12.75,75.05,0.0,5.5,default,POINT (75.05 12.75),224
26478,12.85,75.05,0.0,5.5,default,POINT (75.05 12.85),224
26479,12.95,75.05,0.0,5.5,default,POINT (75.05 12.95),224
26480,13.05,75.05,0.0,5.5,default,POINT (75.05 13.05),224
26481,13.15,75.05,0.0,5.5,default,POINT (75.05 13.15),224
26482,13.25,75.05,0.0,5.5,default,POINT (75.05 13.25),224
26806,12.65,75.15,0.0,5.5,default,POINT (75.15000000000001 12.65),224
26807,12.75,75.15,0.0,5.5,default,POINT (75.15000000000001 12.75),224
26808,12.85,75.15,0.0,5.5,default,POINT (75.15000000000001 12.85),224
26809,12.95,75.15,0.0,5.5,default,POINT (75.15000000000001 12.95),224
26810,13.05,75.15,0.0,5.5,default,POINT (75.15000000000001 13.05),224
26811,13.15,75.15,0.0,5.5,default,POINT (75.15000000000001 13.15),224
26812,13.25,75.15,0.0,5.5,default,POINT (75.15000000000001 13.25),224
27138,12.85,75.25,0.0,5.5,default,POINT (75.25 12.85),224
27139,12.95,75.25,0.0,5.5,default,POINT (75.25 12.95),224
27140,13.05,75.25,0.0,5.5,default,POINT (75.25 13.05),224
26483,13.35,75.05,0.0,5.5,default,POINT (75.05 13.35),223
27141,13.15,75.25,0.0,5.5,default,POINT (75.25 13.15),223
25201,17.15,74.65,0.0,5.5,default,POINT (74.65000000000001 17.15),5
25531,17.15,74.75,0.0,5.5,default,POINT (74.75 17.15),5
25532,17.25,74.75,0.0,5.5,default,POINT (74.75 17.25),5
25533,17.35,74.75,0.0,5.5,default,POINT (74.75 17.35),5
25534,17.45,74.75,0.0,5.5,default,POINT (74.75 17.45),5
25861,17.15,74.85,0.0,5.5,default,POINT (74.84999999999999 17.15),5
25862,17.25,74.85,0.0,5.5,default,POINT (74.84999999999999 17.25),5
25863,17.35,74.85,0.0,5.5,default,POINT (74.84999999999999 17.35),5
25864,17.45,74.85,0.0,5.5,default,POINT (74.84999999999999 17.45),5
26191,17.15,74.95,0.0,5.5,default,POINT (74.95 17.15),5
26192,17.25,74.95,0.0,5.5,default,POINT (74.95 17.25),5
