gid,latitude,longitude,elevation,timezone,config,geometry,index_right
31283,31.35,76.45,0.0,5.5,default,POINT (76.45 31.35),256
31284,31.45,76.45,0.0,5.5,default,POINT (76.45 31.45),256
31285,31.55,76.45,0.0,5.5,default,POINT (76.45 31.55),256
31286,31.65,76.45,0.0,5.5,default,POINT (76.45 31.65),256
31287,31.75,76.45,0.0,5.5,default,POINT (76.45 31.75),256
31610,31.05,76.55,0.0,5.5,default,POINT (76.55 31.05),256
31611,31.15,76.55,0.0,5.5,default,POINT (76.55 31.15),256
31612,31.25,76.55,0.0,5.5,default,POINT (76.55 31.25),256
31613,31.35,76.55,0.0,5.5,default,POINT (76.55 31.35),256
31614,31.45,76.55,0.0,5.5,default,POINT (76.55 31.45),256
31615,31.55,76.55,0.0,5.5,default,POINT (76.55 31.55),256
31616,31.65,76.55,0.0,5.5,default,POINT (76.55 31.65),256
31617,31.75,76.55,0.0,5.5,default,POINT (76.55 31.75),256
31940,31.05,76.65,0.0,5.5,default,POINT (76.65000000000001 31.05),256
31941,31.15,76.65,0.0,5.5,default,POINT (76.65000000000001 31.15),256
31942,31.25,76.65,0.0,5.5,default,POINT (76.65000000000001 31.25),256
31943,31.35,76.65,0.0,5.5,default,POINT (76.65000000000001 31.35),256
31944,31.45,76.65,0.0,5.5,default,POINT (76.65000000000001 31.45),256
31945,31.55,76.65,0.0,5.5,default,POINT (76.65000000000001 31.55),256
31946,31.65,76.65,0.0,5.5,default,POINT (76.65000000000001 31.65),256
32271,31.15,76.75,0.0,5.5,default,POINT (76.75 31.15),256
32272,31.25,76.75,0.0,5.5,default,POINT (76.75 31.25),256
32273,31.35,76.75,0.0,5.5,default,POINT (76.75 31.35),256
32274,31.45,76.75,0.0,5.5,default,POINT (76.75 31.45),256
32275,31.55,76.75,0.0,5.5,default,POINT (76.75 31.55),256
32276,31.65,76.75,0.0,5.5,default,POINT (76.75 31.65),256
32602,31.25,76.85,0.0,5.5,default,POINT (76.84999999999999 31.25),256
32603,31.35,76.85,0.0,5.5,default,POINT (76.84999999999999 31.35),256
32604,31.45,76.85,0.0,5.5,default,POINT (76.84999999999999 31.45),256
29418,9.85,75.95,0.0,5.0,default,POINT (75.95 9.85),228
29419,9.95,75.95,0.0,5.0,default,POINT (75.95 9.949999999999999),228
29420,10.05,75.95,0.0,5.0,default,POINT (75.95 10.05),228
29747,9.75,76.05,0.0,5.0,default,POINT (76.05 9.75),228
29748,9.85,76.05,0.0,5.5,default,POINT (76.05 9.85),228
29749,9.95,76.05,0.0,5.5,default,POINT (76.05 9.949999999999999),228
29750,10.05,76.05,0.0,5.5,default,POINT (76.05 10.05),228
29751,10.15,76.05,0.0,5.5,default,POINT (76.05 10.15),228
29752,10.25,76.05,0.0,5.5,default,POINT (76.05 10.25),228
30076,9.65,76.15,0.0,5.5,default,POINT (76.15000000000001 9.65),228
30077,9.75,76.15,0.0,5.5,default,POINT (76.15000000000001 9.75),228
30078,9.85,76.15,0.0,5.5,default,POINT (76.15000000000001 9.85),228
30079,9.95,76.15,0.0,5.5,default,POINT (76.15000000000001 9.949999999999999),228
30080,10.05,76.15,0.0,5.5,default,POINT (76.15000000000001 10.05),228
30081,10.15,76.15,0.0,5.5,default,POINT (76.15000000000001 10.15),228
30082,10.25,76.15,0.0,5.5,default,POINT (76.15000000000001 10.25),228
30083,10.35,76.15,0.0,5.5,default,POINT (76.15000000000001 10.35),228
30405,9.55,76.25,0.0,5.5,default,POINT (76.25 9.550000000000001),228
30406,9.65,76.25,0.0,5.5,default,POINT (76.25 9.65),228
30407,9.75,76.25,0.0,5.5,default,POINT (76.25 9.75),228
30408,9.85,76.25,0.0,5.5,default,POINT (76.25 9.85),228
30409,9.95,76.25,0.0,5.5,default,POINT (76.25 9.949999999999999),228
30410,10.05,76.25,0.0,5.5,default,POINT (76.25 10.05),228
30411,10.15,76.25,0.0,5.5,default,POINT (76.25 10.15),228
30412,10.25,76.25,0.0,5.5,default,POINT (76.25 10.25),228
30413,10.35,76.25,0.0,5.5,default,POINT (76.25 10.35),228
30735,9.55,76.35,0.0,5.5,default,POINT (76.34999999999999 9.550000000000001),228
30736,9.65,76.35,0.0,5.5,default,POINT (76.34999999999999 9.65),228
30737,9.75,76.35,0.0,5.5,default,POINT (76.34999999999999 9.75),228
30738,9.85,76.35,0.0,5.5,default,POINT (76.34999999999999 9.85),228
30739,9.95,76.35,0.0,5.5,default,POINT (76.34999999999999 9.949999999999999),228
30740,10.05,76.35,0.0,5.5,default,POINT (76.34999999999999 10.05),228
30741,10.15,76.35,0.0,5.5,default,POINT (76.34999999999999 10.15),228
30742,10.25,76.35,0.0,5.5,default,POINT (76.34999999999999 10.25),228
30743,10.35,76.35,0.0,5.5,default,POINT (76.34999999999999 10.35),228
31065,9.55,76.45,0.0,5.5,default,POINT (76.45 9.550000000000001),228
31066,9.65,76.45,0.0,5.5,default,POINT (76.45 9.65),228
31067,9.75,76.45,0.0,5.5,default,POINT (76.45 9.75),228
31068,9.85,76.45,0.0,5.5,default,POINT (76.45 9.85),228
31069,9.95,76.45,0.0,5.5,default,POINT (76.45 9.949999999999999),228
31070,10.05,76.45,0.0,5.5,default,POINT (76.45 10.05),228
31071,10.15,76.45,0.0,5.5,default,POINT (76.45 10.15),228
31072,10.25,76.45,0.0,5.5,default,POINT (76.45 10.25),228
31073,10.35,76.45,0.0,5.5,default,POINT (76.45 10.35),228
31396,9.65,76.55,0.0,5.5,default,POINT (76.55 9.65),228
31397,9.75,76.55,0.0,5.5,default,POINT (76.55 9.75),228
31398,9.85,76.55,0.0,5.5,default,POINT (76.55 9.85),228
31399,9.95,76.55,0.0,5.5,default,POINT (76.55 9.949999999999999),228
31400,10.05,76.55,0.0,5.5,default,POINT (76.55 10.05),228
31401,10.15,76.55,0.0,5.5,default,POINT (76.55 10.15),228
31402,10.25,76.55,0.0,5.5,default,POINT (76.55 10.25),228
31403,10.35,76.55,0.0,5.5,default,POINT (76.55 10.35),228
31726,9.65,76.65,0.0,5.5,default,POINT (76.65000000000001 9.65),228
31727,9.75,76.65,0.0,5.5,default,POINT (76.65000000000001 9.75),228
31728,9.85,76.65,0.0,5.5,default,POINT (76.65000000000001 9.85),228
31729,9.95,76.65,0.0,5.5,default,POINT (76.65000000000001 9.949999999999999),228
31730,10.05,76.65,0.0,5.5,default,POINT (76.65000000000001 10.05),228
31731,10.15,76.65,0.0,5.5,default,POINT (76.65000000000001 10.15),228
31732,10.25,76.65,0.0,5.5,default,POINT (76.65000000000001 10.25),228
32057,9.75,76.75,0.0,5.5,default,POINT (76.75 9.75),228
32058,9.85,76.75,0.0,5.5,default,POINT (76.75 9.85),228
32059,9.95,76.75,0.0,5.5,default,POINT (76.75 9.949999999999999),228
32060,10.05,76.75,0.0,5.5,default,POINT (76.75 10.05),228
32061,10.15,76.75,0.0,5.5,default,POINT (76.75 10.15),228
30117,13.75,76.15,0.0,5.5,default,POINT (76.15000000000001 13.75),87
30446,13.65,76.25,0.0,5.5,default,POINT (76.25 13.65),87
30447,13.75,76.25,0.0,5.5,default,POINT (76.25 13.75),87
30776,13.65,76.35,0.0,5.5,default,POINT (76.34999999999999 13.65),87
30777,13.75,76.35,0.0,5.5,default,POINT (76.34999999999999 13.75),87
31106,13.65,76.45,0.0,5.5,default,POINT (76.45 13.65),87
31107,13.75,76.45,0.0,5.5,default,POINT (76.45 13.75),87
31435,13.55,76.55,0.0,5.5,default,POINT (76.55 13.55),87
31436,13.65,76.55,0.0,5.5,default,POINT (76.55 13.65),87
31437,13.75,76.55,0.0,5.5,default,POINT (76.55 13.75),87
31760,13.05,76.65,0.0,5.5,default,POINT (76.65000000000001 13.05),87
31762,13.25,76.65,0.0,5.5,default,POINT (76.65000000000001 13.25),87
31763,13.35,76.65,0.0,5.5,default,POINT (76.65000000000001 13.35),87
31764,13.45,76.65,0.0,5.5,default,POINT (76.65000000000001 13.45),87
31765,13.55,76.65,0.0,5.5,default,POINT (76.65000000000001 13.55),87
31766,13.65,76.65,0.0,5.5,default,POINT (76.65000000000001 13.65),87
31767,13.75,76.65,0.0,5.5,default,POINT (76.65000000000001 13.75),87
32091,13.15,76.75,0.0,5.5,default,POINT (76.75 13.15),87
32092,13.25,76.75,0.0,5.5,default,POINT (76.75 13.25),87
32093,13.35,76.75,0.0,5.5,default,POINT (76.75 13.35),87
32094,13.45,76.75,0.0,5.5,default,POINT (76.75 13.45),87
32095,13.55,76.75,0.0,5.5,default,POINT (76.75 13.55),87
32096,13.65,76.75,0.0,5.5,default,POINT (76.75 13.65),87
32423,13.35,76.85,0.0,5.5,default,POINT (76.84999999999999 13.35),87
32424,13.45,76.85,0.0,5.5,default,POINT (76.84999999999999 13.45),87
29461,14.15,75.95,0.0,5.5,default,POINT (75.95 14.15),266
29462,14.25,75.95,0.0,5.5,default,POINT (75.95 14.25),266
29789,13.95,76.05,0.0,5.5,default,POINT (76.05 13.95),266
29790,14.05,76.05,0.0,5.5,default,POINT (76.05 14.05),266
29791,14.15,76.05,0.0,5.5,default,POINT (76.05 14.15),266
29792,14.25,76.05,0.0,5.5,default,POINT (76.05 14.25),266
30118,13.85,76.15,0.0,5.5,default,POINT (76.15000000000001 13.85),266
30119,13.95,76.15,0.0,5.5,default,POINT (76.15000000000001 13.95),266
30120,14.05,76.15,0.0,5.5,default,POINT (76.15000000000001 14.05),266
30121,14.15,76.15,0.0,5.5,default,POINT (76.15000000000001 14.15),266
30122,14.25,76.15,0.0,5.5,default,POINT (76.15000000000001 14.25),266
30123,14.35,76.15,0.0,5.5,default,POINT (76.15000000000001 14.35),266
30448,13.85,76.25,0.0,5.5,default,POINT (76.25 13.85),266
30449,13.95,76.25,0.0,5.5,default,POINT (76.25 13.95),266
30450,14.05,76.25,0.0,5.5,default,POINT (76.25 14.05),266
30451,14.15,76.25,0.0,5.5,default,POINT (76.25 14.15),266
30452,14.25,76.25,0.0,5.5,default,POINT (76.25 14.25),266
30453,14.35,76.25,0.0,5.5,default,POINT (76.25 14.35),266
30778,13.85,76.35,0.0,5.5,default,POINT (76.34999999999999 13.85),266
30779,13.95,76.35,0.0,5.5,default,POINT (76.34999999999999 13.95),266
30780,14.05,76.35,0.0,5.5,default,POINT (76.34999999999999 14.05),266
30781,14.15,76.35,0.0,5.5,default,POINT (76.34999999999999 14.15),266
30782,14.25,76.35,0.0,5.5,default,POINT (76.34999999999999 14.25),266
30783,14.35,76.35,0.0,5.5,default,POINT (76.34999999999999 14.35),266
31108,13.85,76.45,0.0,5.5,default,POINT (76.45 13.85),266
31109,13.95,76.45,0.0,5.5,default,POINT (76.45 13.95),266
31110,14.05,76.45,0.0,5.5,default,POINT (76.45 14.05),266
31111,14.15,76.45,0.0,5.5,default,POINT (76.45 14.15),266
31112,14.25,76.45,0.0,5.5,default,POINT (76.45 14.25),266
31113,14.35,76.45,0.0,5.5,default,POINT (76.45 14.35),266
31114,14.45,76.45,0.0,5.5,default,POINT (76.45 14.45),266
31115,14.55,76.45,0.0,5.5,default,POINT (76.45 14.55),266
31438,13.85,76.55,0.0,5.5,default,POINT (76.55 13.85),266
31439,13.95,76.55,0.0,5.5,default,POINT (76.55 13.95),266
31440,14.05,76.55,0.0,5.5,default,POINT (76.55 14.05),266
31441,14.15,76.55,0.0,5.5,default,POINT (76.55 14.15),266
31442,14.25,76.55,0.0,5.5,default,POINT (76.55 14.25),266
31443,14.35,76.55,0.0,5.5,default,POINT (76.55 14.35),266
31444,14.45,76.55,0.0,5.5,default,POINT (76.55 14.45),266
31445,14.55,76.55,0.0,5.5,default,POINT (76.55 14.55),266
31446,14.65,76.55,0.0,5.5,default,POINT (76.55 14.65),266
31768,13.85,76.65,0.0,5.5,default,POINT (76.65000000000001 13.85),266
31769,13.95,76.65,0.0,5.5,default,POINT (76.65000000000001 13.95),266
31770,14.05,76.65,0.0,5.5,default,POINT (76.65000000000001 14.05),266
31771,14.15,76.65,0.0,5.5,default,POINT (76.65000000000001 14.15),266
31772,14.25,76.65,0.0,5.5,default,POINT (76.65000000000001 14.25),266
31773,14.35,76.65,0.0,5.5,default,POINT (76.65000000000001 14.35),266
31774,14.45,76.65,0.0,5.5,default,POINT (76.65000000000001 14.45),266
31775,14.55,76.65,0.0,5.5,default,POINT (76.65000000000001 14.55),266
32099,13.95,76.75,0.0,5.5,default,POINT (76.75 13.95),266
32100,14.05,76.75,0.0,5.5,default,POINT (76.75 14.05),266
32101,14.15,76.75,0.0,5.5,default,POINT (76.75 14.15),266
32102,14.25,76.75,0.0,5.5,default,POINT (76.75 14.25),266
32103,14.35,76.75,0.0,5.5,default,POINT (76.75 14.35),266
32104,14.45,76.75,0.0,5.5,default,POINT (76.75 14.45),266
32431,14.15,76.85,0.0,5.5,default,POINT (76.84999999999999 14.15),266
32432,14.25,76.85,0.0,5.5,default,POINT (76.84999999999999 14.25),266
29508,18.85,75.95,0.0,5.5,default,POINT (75.95 18.85),6
29509,18.95,75.95,0.0,5.5,default,POINT (75.95 18.95),6
29510,19.05,75.95,0.0,5.5,default,POINT (75.95 19.05),6
29836,18.65,76.05,0.0,5.5,default,POINT (76.05 18.65),6
29837,18.75,76.05,0.0,5.5,default,POINT (76.05 18.75),6
29838,18.85,76.05,0.0,5.5,default,POINT (76.05 18.85),6
29839,18.95,76.05,0.0,5.5,default,POINT (76.05 18.95),6
29840,19.05,76.05,0.0,5.5,default,POINT (76.05 19.05),6
29841,19.15,76.05,0.0,5.5,default,POINT (76.05 19.15),6
30165,18.55,76.15,0.0,5.5,default,POINT (76.15000000000001 18.55),6
30166,18.65,76.15,0.0,5.5,default,POINT (76.15000000000001 18.65),6
30167,18.75,76.15,0.0,5.5,default,POINT (76.15000000000001 18.75),6
30168,18.85,76.15,0.0,5.5,default,POINT (76.15000000000001 18.85),6
30169,18.95,76.15,0.0,5.5,default,POINT (76.15000000000001 18.95),6
30170,19.05,76.15,0.0,5.5,default,POINT (76.15000000000001 19.05),6
30171,19.15,76.15,0.0,5.5,default,POINT (76.15000000000001 19.15),6
30172,19.25,76.15,0.0,5.5,default,POINT (76.15000000000001 19.25),6
30495,18.55,76.25,0.0,5.5,default,POINT (76.25 18.55),6
30496,18.65,76.25,0.0,5.5,default,POINT (76.25 18.65),6
30497,18.75,76.25,0.0,5.5,default,POINT (76.25 18.75),6
30498,18.85,76.25,0.0,5.5,default,POINT (76.25 18.85),6
30499,18.95,76.25,0.0,5.5,default,POINT (76.25 18.95),6
30500,19.05,76.25,0.0,5.5,default,POINT (76.25 19.05),6
30501,19.15,76.25,0.0,5.5,default,POINT (76.25 19.15),6
30502,19.25,76.25,0.0,5.5,default,POINT (76.25 19.25),6
30503,19.35,76.25,0.0,5.5,default,POINT (76.25 19.35),6
30825,18.55,76.35,0.0,5.5,default,POINT (76.34999999999999 18.55),6
30826,18.65,76.35,0.0,5.5,default,POINT (76.34999999999999 18.65),6
30827,18.75,76.35,0.0,5.5,default,POINT (76.34999999999999 18.75),6
30828,18.85,76.35,0.0,5.5,default,POINT (76.34999999999999 18.85),6
30829,18.95,76.35,0.0,5.5,default,POINT (76.34999999999999 18.95),6
30830,19.05,76.35,0.0,5.5,default,POINT (76.34999999999999 19.05),6
30831,19.15,76.35,0.0,5.5,default,POINT (76.34999999999999 19.15),6
30832,19.25,76.35,0.0,5.5,default,POINT (76.34999999999999 19.25),6
30833,19.35,76.35,0.0,5.5,default,POINT (76.34999999999999 19.35),6
31155,18.55,76.45,0.0,5.5,default,POINT (76.45 18.55),6
31156,18.65,76.45,0.0,5.5,default,POINT (76.45 18.65),6
31157,18.75,76.45,0.0,5.5,default,POINT (76.45 18.75),6
31158,18.85,76.45,0.0,5.5,default,POINT (76.45 18.85),6
31159,18.95,76.45,0.0,5.5,default,POINT (76.45 18.95),6
31160,19.05,76.45,0.0,5.5,default,POINT (76.45 19.05),6
31161,19.15,76.45,0.0,5.5,default,POINT (76.45 19.15),6
31162,19.25,76.45,0.0,5.5,default,POINT (76.45 19.25),6
31163,19.35,76.45,0.0,5.5,default,POINT (76.45 19.35),6
31485,18.55,76.55,0.0,5.5,default,POINT (76.55 18.55),6
31486,18.65,76.55,0.0,5.5,default,POINT (76.55 18.65),6
31487,18.75,76.55,0.0,5.5,default,POINT (76.55 18.75),6
31488,18.85,76.55,0.0,5.5,default,POINT (76.55 18.85),6
31489,18.95,76.55,0.0,5.5,default,POINT (76.55 18.95),6
31490,19.05,76.55,0.0,5.5,default,POINT (76.55 19.05),6
31491,19.15,76.55,0.0,5.5,default,POINT (76.55 19.15),6
31492,19.25,76.55,0.0,5.5,default,POINT (76.55 19.25),6
31493,19.35,76.55,0.0,5.5,default,POINT (76.55 19.35),6
31815,18.55,76.65,0.0,5.5,default,POINT (76.65000000000001 18.55),6
31816,18.65,76.65,0.0,5.5,default,POINT (76.65000000000001 18.65),6
31817,18.75,76.65,0.0,5.5,default,POINT (76.65000000000001 18.75),6
31818,18.85,76.65,0.0,5.5,default,POINT (76.65000000000001 18.85),6
31819,18.95,76.65,0.0,5.5,default,POINT (76.65000000000001 18.95),6
31820,19.05,76.65,0.0,5.5,default,POINT (76.65000000000001 19.05),6
31821,19.15,76.65,0.0,5.5,default,POINT (76.65000000000001 19.15),6
31822,19.25,76.65,0.0,5.5,default,POINT (76.65000000000001 19.25),6
32146,18.65,76.75,0.0,5.5,default,POINT (76.75 18.65),6
32147,18.75,76.75,0.0,5.5,default,POINT (76.75 18.75),6
32148,18.85,76.75,0.0,5.5,default,POINT (76.75 18.85),6
32149,18.95,76.75,0.0,5.5,default,POINT (76.75 18.95),6
32150,19.05,76.75,0.0,5.5,default,POINT (76.75 19.05),6
32151,19.15,76.75,0.0,5.5,default,POINT (76.75 19.15),6
32478,18.85,76.85,0.0,5.5,default,POINT (76.84999999999999 18.85),6
32479,18.95,76.85,0.0,5.5,default,POINT (76.84999999999999 18.95),6
32480,19.05,76.85,0.0,5.5,default,POINT (76.84999999999999 19.05),6
31536,23.65,76.55,0.0,5.5,default,POINT (76.55 23.65),163
31866,23.65,76.65,0.0,5.5,default,POINT (76.65000000000001 23.65),163
32195,23.55,76.75,0.0,5.5,default,POINT (76.75 23.55),163
31609,30.95,76.55,0.0,5.5,default,POINT (76.55 30.95),200
31938,30.85,76.65,0.0,5.5,default,POINT (76.65000000000001 30.85),200
31939,30.95,76.65,0.0,5.5,default,POINT (76.65000000000001 30.95),200
32267,30.75,76.75,0.0,5.5,default,POINT (76.75 30.75),200
32268,30.85,76.75,0.0,5.5,default,POINT (76.75 30.85),200
32269,30.95,76.75,0.0,5.5,default,POINT (76.75 30.95),200
32270,31.05,76.75,0.0,5.5,default,POINT (76.75 31.05),200
32599,30.95,76.85,0.0,5.5,default,POINT (76.84999999999999 30.95),200
32600,31.05,76.85,0.0,5.5,default,POINT (76.84999999999999 31.05),200
32601,31.15,76.85,0.0,5.5,default,POINT (76.84999999999999 31.15),200
30794,15.45,76.35,0.0,5.5,default,POINT (76.34999999999999 15.45),222
31124,15.45,76.45,0.0,5.5,default,POINT (76.45 15.45),222
31125,15.55,76.45,0.0,5.5,default,POINT (76.45 15.55),222
31447,14.75,76.55,0.0,5.5,default,POINT (76.55 14.75),222
31452,15.25,76.55,0.0,5.5,default,POINT (76.55 15.25),222
31453,15.35,76.55,0.0,5.5,default,POINT (76.55 15.35),222
31454,15.45,76.55,0.0,5.5,default,POINT (76.55 15.45),222
31455,15.55,76.55,0.0,5.5,default,POINT (76.55 15.55),222
31777,14.75,76.65,0.0,5.5,default,POINT (76.65000000000001 14.75),222
31778,14.85,76.65,0.0,5.5,default,POINT (76.65000000000001 14.85),222
31779,14.95,76.65,0.0,5.5,default,POINT (76.65000000000001 14.95),222
31780,15.05,76.65,0.0,5.5,default,POINT (76.65000000000001 15.05),222
31781,15.15,76.65,0.0,5.5,default,POINT (76.65000000000001 15.15),222
31782,15.25,76.65,0.0,5.5,default,POINT (76.65000000000001 15.25),222
31783,15.35,76.65,0.0,5.5,default,POINT (76.65000000000001 15.35),222
31784,15.45,76.65,0.0,5.5,default,POINT (76.65000000000001 15.45),222
31785,15.55,76.65,0.0,5.5,default,POINT (76.65000000000001 15.55),222
32107,14.75,76.75,0.0,5.5,default,POINT (76.75 14.75),222
32108,14.85,76.75,0.0,5.5,default,POINT (76.75 14.85),222
32109,14.95,76.75,0.0,5.5,default,POINT (76.75 14.95),222
32110,15.05,76.75,0.0,5.5,default,POINT (76.75 15.05),222
32111,15.15,76.75,0.0,5.5,default,POINT (76.75 15.15),222
32112,15.25,76.75,0.0,5.5,default,POINT (76.75 15.25),222
32113,15.35,76.75,0.0,5.5,default,POINT (76.75 15.35),222
32114,15.45,76.75,0.0,5.5,default,POINT (76.75 15.45),222
32115,15.55,76.75,0.0,5.5,default,POINT (76.75 15.55),222
32438,14.85,76.85,0.0,5.5,default,POINT (76.84999999999999 14.85),222
32439,14.95,76.85,0.0,5.5,default,POINT (76.84999999999999 14.95),222
32440,15.05,76.85,0.0,5.5,default,POINT (76.84999999999999 15.05),222
32441,15.15,76.85,0.0,5.5,default,POINT (76.84999999999999 15.15),222
32442,15.25,76.85,0.0,5.5,default,POINT (76.84999999999999 15.25),222
32443,15.35,76.85,0.0,5.5,default,POINT (76.84999999999999 15.35),222
32444,15.45,76.85,0.0,5.5,default,POINT (76.84999999999999 15.45),222
32445,15.55,76.85,0.0,5.5,default,POINT (76.84999999999999 15.55),222
32769,14.95,76.95,0.0,5.5,default,POINT (76.95 14.95),222
32770,15.05,76.95,0.0,5.5,default,POINT (76.95 15.05),222
32771,15.15,76.95,0.0,5.5,default,POINT (76.95 15.15),222
32772,15.25,76.95,0.0,5.5,default,POINT (76.95 15.25),222
32773,15.35,76.95,0.0,5.5,default,POINT (76.95 15.35),222
32774,15.45,76.95,0.0,5.5,default,POINT (76.95 15.45),222
33100,15.05,77.05,0.0,5.5,default,POINT (77.05 15.05),222
33101,15.15,77.05,0.0,5.5,default,POINT (77.05 15.15),222
33102,15.25,77.05,0.0,5.5,default,POINT (77.05 15.25),222
32097,13.75,76.75,0.0,5.5,default,POINT (76.75 13.75),88
32098,13.85,76.75,0.0,5.5,default,POINT (76.75 13.85),88
32420,13.05,76.85,0.0,5.5,default,POINT (76.84999999999999 13.05),88
32421,13.15,76.85,0.0,5.5,default,POINT (76.84999999999999 13.15),88
32422,13.25,76.85,0.0,5.5,default,POINT (76.84999999999999 13.25),88
32425,13.55,76.85,0.0,5.5,default,POINT (76.84999999999999 13.55),88
32426,13.65,76.85,0.0,5.5,default,POINT (76.84999999999999 13.65),88
32427,13.75,76.85,0.0,5.5,default,POINT (76.84999999999999 13.75),88
32428,13.85,76.85,0.0,5.5,default,POINT (76.84999999999999 13.85),88
32751,13.15,76.95,0.0,5.5,default,POINT (76.95 13.15),88
32752,13.25,76.95,0.0,5.5,default,POINT (76.95 13.25),88
32753,13.35,76.95,0.0,5.5,default,POINT (76.95 13.35),88
32754,13.45,76.95,0.0,5.5,default,POINT (76.95 13.45),88
32755,13.55,76.95,0.0,5.5,default,POINT (76.95 13.55),88
32756,13.65,76.95,0.0,5.5,default,POINT (76.95 13.65),88
32757,13.75,76.95,0.0,5.5,default,POINT (76.95 13.75),88
32758,13.85,76.95,0.0,5.5,default,POINT (76.95 13.85),88
33081,13.15,77.05,0.0,5.5,default,POINT (77.05 13.15),88
33082,13.25,77.05,0.0,5.5,default,POINT (77.05 13.25),88
33083,13.35,77.05,0.0,5.5,default,POINT (77.05 13.35),88
33084,13.45,77.05,0.0,5.5,default,POINT (77.05 13.45),88
33085,13.55,77.05,0.0,5.5,default,POINT (77.05 13.55),88
33086,13.65,77.05,0.0,5.5,default,POINT (77.05 13.65),88
33087,13.75,77.05,0.0,5.5,default,POINT (77.05 13.75),88
33088,13.85,77.05,0.0,5.5,default,POINT (77.05 13.85),88
33411,13.15,77.15,0.0,5.5,default,POINT (77.15000000000001 13.15),88
33412,13.25,77.15,0.0,5.5,default,POINT (77.15000000000001 13.25),88
33413,13.35,77.15,0.0,5.5,default,POINT (77.15000000000001 13.35),88
33414,13.45,77.15,0.0,5.5,default,POINT (77.15000000000001 13.45),88
33415,13.55,77.15,0.0,5.5,default,POINT (77.15000000000001 13.55),88
33416,13.65,77.15,0.0,5.5,default,POINT (77.15000000000001 13.65),88
33417,13.75,77.15,0.0,5.5,default,POINT (77.15000000000001 13.75),88
33418,13.85,77.15,0.0,5.5,default,POINT (77.15000000000001 13.85),88
33742,13.25,77.25,0.0,5.5,default,POINT (77.25 13.25),88
33743,13.35,77.25,0.0,5.5,default,POINT (77.25 13.35),88
33744,13.45,77.25,0.0,5.5,default,POINT (77.25 13.45),88
33745,13.55,77.25,0.0,5.5,default,POINT (77.25 13.55),88
33746,13.65,77.25,0.0,5.5,default,POINT (77.25 13.65),88
33747,13.75,77.25,0.0,5.5,default,POINT (77.25 13.75),88
31262,29.25,76.45,0.0,5.5,default,POINT (76.45 29.25),253
31263,29.35,76.45,0.0,5.5,default,POINT (76.45 29.35),253
31264,29.45,76.45,0.0,5.5,default,POINT (76.45 29.45),253
31265,29.55,76.45,0.0,5.5,default,POINT (76.45 29.55),253
31266,29.65,76.45,0.0,5.5,default,POINT (76.45 29.65),253
31591,29.15,76.55,0.0,5.5,default,POINT (76.55 29.15),253
31592,29.25,76.55,0.0,5.5,default,POINT (76.55 29.25),253
31593,29.35,76.55,0.0,5.5,default,POINT (76.55 29.35),253
31594,29.45,76.55,0.0,5.5,default,POINT (76.55 29.45),253
31595,29.55,76.55,0.0,5.5,default,POINT (76.55 29.55),253
31596,29.65,76.55,0.0,5.5,default,POINT (76.55 29.65),253
31597,29.75,76.55,0.0,5.5,default,POINT (76.55 29.75),253
31921,29.15,76.65,0.0,5.5,default,POINT (76.65000000000001 29.15),253
31922,29.25,76.65,0.0,5.5,default,POINT (76.65000000000001 29.25),253
31923,29.35,76.65,0.0,5.5,default,POINT (76.65000000000001 29.35),253
31924,29.45,76.65,0.0,5.5,default,POINT (76.65000000000001 29.45),253
31925,29.55,76.65,0.0,5.5,default,POINT (76.65000000000001 29.55),253
31926,29.65,76.65,0.0,5.5,default,POINT (76.65000000000001 29.65),253
31927,29.75,76.65,0.0,5.5,default,POINT (76.65000000000001 29.75),253
31928,29.85,76.65,0.0,5.5,default,POINT (76.65000000000001 29.85),253
32250,29.05,76.75,0.0,5.5,default,POINT (76.75 29.05),253
32251,29.15,76.75,0.0,5.5,default,POINT (76.75 29.15),253
32252,29.25,76.75,0.0,5.5,default,POINT (76.75 29.25),253
32253,29.35,76.75,0.0,5.5,default,POINT (76.75 29.35),253
32254,29.45,76.75,0.0,5.5,default,POINT (76.75 29.45),253
32255,29.55,76.75,0.0,5.5,default,POINT (76.75 29.55),253
32256,29.65,76.75,0.0,5.5,default,POINT (76.75 29.65),253
32257,29.75,76.75,0.0,5.5,default,POINT (76.75 29.75),253
32258,29.85,76.75,0.0,5.5,default,POINT (76.75 29.85),253
32580,29.05,76.85,0.0,5.5,default,POINT (76.84999999999999 29.05),253
32581,29.15,76.85,0.0,5.5,default,POINT (76.84999999999999 29.15),253
32582,29.25,76.85,0.0,5.5,default,POINT (76.84999999999999 29.25),253
32583,29.35,76.85,0.0,5.5,default,POINT (76.84999999999999 29.35),253
32584,29.45,76.85,0.0,5.5,default,POINT (76.84999999999999 29.45),253
32585,29.55,76.85,0.0,5.5,default,POINT (76.84999999999999 29.55),253
32586,29.65,76.85,0.0,5.5,default,POINT (76.84999999999999 29.65),253
32587,29.75,76.85,0.0,5.5,default,POINT (76.84999999999999 29.75),253
32588,29.85,76.85,0.0,5.5,default,POINT (76.84999999999999 29.85),253
32910,29.05,76.95,0.0,5.5,default,POINT (76.95 29.05),253
32911,29.15,76.95,0.0,5.5,default,POINT (76.95 29.15),253
