latitude,longitude,elevation,timezone,config,geometry,index_right
22.45,70.15,0.0,5.5,default,POINT (70.15000000000001 22.45),19
21.65,70.25,0.0,5.5,default,POINT (70.25 21.65),19
21.75,70.25,0.0,5.5,default,POINT (70.25 21.75),19
21.85,70.25,0.0,5.5,default,POINT (70.25 21.85),19
21.95,70.25,0.0,5.5,default,POINT (70.25 21.95),19
22.05,70.25,0.0,5.5,default,POINT (70.25 22.05),19
22.15,70.25,0.0,5.5,default,POINT (70.25 22.15),19
22.25,70.25,0.0,5.5,default,POINT (70.25 22.25),19
22.35,70.25,0.0,5.5,default,POINT (70.25 22.35),19
22.45,70.25,0.0,5.5,default,POINT (70.25 22.45),19
21.65,70.35,0.0,5.5,default,POINT (70.34999999999999 21.65),19
21.75,70.35,0.0,5.5,default,POINT (70.34999999999999 21.75),19
21.85,70.35,0.0,5.5,default,POINT (70.34999999999999 21.85),19
21.95,70.35,0.0,5.5,default,POINT (70.34999999999999 21.95),19
22.05,70.35,0.0,5.5,default,POINT (70.34999999999999 22.05),19
22.15,70.35,0.0,5.5,default,POINT (70.34999999999999 22.15),19
22.25,70.35,0.0,5.5,default,POINT (70.34999999999999 22.25),19
22.35,70.35,0.0,5.5,default,POINT (70.34999999999999 22.35),19
22.45,70.35,0.0,5.5,default,POINT (70.34999999999999 22.45),19
21.65,70.45,0.0,5.5,default,POINT (70.45 21.65),19
21.75,70.45,0.0,5.5,default,POINT (70.45 21.75),19
21.85,70.45,0.0,5.5,default,POINT (70.45 21.85),19
21.95,70.45,0.0,5.5,default,POINT (70.45 21.95),19
22.05,70.45,0.0,5.5,default,POINT (70.45 22.05),19
22.15,70.45,0.0,5.5,default,POINT (70.45 22.15),19
22.25,70.45,0.0,5.5,default,POINT (70.45 22.25),19
22.35,70.45,0.0,5.5,default,POINT (70.45 22.35),19
21.75,70.55,0.0,5.5,default,POINT (70.55 21.75),19
21.85,70.55,0.0,5.5,default,POINT (70.55 21.85),19
21.95,70.55,0.0,5.5,default,POINT (70.55 21.95),19
22.05,70.55,0.0,5.5,default,POINT (70.55 22.05),19
22.15,70.55,0.0,5.5,default,POINT (70.55 22.15),19
22.25,70.55,0.0,5.5,default,POINT (70.55 22.25),19
22.35,70.55,0.0,5.5,default,POINT (70.55 22.35),19
21.85,70.65,0.0,5.5,default,POINT (70.65000000000001 21.85),19
21.95,70.65,0.0,5.5,default,POINT (70.65000000000001 21.95),19
22.05,70.65,0.0,5.5,default,POINT (70.65000000000001 22.05),19
22.15,70.65,0.0,5.5,default,POINT (70.65000000000001 22.15),19
22.25,70.65,0.0,5.5,default,POINT (70.65000000000001 22.25),19
26.75,70.25,0.0,5.5,default,POINT (70.25 26.75),161
26.85,70.25,0.0,5.5,default,POINT (70.25 26.85),161
26.55,70.35,0.0,5.5,default,POINT (70.34999999999999 26.55),161
26.65,70.35,0.0,5.5,default,POINT (70.34999999999999 26.65),161
26.75,70.35,0.0,5.5,default,POINT (70.34999999999999 26.75),161
26.85,70.35,0.0,5.5,default,POINT (70.34999999999999 26.85),161
26.95,70.35,0.0,5.5,default,POINT (70.34999999999999 26.95),161
27.05,70.35,0.0,5.5,default,POINT (70.34999999999999 27.05),161
26.45,70.45,0.0,5.5,default,POINT (70.45 26.45),161
26.55,70.45,0.0,5.5,default,POINT (70.45 26.55),161
26.65,70.45,0.0,5.5,default,POINT (70.45 26.65),161
26.75,70.45,0.0,5.5,default,POINT (70.45 26.75),161
26.85,70.45,0.0,5.5,default,POINT (70.45 26.85),161
26.95,70.45,0.0,5.5,default,POINT (70.45 26.95),161
27.05,70.45,0.0,5.5,default,POINT (70.45 27.05),161
27.15,70.45,0.0,5.5,default,POINT (70.45 27.15),161
26.45,70.55,0.0,5.5,default,POINT (70.55 26.45),161
26.55,70.55,0.0,5.5,default,POINT (70.55 26.55),161
26.65,70.55,0.0,5.5,default,POINT (70.55 26.65),161
26.75,70.55,0.0,5.5,default,POINT (70.55 26.75),161
26.85,70.55,0.0,5.5,default,POINT (70.55 26.85),161
26.95,70.55,0.0,5.5,default,POINT (70.55 26.95),161
27.05,70.55,0.0,5.5,default,POINT (70.55 27.05),161
27.15,70.55,0.0,5.5,default,POINT (70.55 27.15),161
26.45,70.65,0.0,5.5,default,POINT (70.65000000000001 26.45),161
26.55,70.65,0.0,5.5,default,POINT (70.65000000000001 26.55),161
26.65,70.65,0.0,5.5,default,POINT (70.65000000000001 26.65),161
26.75,70.65,0.0,5.5,default,POINT (70.65000000000001 26.75),161
26.85,70.65,0.0,5.5,default,POINT (70.65000000000001 26.85),161
26.95,70.65,0.0,5.5,default,POINT (70.65000000000001 26.95),161
27.05,70.65,0.0,5.5,default,POINT (70.65000000000001 27.05),161
27.15,70.65,0.0,5.5,default,POINT (70.65000000000001 27.15),161
27.25,70.65,0.0,5.5,default,POINT (70.65000000000001 27.25),161
26.45,70.75,0.0,5.5,default,POINT (70.75 26.45),161
26.55,70.75,0.0,5.5,default,POINT (70.75 26.55),161
26.65,70.75,0.0,5.5,default,POINT (70.75 26.65),161
26.75,70.75,0.0,5.5,default,POINT (70.75 26.75),161
26.85,70.75,0.0,5.5,default,POINT (70.75 26.85),161
26.95,70.75,0.0,5.5,default,POINT (70.75 26.95),161
27.05,70.75,0.0,5.5,default,POINT (70.75 27.05),161
27.15,70.75,0.0,5.5,default,POINT (70.75 27.15),161
27.25,70.75,0.0,5.5,default,POINT (70.75 27.25),161
26.45,70.85,0.0,5.5,default,POINT (70.84999999999999 26.45),161
26.55,70.85,0.0,5.5,default,POINT (70.84999999999999 26.55),161
26.65,70.85,0.0,5.5,default,POINT (70.84999999999999 26.65),161
26.75,70.85,0.0,5.5,default,POINT (70.84999999999999 26.75),161
26.85,70.85,0.0,5.5,default,POINT (70.84999999999999 26.85),161
26.95,70.85,0.0,5.5,default,POINT (70.84999999999999 26.95),161
27.05,70.85,0.0,5.5,default,POINT (70.84999999999999 27.05),161
27.15,70.85,0.0,5.5,default,POINT (70.84999999999999 27.15),161
27.25,70.85,0.0,5.5,default,POINT (70.84999999999999 27.25),161
26.45,70.95,0.0,5.5,default,POINT (70.95 26.45),161
26.55,70.95,0.0,5.5,default,POINT (70.95 26.55),161
26.65,70.95,0.0,5.5,default,POINT (70.95 26.65),161
26.75,70.95,0.0,5.5,default,POINT (70.95 26.75),161
26.85,70.95,0.0,5.5,default,POINT (70.95 26.85),161
26.95,70.95,0.0,5.5,default,POINT (70.95 26.95),161
27.05,70.95,0.0,5.5,default,POINT (70.95 27.05),161
27.15,70.95,0.0,5.5,default,POINT (70.95 27.15),161
26.55,71.05,0.0,5.5,default,POINT (71.05 26.55),161
26.65,71.05,0.0,5.5,default,POINT (71.05 26.65),161
26.75,71.05,0.0,5.5,default,POINT (71.05 26.75),161
26.85,71.05,0.0,5.5,default,POINT (71.05 26.85),161
26.95,71.05,0.0,5.5,default,POINT (71.05 26.95),161
27.05,71.05,0.0,5.5,default,POINT (71.05 27.05),161
27.15,71.05,0.0,5.5,default,POINT (71.05 27.15),161
26.65,71.15,0.0,5.5,default,POINT (71.15000000000001 26.65),161
26.75,71.15,0.0,5.5,default,POINT (71.15000000000001 26.75),161
26.85,71.15,0.0,5.5,default,POINT (71.15000000000001 26.85),161
26.95,71.15,0.0,5.5,default,POINT (71.15000000000001 26.95),161
27.05,71.15,0.0,5.5,default,POINT (71.15000000000001 27.05),161
26.85,70.25,0.0,5.5,default,POINT (70.25 26.85),160
26.95,70.25,0.0,5.5,default,POINT (70.25 26.95),160
27.05,70.25,0.0,5.5,default,POINT (70.25 27.05),160
26.65,70.35,0.0,5.5,default,POINT (70.34999999999999 26.65),160
26.75,70.35,0.0,5.5,default,POINT (70.34999999999999 26.75),160
26.85,70.35,0.0,5.5,default,POINT (70.34999999999999 26.85),160
26.95,70.35,0.0,5.5,default,POINT (70.34999999999999 26.95),160
27.05,70.35,0.0,5.5,default,POINT (70.34999999999999 27.05),160
27.15,70.35,0.0,5.5,default,POINT (70.34999999999999 27.15),160
26.65,70.45,0.0,5.5,default,POINT (70.45 26.65),160
26.75,70.45,0.0,5.5,default,POINT (70.45 26.75),160
26.85,70.45,0.0,5.5,default,POINT (70.45 26.85),160
26.95,70.45,0.0,5.5,default,POINT (70.45 26.95),160
27.05,70.45,0.0,5.5,default,POINT (70.45 27.05),160
27.15,70.45,0.0,5.5,default,POINT (70.45 27.15),160
27.25,70.45,0.0,5.5,default,POINT (70.45 27.25),160
26.55,70.55,0.0,5.5,default,POINT (70.55 26.55),160
26.65,70.55,0.0,5.5,default,POINT (70.55 26.65),160
26.75,70.55,0.0,5.5,default,POINT (70.55 26.75),160
26.85,70.55,0.0,5.5,default,POINT (70.55 26.85),160
26.95,70.55,0.0,5.5,default,POINT (70.55 26.95),160
27.05,70.55,0.0,5.5,default,POINT (70.55 27.05),160
27.15,70.55,0.0,5.5,default,POINT (70.55 27.15),160
27.25,70.55,0.0,5.5,default,POINT (70.55 27.25),160
27.35,70.55,0.0,5.5,default,POINT (70.55 27.35),160
26.55,70.65,0.0,5.5,default,POINT (70.65000000000001 26.55),160
26.65,70.65,0.0,5.5,default,POINT (70.65000000000001 26.65),160
26.75,70.65,0.0,5.5,default,POINT (70.65000000000001 26.75),160
26.85,70.65,0.0,5.5,default,POINT (70.65000000000001 26.85),160
26.95,70.65,0.0,5.5,default,POINT (70.65000000000001 26.95),160
27.05,70.65,0.0,5.5,default,POINT (70.65000000000001 27.05),160
27.15,70.65,0.0,5.5,default,POINT (70.65000000000001 27.15),160
27.25,70.65,0.0,5.5,default,POINT (70.65000000000001 27.25),160
27.35,70.65,0.0,5.5,default,POINT (70.65000000000001 27.35),160
26.55,70.75,0.0,5.5,default,POINT (70.75 26.55),160
26.65,70.75,0.0,5.5,default,POINT (70.75 26.65),160
26.75,70.75,0.0,5.5,default,POINT (70.75 26.75),160
26.85,70.75,0.0,5.5,default,POINT (70.75 26.85),160
26.95,70.75,0.0,5.5,default,POINT (70.75 26.95),160
27.05,70.75,0.0,5.5,default,POINT (70.75 27.05),160
27.15,70.75,0.0,5.5,default,POINT (70.75 27.15),160
27.25,70.75,0.0,5.5,default,POINT (70.75 27.25),160
27.35,70.75,0.0,5.5,default,POINT (70.75 27.35),160
26.55,70.85,0.0,5.5,default,POINT (70.84999999999999 26.55),160
26.65,70.85,0.0,5.5,default,POINT (70.84999999999999 26.65),160
26.75,70.85,0.0,5.5,default,POINT (70.84999999999999 26.75),160
26.85,70.85,0.0,5.5,default,POINT (70.84999999999999 26.85),160
26.95,70.85,0.0,5.5,default,POINT (70.84999999999999 26.95),160
27.05,70.85,0.0,5.5,default,POINT (70.84999999999999 27.05),160
27.15,70.85,0.0,5.5,default,POINT (70.84999999999999 27.15),160
27.25,70.85,0.0,5.5,default,POINT (70.84999999999999 27.25),160
27.35,70.85,0.0,5.5,default,POINT (70.84999999999999 27.35),160
26.55,70.95,0.0,5.5,default,POINT (70.95 26.55),160
26.65,70.95,0.0,5.5,default,POINT (70.95 26.65),160
26.75,70.95,0.0,5.5,default,POINT (70.95 26.75),160
26.85,70.95,0.0,5.5,default,POINT (70.95 26.85),160
26.95,70.95,0.0,5.5,default,POINT (70.95 26.95),160
27.05,70.95,0.0,5.5,default,POINT (70.95 27.05),160
27.15,70.95,0.0,5.5,default,POINT (70.95 27.15),160
27.25,70.95,0.0,5.5,default,POINT (70.95 27.25),160
26.65,71.05,0.0,5.5,default,POINT (71.05 26.65),160
26.75,71.05,0.0,5.5,default,POINT (71.05 26.75),160
26.85,71.05,0.0,5.5,default,POINT (71.05 26.85),160
26.95,71.05,0.0,5.5,default,POINT (71.05 26.95),160
27.05,71.05,0.0,5.5,default,POINT (71.05 27.05),160
27.15,71.05,0.0,5.5,default,POINT (71.05 27.15),160
27.25,71.05,0.0,5.5,default,POINT (71.05 27.25),160
26.75,71.15,0.0,5.5,default,POINT (71.15000000000001 26.75),160
26.85,71.15,0.0,5.5,default,POINT (71.15000000000001 26.85),160
26.95,71.15,0.0,5.5,default,POINT (71.15000000000001 26.95),160
27.05,71.15,0.0,5.5,default,POINT (71.15000000000001 27.05),160
27.15,71.15,0.0,5.5,default,POINT (71.15000000000001 27.15),160
20.75,70.55,0.0,5.5,default,POINT (70.55 20.75),47
20.85,70.55,0.0,5.5,default,POINT (70.55 20.85),47
20.95,70.55,0.0,5.5,default,POINT (70.55 20.95),47
20.55,70.65,0.0,5.5,default,POINT (70.65000000000001 20.55),47
20.65,70.65,0.0,5.5,default,POINT (70.65000000000001 20.65),47
20.75,70.65,0.0,5.5,default,POINT (70.65000000000001 20.75),47
20.85,70.65,0.0,5.5,default,POINT (70.65000000000001 20.85),47
20.95,70.65,0.0,5.5,default,POINT (70.65000000000001 20.95),47
21.05,70.65,0.0,5.5,default,POINT (70.65000000000001 21.05),47
20.45,70.75,0.0,5.0,default,POINT (70.75 20.45),47
20.55,70.75,0.0,5.5,default,POINT (70.75 20.55),47
20.65,70.75,0.0,5.5,default,POINT (70.75 20.65),47
20.75,70.75,0.0,5.5,default,POINT (70.75 20.75),47
20.85,70.75,0.0,5.5,default,POINT (70.75 20.85),47
20.95,70.75,0.0,5.5,default,POINT (70.75 20.95),47
21.05,70.75,0.0,5.5,default,POINT (70.75 21.05),47
21.15,70.75,0.0,5.5,default,POINT (70.75 21.15),47
20.45,70.85,0.0,5.0,default,POINT (70.84999999999999 20.45),47
20.55,70.85,0.0,5.5,default,POINT (70.84999999999999 20.55),47
20.65,70.85,0.0,5.5,default,POINT (70.84999999999999 20.65),47
20.75,70.85,0.0,5.5,default,POINT (70.84999999999999 20.75),47
20.85,70.85,0.0,5.5,default,POINT (70.84999999999999 20.85),47
20.95,70.85,0.0,5.5,default,POINT (70.84999999999999 20.95),47
21.05,70.85,0.0,5.5,default,POINT (70.84999999999999 21.05),47
21.15,70.85,0.0,5.5,default,POINT (70.84999999999999 21.15),47
20.45,70.95,0.0,5.0,default,POINT (70.95 20.45),47
20.55,70.95,0.0,5.5,default,POINT (70.95 20.55),47
20.65,70.95,0.0,5.5,default,POINT (70.95 20.65),47
20.75,70.95,0.0,5.5,default,POINT (70.95 20.75),47
20.85,70.95,0.0,5.5,default,POINT (70.95 20.85),47
20.95,70.95,0.0,5.5,default,POINT (70.95 20.95),47
21.05,70.95,0.0,5.5,default,POINT (70.95 21.05),47
21.15,70.95,0.0,5.5,default,POINT (70.95 21.15),47
21.25,70.95,0.0,5.5,default,POINT (70.95 21.25),47
20.45,71.05,0.0,5.0,default,POINT (71.05 20.45),47
20.55,71.05,0.0,5.5,default,POINT (71.05 20.55),47
20.65,71.05,0.0,5.5,default,POINT (71.05 20.65),47
20.75,71.05,0.0,5.5,default,POINT (71.05 20.75),47
20.85,71.05,0.0,5.5,default,POINT (71.05 20.85),47
20.95,71.05,0.0,5.5,default,POINT (71.05 20.95),47
21.05,71.05,0.0,5.5,default,POINT (71.05 21.05),47
21.15,71.05,0.0,5.5,default,POINT (71.05 21.15),47
21.25,71.05,0.0,5.5,default,POINT (71.05 21.25),47
20.45,71.15,0.0,5.0,default,POINT (71.15000000000001 20.45),47
20.55,71.15,0.0,5.5,default,POINT (71.15000000000001 20.55),47
20.65,71.15,0.0,5.5,default,POINT (71.15000000000001 20.65),47
20.75,71.15,0.0,5.5,default,POINT (71.15000000000001 20.75),47
20.85,71.15,0.0,5.5,default,POINT (71.15000000000001 20.85),47
20.95,71.15,0.0,5.5,default,POINT (71.15000000000001 20.95),47
21.05,71.15,0.0,5.5,default,POINT (71.15000000000001 21.05),47
21.15,71.15,0.0,5.5,default,POINT (71.15000000000001 21.15),47
20.45,71.25,0.0,5.0,default,POINT (71.25 20.45),47
20.55,71.25,0.0,5.0,default,POINT (71.25 20.55),47
20.65,71.25,0.0,5.5,default,POINT (71.25 20.65),47
20.75,71.25,0.0,5.5,default,POINT (71.25 20.75),47
20.85,71.25,0.0,5.5,default,POINT (71.25 20.85),47
20.95,71.25,0.0,5.5,default,POINT (71.25 20.95),47
21.05,71.25,0.0,5.5,default,POINT (71.25 21.05),47
21.15,71.25,0.0,5.5,default,POINT (71.25 21.15),47
20.55,71.35,0.0,5.0,default,POINT (71.34999999999999 20.55),47
20.65,71.35,0.0,5.5,default,POINT (71.34999999999999 20.65),47
20.75,71.35,0.0,5.5,default,POINT (71.34999999999999 20.75),47
20.85,71.35,0.0,5.5,default,POINT (71.34999999999999 20.85),47
20.95,71.35,0.0,5.5,default,POINT (71.34999999999999 20.95),47
21.05,71.35,0.0,5.5,default,POINT (71.34999999999999 21.05),47
20.65,71.45,0.0,5.0,default,POINT (71.45 20.65),47
20.75,71.45,0.0,5.5,default,POINT (71.45 20.75),47
20.85,71.45,0.0,5.5,default,POINT (71.45 20.85),47
20.95,71.45,0.0,5.5,default,POINT (71.45 20.95),47
22.05,70.55,0.0,5.5,default,POINT (70.55 22.05),44
22.15,70.55,0.0,5.5,default,POINT (70.55 22.15),44
22.25,70.55,0.0,5.5,default,POINT (70.55 22.25),44
21.85,70.65,0.0,5.5,default,POINT (70.65000000000001 21.85),44
21.95,70.65,0.0,5.5,default,POINT (70.65000000000001 21.95),44
22.05,70.65,0.0,5.5,default,POINT (70.65000000000001 22.05),44
22.15,70.65,0.0,5.5,default,POINT (70.65000000000001 22.15),44
22.25,70.65,0.0,5.5,default,POINT (70.65000000000001 22.25),44
22.35,70.65,0.0,5.5,default,POINT (70.65000000000001 22.35),44
22.45,70.65,0.0,5.5,default,POINT (70.65000000000001 22.45),44
21.85,70.75,0.0,5.5,default,POINT (70.75 21.85),44
21.95,70.75,0.0,5.5,default,POINT (70.75 21.95),44
22.05,70.75,0.0,5.5,default,POINT (70.75 22.05),44
22.15,70.75,0.0,5.5,default,POINT (70.75 22.15),44
22.25,70.75,0.0,5.5,default,POINT (70.75 22.25),44
22.35,70.75,0.0,5.5,default,POINT (70.75 22.35),44
22.45,70.75,0.0,5.5,default,POINT (70.75 22.45),44
21.75,70.85,0.0,5.5,default,POINT (70.84999999999999 21.75),44
21.85,70.85,0.0,5.5,default,POINT (70.84999999999999 21.85),44
21.95,70.85,0.0,5.5,default,POINT (70.84999999999999 21.95),44
22.05,70.85,0.0,5.5,default,POINT (70.84999999999999 22.05),44
22.15,70.85,0.0,5.5,default,POINT (70.84999999999999 22.15),44
22.25,70.85,0.0,5.5,default,POINT (70.84999999999999 22.25),44
22.35,70.85,0.0,5.5,default,POINT (70.84999999999999 22.35),44
22.45,70.85,0.0,5.5,default,POINT (70.84999999999999 22.45),44
22.55,70.85,0.0,5.5,default,POINT (70.84999999999999 22.55),44
21.75,70.95,0.0,5.5,default,POINT (70.95 21.75),44
21.85,70.95,0.0,5.5,default,POINT (70.95 21.85),44
21.95,70.95,0.0,5.5,default,POINT (70.95 21.95),44
22.05,70.95,0.0,5.5,default,POINT (70.95 22.05),44
22.15,70.95,0.0,5.5,default,POINT (70.95 22.15),44
22.25,70.95,0.0,5.5,default,POINT (70.95 22.25),44
22.35,70.95,0.0,5.5,default,POINT (70.95 22.35),44
22.45,70.95,0.0,5.5,default,POINT (70.95 22.45),44
22.55,70.95,0.0,5.5,default,POINT (70.95 22.55),44
21.75,71.05,0.0,5.5,default,POINT (71.05 21.75),44
21.85,71.05,0.0,5.5,default,POINT (71.05 21.85),44
21.95,71.05,0.0,5.5,default,POINT (71.05 21.95),44
22.05,71.05,0.0,5.5,default,POINT (71.05 22.05),44
22.15,71.05,0.0,5.5,default,POINT (71.05 22.15),44
22.25,71.05,0.0,5.5,default,POINT (71.05 22.25),44
22.35,71.05,0.0,5.5,default,POINT (71.05 22.35),44
22.45,71.05,0.0,5.5,default,POINT (71.05 22.45),44
22.55,71.05,0.0,5.5,default,POINT (71.05 22.55),44
21.75,71.15,0.0,5.5,default,POINT (71.15000000000001 21.75),44
21.85,71.15,0.0,5.5,default,POINT (71.15000000000001 21.85),44
21.95,71.15,0.0,5.5,default,POINT (71.15000000000001 21.95),44
22.05,71.15,0.0,5.5,default,POINT (71.15000000000001 22.05),44
22.15,71.15,0.0,5.5,default,POINT (71.15000000000001 22.15),44
22.25,71.15,0.0,5.5,default,POINT (71.15000000000001 22.25),44
22.35,71.15,0.0,5.5,default,POINT (71.15000000000001 22.35),44
22.45,71.15,0.0,5.5,default,POINT (71.15000000000001 22.45),44
22.55,71.15,0.0,5.5,default,POINT (71.15000000000001 22.55),44
21.85,71.25,0.0,5.5,default,POINT (71.25 21.85),44
21.95,71.25,0.0,5.5,default,POINT (71.25 21.95),44
22.05,71.25,0.0,5.5,default,POINT (71.25 22.05),44
22.15,71.25,0.0,5.5,default,POINT (71.25 22.15),44
22.25,71.25,0.0,5.5,default,POINT (71.25 22.25),44
22.35,71.25,0.0,5.5,default,POINT (71.25 22.35),44
22.45,71.25,0.0,5.5,default,POINT (71.25 22.45),44
21.85,71.35,0.0,5.5,default,POINT (71.34999999999999 21.85),44
21.95,71.35,0.0,5.5,default,POINT (71.34999999999999 21.95),44
22.05,71.35,0.0,5.5,default,POINT (71.34999999999999 22.05),44
22.15,71.35,0.0,5.5,default,POINT (71.34999999999999 22.15),44
22.25,71.35,0.0,5.5,default,POINT (71.34999999999999 22.25),44
22.35,71.35,0.0,5.5,default,POINT (71.34999999999999 22.35),44
22.05,71.45,0.0,5.5,default,POINT (71.45 22.05),44
22.15,71.45,0.0,5.5,default,POINT (71.45 22.15),44
22.25,71.45,0.0,5.5,default,POINT (71.45 22.25),44
26.55,70.55,0.0,5.5,default,POINT (70.55 26.55),187
26.65,70.55,0.0,5.5,default,POINT (70.55 26.65),187
26.75,70.55,0.0,5.5,default,POINT (70.55 26.75),187
26.45,70.65,0.0,5.5,default,POINT (70.65000000000001 26.45),187
26.55,70.65,0.0,5.5,default,POINT (70.65000000000001 26.55),187
26.65,70.65,0.0,5.5,default,POINT (70.65000000000001 26.65),187
26.75,70.65,0.0,5.5,default,POINT (70.65000000000001 26.75),187
26.85,70.65,0.0,5.5,default,POINT (70.65000000000001 26.85),187
26.95,70.65,0.0,5.5,default,POINT (70.65000000000001 26.95),187
26.35,70.75,0.0,5.5,default,POINT (70.75 26.35),187
26.45,70.75,0.0,5.5,default,POINT (70.75 26.45),187
26.55,70.75,0.0,5.5,default,POINT (70.75 26.55),187
26.65,70.75,0.0,5.5,default,POINT (70.75 26.65),187
26.75,70.75,0.0,5.5,default,POINT (70.75 26.75),187
26.85,70.75,0.0,5.5,default,POINT (70.75 26.85),187
26.95,70.75,0.0,5.5,default,POINT (70.75 26.95),187
27.05,70.75,0.0,5.5,default,POINT (70.75 27.05),187
26.25,70.85,0.0,5.5,default,POINT (70.84999999999999 26.25),187
26.35,70.85,0.0,5.5,default,POINT (70.84999999999999 26.35),187
26.45,70.85,0.0,5.5,default,POINT (70.84999999999999 26.45),187
26.55,70.85,0.0,5.5,default,POINT (70.84999999999999 26.55),187
26.65,70.85,0.0,5.5,default,POINT (70.84999999999999 26.65),187
26.75,70.85,0.0,5.5,default,POINT (70.84999999999999 26.75),187
26.85,70.85,0.0,5.5,default,POINT (70.84999999999999 26.85),187
26.95,70.85,0.0,5.5,default,POINT (70.84999999999999 26.95),187
27.05,70.85,0.0,5.5,default,POINT (70.84999999999999 27.05),187
26.25,70.95,0.0,5.5,default,POINT (70.95 26.25),187
26.35,70.95,0.0,5.5,default,POINT (70.95 26.35),187
26.45,70.95,0.0,5.5,default,POINT (70.95 26.45),187
26.55,70.95,0.0,5.5,default,POINT (70.95 26.55),187
26.65,70.95,0.0,5.5,default,POINT (70.95 26.65),187
26.75,70.95,0.0,5.5,default,POINT (70.95 26.75),187
26.85,70.95,0.0,5.5,default,POINT (70.95 26.85),187
26.95,70.95,0.0,5.5,default,POINT (70.95 26.95),187
27.05,70.95,0.0,5.5,default,POINT (70.95 27.05),187
26.25,71.05,0.0,5.5,default,POINT (71.05 26.25),187
26.35,71.05,0.0,5.5,default,POINT (71.05 26.35),187
26.45,71.05,0.0,5.5,default,POINT (71.05 26.45),187
26.55,71.05,0.0,5.5,default,POINT (71.05 26.55),187
26.65,71.05,0.0,5.5,default,POINT (71.05 26.65),187
26.75,71.05,0.0,5.5,default,POINT (71.05 26.75),187
26.85,71.05,0.0,5.5,default,POINT (71.05 26.85),187
26.95,71.05,0.0,5.5,default,POINT (71.05 26.95),187
27.05,71.05,0.0,5.5,default,POINT (71.05 27.05),187
26.25,71.15,0.0,5.5,default,POINT (71.15000000000001 26.25),187
26.35,71.15,0.0,5.5,default,POINT (71.15000000000001 26.35),187
26.45,71.15,0.0,5.5,default,POINT (71.15000000000001 26.45),187
26.55,71.15,0.0,5.5,default,POINT (71.15000000000001 26.55),187
26.65,71.15,0.0,5.5,default,POINT (71.15000000000001 26.65),187
26.75,71.15,0.0,5.5,default,POINT (71.15000000000001 26.75),187
26.85,71.15,0.0,5.5,default,POINT (71.15000000000001 26.85),187
26.95,71.15,0.0,5.5,default,POINT (71.15000000000001 26.95),187
27.05,71.15,0.0,5.5,default,POINT (71.15000000000001 27.05),187
26.35,71.25,0.0,5.5,default,POINT (71.25 26.35),187
26.45,71.25,0.0,5.5,default,POINT (71.25 26.45),187
26.55,71.25,0.0,5.5,default,POINT (71.25 26.55),187
26.65,71.25,0.0,5.5,default,POINT (71.25 26.65),187
26.75,71.25,0.0,5.5,default,POINT (71.25 26.75),187
26.85,71.25,0.0,5.5,default,POINT (71.25 26.85),187
26.95,71.25,0.0,5.5,default,POINT (71.25 26.95),187
27.05,71.25,0.0,5.5,default,POINT (71.25 27.05),187
26.35,71.35,0.0,5.5,default,POINT (71.34999999999999 26.35),187
26.45,71.35,0.0,5.5,default,POINT (71.34999999999999 26.45),187
26.55,71.35,0.0,5.5,default,POINT (71.34999999999999 26.55),187
26.65,71.35,0.0,5.5,default,POINT (71.34999999999999 26.65),187
26.75,71.35,0.0,5.5,default,POINT (71.34999999999999 26.75),187
26.85,71.35,0.0,5.5,default,POINT (71.34999999999999 26.85),187
26.95,71.35,0.0,5.5,default,POINT (71.34999999999999 26.95),187
26.45,71.45,0.0,5.5,default,POINT (71.45 26.45),187
26.55,71.45,0.0,5.5,default,POINT (71.45 26.55),187
26.65,71.45,0.0,5.5,default,POINT (71.45 26.65),187
26.75,71.45,0.0,5.5,default,POINT (71.45 26.75),187
26.85,71.45,0.0,5.5,default,POINT (71.45 26.85),187
26.95,70.65,0.0,5.5,default,POINT (70.65000000000001 26.95),185
27.05,70.65,0.0,5.5,default,POINT (70.65000000000001 27.05),185
27.15,70.65,0.0,5.5,default,POINT (70.65000000000001 27.15),185
27.25,70.65,0.0,5.5,default,POINT (70.65000000000001 27.25),185
27.35,70.65,0.0,5.5,default,POINT (70.65000000000001 27.35),185
26.85,70.75,0.0,5.5,default,POINT (70.75 26.85),185
26.95,70.75,0.0,5.5,default,POINT (70.75 26.95),185
27.05,70.75,0.0,5.5,default,POINT (70.75 27.05),185
27.15,70.75,0.0,5.5,default,POINT (70.75 27.15),185
27.25,70.75,0.0,5.5,default,POINT (70.75 27.25),185
27.35,70.75,0.0,5.5,default,POINT (70.75 27.35),185
27.45,70.75,0.0,5.5,default,POINT (70.75 27.45),185
26.75,70.85,0.0,5.5,default,POINT (70.84999999999999 26.75),185
26.85,70.85,0.0,5.5,default,POINT (70.84999999999999 26.85),185
26.95,70.85,0.0,5.5,default,POINT (70.84999999999999 26.95),185
27.05,70.85,0.0,5.5,default,POINT (70.84999999999999 27.05),185
27.15,70.85,0.0,5.5,default,POINT (70.84999999999999 27.15),185
27.25,70.85,0.0,5.5,default,POINT (70.84999999999999 27.25),185
27.35,70.85,0.0,5.5,default,POINT (70.84999999999999 27.35),185
27.45,70.85,0.0,5.5,default,POINT (70.84999999999999 27.45),185
26.75,70.95,0.0,5.5,default,POINT (70.95 26.75),185
