SR_5.5
0.0
0.0
0.06160999462008476
0.4102499783039093
0.5663700103759766
0.6053299903869629
0.6126800179481506
0.6031399369239807
0.5920900702476501
0.571380078792572
0.5202399492263794
0.39396992325782776
0.11041000485420227
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.059379998594522476
0.40803006291389465
0.5626899600028992
0.5993298888206482
0.6048900485038757
0.5950599312782288
0.5847600102424622
0.566029965877533
0.5172199606895447
0.39322006702423096
0.11291998624801636
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05721000209450722
0.40407997369766235
0.5576899647712708
0.5936899781227112
0.5988699793815613
0.5887500643730164
0.578029990196228
0.5582699775695801
0.509619951248169
0.38909998536109924
0.11400001496076584
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05462000519037247
0.40035000443458557
0.5578300356864929
0.5967099666595459
0.60465008020401
0.596060037612915
0.5851600170135498
0.5641499161720276
0.5138499140739441
0.39191001653671265
0.11581999063491821
7.000000186963007e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05277999863028526
0.39931994676589966
0.5581700801849365
0.5957300066947937
0.6019299030303955
0.5921900272369385
0.5812800526618958
0.561519980430603
0.5132200121879578
0.3936699330806732
0.11951999366283417
0.00014000000373926014
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05028000473976135
0.39664000272750854
0.5540699362754822
0.5928099155426025
0.6010098457336426
0.5933298468589783
0.5837499499320984
0.5647100210189819
0.5162899494171143
0.3972700536251068
0.12320002913475037
0.00022999997599981725
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.04912000149488449
0.39980000257492065
0.5617400407791138
0.6009899377822876
0.6082700490951538
0.5996099710464478
0.5892900824546814
0.5700300335884094
0.5219399929046631
0.403769850730896
0.12824001908302307
0.00029999998514540493
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.04724999889731407
0.3992699384689331
0.5660098791122437
0.6075299978256226
0.6162599325180054
0.6079099774360657
0.596820056438446
0.5768200755119324
0.5274099707603455
0.40724000334739685
0.1310499906539917
0.0002899999963119626
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.045159999281167984
0.3973099887371063
0.563499927520752
0.6035298109054565
0.6109199523925781
0.6016901731491089
0.5904800295829773
0.5707798600196838
0.5228601098060608
0.406049907207489
0.1329299956560135
0.00039000000106170774
0.0
