WR_5.5
0.0
0.0
0.01606999896466732
0.2897399663925171
0.4896000921726227
0.5381499528884888
0.545259952545166
0.5339599251747131
0.5212199687957764
0.5007600784301758
0.4487699270248413
0.3115300238132477
0.058880001306533813
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.015299998223781586
0.2916300296783447
0.48766985535621643
0.5352000594139099
0.5408000349998474
0.5294499397277832
0.5175399780273438
0.49885016679763794
0.4479999542236328
0.3119799792766571
0.05863998830318451
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.014510001055896282
0.2933099865913391
0.4879201054573059
0.5350699424743652
0.5426300764083862
0.5326699018478394
0.5205299258232117
0.5005701184272766
0.4493598937988281
0.31508007645606995
0.061139997094869614
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.013509999960660934
0.28811997175216675
0.4853799343109131
0.5354599356651306
0.5441499948501587
0.5344399809837341
0.5221901535987854
0.5021801590919495
0.4512101113796234
0.31839996576309204
0.06610998511314392
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.012629999779164791
0.28720998764038086
0.49046996235847473
0.542449951171875
0.5526100397109985
0.5442799925804138
0.5332300662994385
0.5142499804496765
0.4636398255825043
0.33056995272636414
0.07207999378442764
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.011649999767541885
0.29691001772880554
0.5050299167633057
0.5533798336982727
0.5595500469207764
0.5491697788238525
0.5381098985671997
0.5206800699234009
0.4722100496292114
0.3406500220298767
0.07534997165203094
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.011459998786449432
0.29781997203826904
0.5013399124145508
0.5494499206542969
0.5566700100898743
0.5467000603675842
0.534010112285614
0.5143399238586426
0.4641599953174591
0.33489999175071716
0.07412999868392944
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.010980000719428062
0.29537004232406616
0.49939000606536865
0.5498999953269958
0.5583500862121582
0.5485000014305115
0.535569965839386
0.5157299637794495
0.4647998511791229
0.33475998044013977
0.07546000182628632
2.0000001313746907e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01030999980866909
0.2888700067996979
0.494020015001297
0.5466198325157166
0.5560599565505981
0.5467798709869385
0.5344601273536682
0.5150399208068848
0.46503984928131104
0.3368101119995117
0.08018000423908234
2.0000001313746907e-05
0.0
0.0
0.0
0.0
0.0
