ER_5.5
0.0
0.0
0.1729000061750412
0.4129599630832672
0.502839982509613
0.523689866065979
0.5225298404693604
0.5091599822044373
0.49635985493659973
0.45743000507354736
0.35965001583099365
0.12949995696544647
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.17218004167079926
0.4185499846935272
0.5123102068901062
0.5331700444221497
0.5315001010894775
0.5175900459289551
0.5044199824333191
0.4652999937534332
0.3686799705028534
0.135809987783432
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.17535004019737244
0.4298999309539795
0.5243799686431885
0.5436898469924927
0.5412900447845459
0.5265498161315918
0.5133000016212463
0.47467005252838135
0.3793700039386749
0.14289000630378723
1.0000000656873453e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.17410001158714294
0.42812007665634155
0.5216799974441528
0.5411900877952576
0.539639949798584
0.5252000093460083
0.5113400816917419
0.47302013635635376
0.3798401355743408
0.14610999822616577
2.0000001313746907e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.16878004372119904
0.4154198467731476
0.5077700018882751
0.527239978313446
0.5245400667190552
0.5098599791526794
0.49651020765304565
0.4586199223995209
0.3656100034713745
0.14115996658802032
3.000000106112566e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.1622599959373474
0.4069700241088867
0.5028801560401917
0.5247398614883423
0.5248199701309204
0.511959969997406
0.4999300241470337
0.46240997314453125
0.3696000576019287
0.14614002406597137
4.0000002627493814e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.16738000512123108
0.4223800599575043
0.5187799334526062
0.5398299098014832
0.5395599603652954
0.5263099074363708
0.5141599774360657
0.4769800901412964
0.38509002327919006
0.1564900130033493
6.000000212225132e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.17089000344276428
0.4309999942779541
0.5278898477554321
0.5471299290657043
0.5439098477363586
0.5283001065254211
0.5153499245643616
0.4796200096607208
0.3912999629974365
0.16359001398086548
0.00011000000085914508
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.16961002349853516
0.42518001794815063
0.5189299583435059
0.5374799370765686
0.5346799492835999
0.5206701159477234
0.5094101428985596
0.47307994961738586
0.38377997279167175
0.16081999242305756
0.00014000000373926014
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
