gid,latitude,longitude,elevation,timezone,config
86677,26.75,93.25,0,5.5,default
88637,24.75,93.85,0,5.5,default
90327,28.75,94.35,0,5.5,default
89297,24.75,94.05,0,5.5,default
85027,26.75,92.75,0,5.5,default
86017,26.75,93.05,0,5.5,default
89652,27.25,94.15,0,5.5,default
77105,26.55,90.35,0,5.5,default
91959,26.95,94.85,0,5.5,default
89977,26.75,94.25,0,5.5,default
86340,26.05,93.15,0,5.5,default
81039,23.95,91.55,0,5.5,default
76770,26.05,90.25,0,5.5,default
94602,27.25,95.65,0,5.5,default
93614,27.45,95.35,0,5.5,default
84364,26.45,92.55,0,5.5,default
82714,26.45,92.05,0,5.5,default
88649,25.95,93.85,0,5.5,default
95267,27.75,95.85,0,5.5,default
85685,26.55,92.95,0,5.5,default
81060,26.05,91.55,0,5.5,default
79085,26.55,90.95,0,5.5,default
92294,27.45,94.95,0,5.5,default
83703,26.35,92.35,0,5.5,default
76775,26.55,90.25,0,5.5,default
88656,26.65,93.85,0,5.5,default
87331,26.15,93.45,0,5.5,default
75785,26.55,89.95,0,5.5,default
86339,25.95,93.15,0,5.5,default
86337,25.75,93.15,0,5.5,default
89295,24.55,94.05,0,5.5,default
85668,24.85,92.95,0,5.5,default
96258,27.85,96.15,0,5.5,default
87336,26.65,93.45,0,5.5,default
76771,26.15,90.25,0,5.5,default
85666,24.65,92.95,0,5.5,default
83041,26.15,92.15,0,5.5,default
88987,26.75,93.95,0,5.5,default
94276,27.65,95.55,0,5.5,default
85998,24.85,93.05,0,5.5,default
85017,25.75,92.75,0,5.5,default
83042,26.25,92.15,0,5.5,default
76445,26.55,90.15,0,5.5,default
82056,26.65,91.85,0,5.5,default
79746,26.65,91.15,0,5.5,default
75780,26.05,89.95,0,5.5,default
89321,27.15,94.05,0,5.5,default
88965,24.55,93.95,0,5.5,default
88329,26.95,93.75,0,5.5,default
95927,27.75,96.05,0,5.5,default
82702,25.25,92.05,0,5.5,default
85020,26.05,92.75,0,5.5,default
78753,26.35,90.85,0,5.5,default
80402,26.25,91.35,0,5.5,default
85686,26.65,92.95,0,5.5,default
92292,27.25,94.95,0,5.5,default
85356,26.65,92.85,0,5.5,default
83687,24.75,92.35,0,5.5,default
79745,26.55,91.15,0,5.5,default
