,gid,latitude,longitude,elevation,offshore,wrf_region,config
3119,722328,25.138733,92.63584,1165,0,1,default
554,702908,23.144272,91.69064,51,0,1,default
3261,723043,25.218933,90.53868,174,0,1,default
3519,723633,25.272362,92.48816,867,0,1,default
1156,707127,23.578132999999998,92.48816,492,0,1,default
3460,723574,25.272362,90.74544,418,0,1,default
4387,725934,25.512520000000002,90.80452,258,0,1,default
1343,708172,23.68637,92.39954,394,0,1,default
308,699800,22.817947,92.72446,521,0,1,default
2891,719178,24.817444000000002,92.45862,18,0,1,default
3025,721277,25.03173,92.54723,340,0,1,default
485,702162,23.062767,92.842606,478,0,1,default
1521,708966,23.767494,92.63584,195,0,1,default
1563,709214,23.794525,92.22232,125,0,1,default
2628,716027,24.4953,92.25185400000001,24,0,1,default
917,705786,23.442703,91.57249499999999,46,0,1,default
2808,718128,24.710151999999997,92.39954,44,0,1,default
3651,724086,25.325768,90.39099,89,0,1,default
4083,725152,25.43251,90.92267,448,0,1,default
3432,723381,25.245651000000002,92.78353,1187,0,1,default
4430,725977,25.512520000000002,92.07463,1278,0,1,default
2213,712379,24.118439000000002,92.842606,340,0,1,default
118,695615,22.381645000000002,92.87215,885,0,1,default
3818,724411,25.352463,92.25185400000001,1223,0,1,default
4375,725922,25.512520000000002,90.450066,693,0,1,default
1267,707875,23.659317,91.36573,47,0,1,default
630,703466,23.198586,92.694916,521,0,1,default
452,701893,23.035591,92.63584,646,0,1,default
3019,721024,25.00496,92.81307,799,0,1,default
411,701377,22.981216,92.87215,520,0,1,default
3524,723638,25.272362,92.63584,1230,0,1,default
4213,725441,25.45919,91.72018,1796,0,1,default
2785,717864,24.683327,92.34047,22,0,1,default
3221,722832,25.1922,92.04509,185,0,1,default
1833,710517,23.929579999999998,92.01556,64,0,1,default
4436,725983,25.512520000000002,92.25185400000001,1304,0,1,default
995,706303,23.496887,91.36573,21,0,1,default
2652,716290,24.522179,92.28139499999999,39,0,1,default
295,699539,22.790726,92.75399999999999,368,0,1,default
255,698754,22.709,92.78353,259,0,1,default
1720,709990,23.87558,91.92694,160,0,1,default
2109,711841,24.064507,92.42908,149,0,1,default
1407,708442,23.713417,92.63584,611,0,1,default
3991,724901,25.405846,91.24758,1270,0,1,default
4035,724945,25.405846,92.54723,871,0,1,default
2657,716295,24.522179,92.42908,25,0,1,default
4220,725448,25.45919,91.92694,1802,0,1,default
3587,723863,25.299065,91.54295,715,0,1,default
4447,725994,25.512520000000002,92.57677,847,0,1,default
2950,719959,24.897842,92.31093,22,0,1,default
401,701367,22.981216,92.57677,149,0,1,default
4016,724926,25.405846,91.98601500000001,948,0,1,default
70,694560,22.272346,92.66538,131,0,1,default
2991,720750,24.978195,92.45862,21,0,1,default
3045,721541,25.058495,92.60631,163,0,1,default
1408,708443,23.713417,92.66538,207,0,1,default
1139,707098,23.578132999999998,91.63157,37,0,1,default
1722,709992,23.87558,91.98601500000001,91,0,1,default
3586,723862,25.299065,91.51342,889,0,1,default
1879,710770,23.956581,91.74972,204,0,1,default
1287,707898,23.659317,92.04509,229,0,1,default
2232,712620,24.145393,92.22232,76,0,1,default
3668,724103,25.325768,90.89313,527,0,1,default
3534,723807,25.299065,89.888855,43,0,1,default
4272,725659,25.485854999999997,90.42053,936,0,1,default
2838,718400,24.736984,92.694916,34,0,1,default
1079,706616,23.523972,92.87215,507,0,1,default
120,695868,22.40895,92.60631,296,0,1,default
4376,725923,25.512520000000002,90.47961,640,0,1,default
2972,720236,24.924637,92.75399999999999,23,0,1,default
738,704476,23.307137,91.57249499999999,34,0,1,default
4331,725718,25.485854999999997,92.163246,1387,0,1,default
294,699538,22.790726,92.72446,522,0,1,default
1696,709760,23.848564,92.87215,860,0,1,default
3372,723321,25.245651000000002,91.01128,384,0,1,default
2765,717603,24.656464,92.37,48,0,1,default
884,705530,23.415596,91.74972,61,0,1,default
1820,710504,23.929579999999998,91.63157,41,0,1,default
104,695350,22.354324,92.78353,213,0,1,default
1794,710270,23.902588,92.45862,459,0,1,default
2195,712361,24.118439000000002,92.31093,117,0,1,default
809,705003,23.361373999999998,91.6611,89,0,1,default
1787,710263,23.902588,92.25185400000001,220,0,1,default
2827,718389,24.736984,92.37,21,0,1,default
4155,725383,25.45919,90.007,98,0,1,default
3850,724601,25.379158,90.12515,127,0,1,default
1601,709458,23.82154,91.69064,105,0,1,default
3200,722811,25.1922,91.424805,34,0,1,default
3053,721549,25.058495,92.842606,677,0,1,default
335,700322,22.87239,92.66538,184,0,1,default
1759,710235,23.902588,91.424805,42,0,1,default
2847,718651,24.76381,92.37,20,0,1,default
1849,710533,23.929579999999998,92.48816,811,0,1,default
1275,707883,23.659317,91.60203,80,0,1,default
3980,724890,25.405846,90.92267,432,0,1,default
3416,723365,25.245651000000002,92.31093,765,0,1,default
4049,725118,25.43251,89.91839,73,0,1,default
529,702670,23.117110999999998,92.39954,123,0,1,default
3223,722834,25.1922,92.10417,408,0,1,default
377,701101,22.954017999999998,92.45862,224,0,1,default
4240,725468,25.45919,92.51769,901,0,1,default
1274,707882,23.659317,91.57249499999999,124,0,1,default
2123,711855,24.064507,92.842606,219,0,1,default
4161,725389,25.45919,90.18423,96,0,1,default
3631,723907,25.299065,92.842606,654,0,1,default
1311,708133,23.68637,91.24758,41,0,1,default
920,705789,23.442703,91.6611,71,0,1,default
3219,722830,25.1922,91.98601500000001,265,0,1,default
3616,723892,25.299065,92.39954,871,0,1,default
4378,725925,25.512520000000002,90.53868,415,0,1,default
77,694567,22.272346,92.87215,499,0,1,default
4362,725909,25.512520000000002,90.06608,110,0,1,default
464,702120,23.062767,91.60203,83,0,1,default
3201,722812,25.1922,91.454346,103,0,1,default
2613,715775,24.468422,92.54723,49,0,1,default
2709,716827,24.575912,92.66538,59,0,1,default
3983,724893,25.405846,91.01128,456,0,1,default
808,705002,23.361373999999998,91.63157,100,0,1,default
1886,710777,23.956581,91.95648,95,0,1,default
1828,710512,23.929579999999998,91.86787,86,0,1,default
1067,706604,23.523972,92.51769,273,0,1,default
124,695872,22.40895,92.72446,462,0,1,default
421,701626,23.0084,92.48816,67,0,1,default
2185,712351,24.118439000000002,92.01556,62,0,1,default
47,693781,22.190323,92.87215,343,0,1,default
644,703691,23.225723000000002,91.60203,35,0,1,default
1034,706354,23.496887,92.87215,804,0,1,default
4413,725960,25.512520000000002,91.57249499999999,1687,0,1,default
593,703197,23.171425,92.48816,605,0,1,default
3890,724641,25.379158,91.306656,1436,0,1,default
2294,713129,24.199286999999998,91.77925,76,0,1,default
2412,713936,24.280089999999998,92.39954,82,0,1,default
669,703944,23.252869,91.33619,25,0,1,default
1396,708431,23.713417,92.31093,193,0,1,default
2127,712070,24.091476,91.454346,93,0,1,default
1842,710526,23.929579999999998,92.28139499999999,522,0,1,default
1694,709758,23.848564,92.81307,349,0,1,default
