,gid,latitude,longitude,elevation,timezone,config
3488,70826,25.65,88.45,0,6.0,default
3661,72445,22.55,88.95,0,6.0,default
3663,72472,25.25,88.95,0,6.0,default
3664,72483,26.35,88.95,0,6.0,default
3665,72484,26.45,88.95,0,6.0,default
3670,72489,26.95,88.95,0,6.0,default
