,gid,latitude,longitude,elevation,timezone,config
0,8467,26.75,69.55,0,5.5,default
1,8468,26.85,69.55,0,5.5,default
2,8469,26.95,69.55,0,5.5,default
3,8470,27.05,69.55,0,5.5,default
4,8797,26.75,69.65,0,5.5,default
5,8798,26.85,69.65,0,5.5,default
6,8799,26.95,69.65,0,5.5,default
7,8800,27.05,69.65,0,5.5,default
8,8801,27.15,69.65,0,5.5,default
9,9126,26.65,69.75,0,5.5,default
10,9127,26.75,69.75,0,5.5,default
11,9128,26.85,69.75,0,5.5,default
12,9129,26.95,69.75,0,5.5,default
13,9130,27.05,69.75,0,5.5,default
14,9131,27.15,69.75,0,5.5,default
15,9132,27.25,69.75,0,5.5,default
16,9456,26.65,69.85,0,5.5,default
17,9457,26.75,69.85,0,5.5,default
18,9458,26.85,69.85,0,5.5,default
19,9459,26.95,69.85,0,5.5,default
20,9460,27.05,69.85,0,5.5,default
21,9461,27.15,69.85,0,5.5,default
22,9462,27.25,69.85,0,5.5,default
23,9463,27.35,69.85,0,5.5,default
24,9786,26.65,69.95,0,5.5,default
25,9787,26.75,69.95,0,5.5,default
26,9788,26.85,69.95,0,5.5,default
27,9789,26.95,69.95,0,5.5,default
28,9790,27.05,69.95,0,5.5,default
29,9791,27.15,69.95,0,5.5,default
30,9792,27.25,69.95,0,5.5,default
31,9793,27.35,69.95,0,5.5,default
32,9794,27.45,69.95,0,5.5,default
33,10116,26.65,70.05,0,5.5,default
34,10117,26.75,70.05,0,5.5,default
35,10118,26.85,70.05,0,5.5,default
36,10119,26.95,70.05,0,5.5,default
37,10120,27.05,70.05,0,5.5,default
38,10121,27.15,70.05,0,5.5,default
39,10122,27.25,70.05,0,5.5,default
40,10123,27.35,70.05,0,5.5,default
41,10124,27.45,70.05,0,5.5,default
42,10125,27.55,70.05,0,5.5,default
43,10439,25.95,70.15,0,5.5,default
44,10440,26.05,70.15,0,5.5,default
45,10441,26.15,70.15,0,5.5,default
46,10446,26.65,70.15,0,5.5,default
47,10447,26.75,70.15,0,5.5,default
48,10448,26.85,70.15,0,5.5,default
49,10449,26.95,70.15,0,5.5,default
50,10450,27.05,70.15,0,5.5,default
51,10451,27.15,70.15,0,5.5,default
52,10452,27.25,70.15,0,5.5,default
53,10453,27.35,70.15,0,5.5,default
54,10454,27.45,70.15,0,5.5,default
55,10455,27.55,70.15,0,5.5,default
56,10456,27.65,70.15,0,5.5,default
57,10457,27.75,70.15,0,5.5,default
58,10768,25.85,70.25,0,5.5,default
59,10769,25.95,70.25,0,5.5,default
60,10770,26.05,70.25,0,5.5,default
61,10771,26.15,70.25,0,5.5,default
62,10772,26.25,70.25,0,5.5,default
63,10773,26.35,70.25,0,5.5,default
64,10774,26.45,70.25,0,5.5,default
65,10775,26.55,70.25,0,5.5,default
66,10776,26.65,70.25,0,5.5,default
67,10777,26.75,70.25,0,5.5,default
68,10778,26.85,70.25,0,5.5,default
69,10779,26.95,70.25,0,5.5,default
70,10780,27.05,70.25,0,5.5,default
71,10781,27.15,70.25,0,5.5,default
72,10782,27.25,70.25,0,5.5,default
73,10783,27.35,70.25,0,5.5,default
74,10784,27.45,70.25,0,5.5,default
75,10785,27.55,70.25,0,5.5,default
76,10786,27.65,70.25,0,5.5,default
77,10787,27.75,70.25,0,5.5,default
78,10788,27.85,70.25,0,5.5,default
79,11097,25.75,70.35,0,5.5,default
80,11098,25.85,70.35,0,5.5,default
81,11099,25.95,70.35,0,5.5,default
82,11100,26.05,70.35,0,5.5,default
83,11101,26.15,70.35,0,5.5,default
84,11102,26.25,70.35,0,5.5,default
85,11103,26.35,70.35,0,5.5,default
86,11104,26.45,70.35,0,5.5,default
87,11105,26.55,70.35,0,5.5,default
88,11106,26.65,70.35,0,5.5,default
89,11107,26.75,70.35,0,5.5,default
90,11108,26.85,70.35,0,5.5,default
91,11109,26.95,70.35,0,5.5,default
92,11110,27.05,70.35,0,5.5,default
93,11111,27.15,70.35,0,5.5,default
94,11112,27.25,70.35,0,5.5,default
95,11113,27.35,70.35,0,5.5,default
96,11114,27.45,70.35,0,5.5,default
97,11115,27.55,70.35,0,5.5,default
98,11116,27.65,70.35,0,5.5,default
99,11117,27.75,70.35,0,5.5,default
100,11118,27.85,70.35,0,5.5,default
101,11119,27.95,70.35,0,5.5,default
102,11427,25.75,70.45,0,5.5,default
103,11428,25.85,70.45,0,5.5,default
104,11429,25.95,70.45,0,5.5,default
105,11430,26.05,70.45,0,5.5,default
106,11431,26.15,70.45,0,5.5,default
107,11432,26.25,70.45,0,5.5,default
108,11433,26.35,70.45,0,5.5,default
109,11434,26.45,70.45,0,5.5,default
110,11435,26.55,70.45,0,5.5,default
111,11436,26.65,70.45,0,5.5,default
112,11437,26.75,70.45,0,5.5,default
113,11438,26.85,70.45,0,5.5,default
114,11439,26.95,70.45,0,5.5,default
115,11440,27.05,70.45,0,5.5,default
116,11441,27.15,70.45,0,5.5,default
117,11442,27.25,70.45,0,5.5,default
118,11443,27.35,70.45,0,5.5,default
119,11444,27.45,70.45,0,5.5,default
120,11445,27.55,70.45,0,5.5,default
121,11446,27.65,70.45,0,5.5,default
122,11447,27.75,70.45,0,5.5,default
123,11448,27.85,70.45,0,5.5,default
124,11449,27.95,70.45,0,5.5,default
125,11757,25.75,70.55,0,5.5,default
126,11758,25.85,70.55,0,5.5,default
127,11759,25.95,70.55,0,5.5,default
128,11760,26.05,70.55,0,5.5,default
129,11761,26.15,70.55,0,5.5,default
130,11762,26.25,70.55,0,5.5,default
131,11763,26.35,70.55,0,5.5,default
132,11764,26.45,70.55,0,5.5,default
133,11765,26.55,70.55,0,5.5,default
134,11766,26.65,70.55,0,5.5,default
135,11767,26.75,70.55,0,5.5,default
136,11768,26.85,70.55,0,5.5,default
137,11769,26.95,70.55,0,5.5,default
138,11770,27.05,70.55,0,5.5,default
139,11771,27.15,70.55,0,5.5,default
140,11772,27.25,70.55,0,5.5,default
141,11773,27.35,70.55,0,5.5,default
142,11774,27.45,70.55,0,5.5,default
143,11775,27.55,70.55,0,5.5,default
144,11776,27.65,70.55,0,5.5,default
145,11777,27.75,70.55,0,5.5,default
146,11778,27.85,70.55,0,5.5,default
147,11779,27.95,70.55,0,5.5,default
148,12087,25.75,70.65,0,5.5,default
149,12088,25.85,70.65,0,5.5,default
150,12089,25.95,70.65,0,5.5,default
151,12090,26.05,70.65,0,5.5,default
152,12091,26.15,70.65,0,5.5,default
153,12092,26.25,70.65,0,5.5,default
154,12093,26.35,70.65,0,5.5,default
155,12094,26.45,70.65,0,5.5,default
156,12095,26.55,70.65,0,5.5,default
157,12096,26.65,70.65,0,5.5,default
158,12097,26.75,70.65,0,5.5,default
159,12098,26.85,70.65,0,5.5,default
160,12099,26.95,70.65,0,5.5,default
161,12100,27.05,70.65,0,5.5,default
162,12101,27.15,70.65,0,5.5,default
163,12102,27.25,70.65,0,5.5,default
164,12103,27.35,70.65,0,5.5,default
165,12104,27.45,70.65,0,5.5,default
166,12105,27.55,70.65,0,5.5,default
167,12106,27.65,70.65,0,5.5,default
168,12107,27.75,70.65,0,5.5,default
169,12108,27.85,70.65,0,5.5,default
170,12413,25.35,70.75,0,5.5,default
171,12414,25.45,70.75,0,5.5,default
172,12415,25.55,70.75,0,5.5,default
173,12416,25.65,70.75,0,5.5,default
174,12417,25.75,70.75,0,5.5,default
175,12418,25.85,70.75,0,5.5,default
176,12419,25.95,70.75,0,5.5,default
177,12420,26.05,70.75,0,5.5,default
178,12421,26.15,70.75,0,5.5,default
179,12422,26.25,70.75,0,5.5,default
180,12423,26.35,70.75,0,5.5,default
181,12424,26.45,70.75,0,5.5,default
182,12425,26.55,70.75,0,5.5,default
183,12426,26.65,70.75,0,5.5,default
184,12427,26.75,70.75,0,5.5,default
185,12428,26.85,70.75,0,5.5,default
186,12429,26.95,70.75,0,5.5,default
187,12430,27.05,70.75,0,5.5,default
188,12431,27.15,70.75,0,5.5,default
189,12432,27.25,70.75,0,5.5,default
190,12433,27.35,70.75,0,5.5,default
191,12434,27.45,70.75,0,5.5,default
192,12435,27.55,70.75,0,5.5,default
193,12436,27.65,70.75,0,5.5,default
194,12742,25.25,70.85,0,5.5,default
195,12743,25.35,70.85,0,5.5,default
196,12744,25.45,70.85,0,5.5,default
197,12745,25.55,70.85,0,5.5,default
198,12746,25.65,70.85,0,5.5,default
199,12747,25.75,70.85,0,5.5,default
200,12748,25.85,70.85,0,5.5,default
201,12749,25.95,70.85,0,5.5,default
202,12750,26.05,70.85,0,5.5,default
203,12751,26.15,70.85,0,5.5,default
204,12752,26.25,70.85,0,5.5,default
205,12753,26.35,70.85,0,5.5,default
206,12754,26.45,70.85,0,5.5,default
207,12755,26.55,70.85,0,5.5,default
208,12756,26.65,70.85,0,5.5,default
209,12757,26.75,70.85,0,5.5,default
210,12758,26.85,70.85,0,5.5,default
211,12759,26.95,70.85,0,5.5,default
212,12760,27.05,70.85,0,5.5,default
213,12761,27.15,70.85,0,5.5,default
214,12762,27.25,70.85,0,5.5,default
215,12763,27.35,70.85,0,5.5,default
216,12764,27.45,70.85,0,5.5,default
217,12765,27.55,70.85,0,5.5,default
218,12766,27.65,70.85,0,5.5,default
219,13069,24.95,70.95,0,5.5,default
220,13070,25.05,70.95,0,5.5,default
221,13071,25.15,70.95,0,5.5,default
222,13072,25.25,70.95,0,5.5,default
223,13073,25.35,70.95,0,5.5,default
224,13074,25.45,70.95,0,5.5,default
225,13075,25.55,70.95,0,5.5,default
226,13076,25.65,70.95,0,5.5,default
227,13077,25.75,70.95,0,5.5,default
228,13078,25.85,70.95,0,5.5,default
229,13079,25.95,70.95,0,5.5,default
230,13080,26.05,70.95,0,5.5,default
231,13081,26.15,70.95,0,5.5,default
232,13082,26.25,70.95,0,5.5,default
233,13083,26.35,70.95,0,5.5,default
234,13084,26.45,70.95,0,5.5,default
235,13085,26.55,70.95,0,5.5,default
236,13086,26.65,70.95,0,5.5,default
237,13087,26.75,70.95,0,5.5,default
238,13088,26.85,70.95,0,5.5,default
239,13089,26.95,70.95,0,5.5,default
240,13090,27.05,70.95,0,5.5,default
241,13091,27.15,70.95,0,5.5,default
242,13092,27.25,70.95,0,5.5,default
243,13093,27.35,70.95,0,5.5,default
244,13094,27.45,70.95,0,5.5,default
245,13095,27.55,70.95,0,5.5,default
246,13096,27.65,70.95,0,5.5,default
247,13398,24.85,71.05,0,5.5,default
248,13399,24.95,71.05,0,5.5,default
249,13400,25.05,71.05,0,5.5,default
250,13401,25.15,71.05,0,5.5,default
251,13402,25.25,71.05,0,5.5,default
252,13403,25.35,71.05,0,5.5,default
253,13404,25.45,71.05,0,5.5,default
254,13405,25.55,71.05,0,5.5,default
255,13406,25.65,71.05,0,5.5,default
256,13407,25.75,71.05,0,5.5,default
257,13408,25.85,71.05,0,5.5,default
258,13409,25.95,71.05,0,5.5,default
259,13410,26.05,71.05,0,5.5,default
260,13411,26.15,71.05,0,5.5,default
261,13412,26.25,71.05,0,5.5,default
262,13413,26.35,71.05,0,5.5,default
263,13414,26.45,71.05,0,5.5,default
264,13415,26.55,71.05,0,5.5,default
265,13416,26.65,71.05,0,5.5,default
266,13417,26.75,71.05,0,5.5,default
267,13418,26.85,71.05,0,5.5,default
268,13419,26.95,71.05,0,5.5,default
269,13420,27.05,71.05,0,5.5,default
270,13421,27.15,71.05,0,5.5,default
271,13422,27.25,71.05,0,5.5,default
272,13423,27.35,71.05,0,5.5,default
273,13424,27.45,71.05,0,5.5,default
274,13425,27.55,71.05,0,5.5,default
275,13426,27.65,71.05,0,5.5,default
276,13427,27.75,71.05,0,5.5,default
277,13727,24.75,71.15,0,5.5,default
278,13728,24.85,71.15,0,5.5,default
279,13729,24.95,71.15,0,5.5,default
280,13730,25.05,71.15,0,5.5,default
281,13731,25.15,71.15,0,5.5,default
282,13732,25.25,71.15,0,5.5,default
283,13733,25.35,71.15,0,5.5,default
284,13734,25.45,71.15,0,5.5,default
285,13735,25.55,71.15,0,5.5,default
286,13736,25.65,71.15,0,5.5,default
287,13737,25.75,71.15,0,5.5,default
288,13738,25.85,71.15,0,5.5,default
289,13739,25.95,71.15,0,5.5,default
290,13740,26.05,71.15,0,5.5,default
291,13741,26.15,71.15,0,5.5,default
292,13742,26.25,71.15,0,5.5,default
293,13743,26.35,71.15,0,5.5,default
294,13744,26.45,71.15,0,5.5,default
295,13745,26.55,71.15,0,5.5,default
296,13746,26.65,71.15,0,5.5,default
297,13747,26.75,71.15,0,5.5,default
298,13748,26.85,71.15,0,5.5,default
299,13749,26.95,71.15,0,5.5,default
300,13750,27.05,71.15,0,5.5,default
301,13751,27.15,71.15,0,5.5,default
302,13752,27.25,71.15,0,5.5,default
303,13753,27.35,71.15,0,5.5,default
304,13754,27.45,71.15,0,5.5,default
305,13755,27.55,71.15,0,5.5,default
306,13756,27.65,71.15,0,5.5,default
307,13757,27.75,71.15,0,5.5,default
308,14056,24.65,71.25,0,5.5,default
309,14057,24.75,71.25,0,5.5,default
310,14058,24.85,71.25,0,5.5,default
311,14059,24.95,71.25,0,5.5,default
312,14060,25.05,71.25,0,5.5,default
313,14061,25.15,71.25,0,5.5,default
314,14062,25.25,71.25,0,5.5,default
315,14063,25.35,71.25,0,5.5,default
316,14064,25.45,71.25,0,5.5,default
317,14065,25.55,71.25,0,5.5,default
318,14066,25.65,71.25,0,5.5,default
319,14067,25.75,71.25,0,5.5,default
320,14068,25.85,71.25,0,5.5,default
321,14069,25.95,71.25,0,5.5,default
322,14070,26.05,71.25,0,5.5,default
323,14071,26.15,71.25,0,5.5,default
324,14072,26.25,71.25,0,5.5,default
325,14073,26.35,71.25,0,5.5,default
326,14074,26.45,71.25,0,5.5,default
327,14075,26.55,71.25,0,5.5,default
328,14076,26.65,71.25,0,5.5,default
329,14077,26.75,71.25,0,5.5,default
330,14078,26.85,71.25,0,5.5,default
331,14079,26.95,71.25,0,5.5,default
332,14080,27.05,71.25,0,5.5,default
333,14081,27.15,71.25,0,5.5,default
334,14082,27.25,71.25,0,5.5,default
335,14083,27.35,71.25,0,5.5,default
336,14084,27.45,71.25,0,5.5,default
337,14085,27.55,71.25,0,5.5,default
338,14086,27.65,71.25,0,5.5,default
339,14087,27.75,71.25,0,5.5,default
340,14387,24.75,71.35,0,5.5,default
341,14388,24.85,71.35,0,5.5,default
342,14389,24.95,71.35,0,5.5,default
343,14390,25.05,71.35,0,5.5,default
344,14391,25.15,71.35,0,5.5,default
345,14392,25.25,71.35,0,5.5,default
346,14393,25.35,71.35,0,5.5,default
347,14394,25.45,71.35,0,5.5,default
348,14395,25.55,71.35,0,5.5,default
349,14396,25.65,71.35,0,5.5,default
350,14397,25.75,71.35,0,5.5,default
351,14398,25.85,71.35,0,5.5,default
352,14399,25.95,71.35,0,5.5,default
