,gid,latitude,longitude,elevation,timezone,config
1630,90331,29.15,94.35,0,8.0,default
1802,91652,29.25,94.75,0,8.0,default
2050,94622,29.25,95.65,0,8.0,default
2098,95283,29.35,95.85,0,8.0,default
2144,95944,29.45,96.05,0,8.0,default
2275,99233,28.35,97.05,0,8.0,default
