,gid,latitude,longitude,elevation,timezone,config
1089,20373,29.35,73.15,0,6.0,default
2141,25012,31.25,74.55,0,6.0,default
2240,25340,31.05,74.65,0,6.0,default
2351,25679,31.95,74.75,0,6.0,default
