,gid,latitude,longitude,elevation,timezone,config
220,52297,20.75,82.85,0,5.5,default
221,52298,20.85,82.85,0,5.5,default
222,52299,20.95,82.85,0,5.5,default
223,52300,21.05,82.85,0,5.5,default
224,52301,21.15,82.85,0,5.5,default
225,52604,18.45,82.95,0,5.5,default
226,52605,18.55,82.95,0,5.5,default
227,52606,18.65,82.95,0,5.5,default
228,52607,18.75,82.95,0,5.5,default
229,52608,18.85,82.95,0,5.5,default
230,52609,18.95,82.95,0,5.5,default
231,52610,19.05,82.95,0,5.5,default
232,52611,19.15,82.95,0,5.5,default
233,52612,19.25,82.95,0,5.5,default
234,52613,19.35,82.95,0,5.5,default
235,52614,19.45,82.95,0,5.5,default
236,52615,19.55,82.95,0,5.5,default
237,52616,19.65,82.95,0,5.5,default
238,52617,19.75,82.95,0,5.5,default
239,52618,19.85,82.95,0,5.5,default
240,52619,19.95,82.95,0,5.5,default
241,52620,20.05,82.95,0,5.5,default
242,52621,20.15,82.95,0,5.5,default
243,52622,20.25,82.95,0,5.5,default
244,52623,20.35,82.95,0,5.5,default
245,52624,20.45,82.95,0,5.5,default
246,52625,20.55,82.95,0,5.5,default
247,52626,20.65,82.95,0,5.5,default
248,52627,20.75,82.95,0,5.5,default
249,52628,20.85,82.95,0,5.5,default
250,52629,20.95,82.95,0,5.5,default
251,52630,21.05,82.95,0,5.5,default
252,52631,21.15,82.95,0,5.5,default
253,52937,18.75,83.05,0,5.5,default
254,52938,18.85,83.05,0,5.5,default
255,52939,18.95,83.05,0,5.5,default
256,52940,19.05,83.05,0,5.5,default
257,52941,19.15,83.05,0,5.5,default
258,52942,19.25,83.05,0,5.5,default
259,52943,19.35,83.05,0,5.5,default
260,52944,19.45,83.05,0,5.5,default
261,52945,19.55,83.05,0,5.5,default
262,52946,19.65,83.05,0,5.5,default
263,52947,19.75,83.05,0,5.5,default
264,52948,19.85,83.05,0,5.5,default
265,52949,19.95,83.05,0,5.5,default
266,52950,20.05,83.05,0,5.5,default
267,52951,20.15,83.05,0,5.5,default
268,52952,20.25,83.05,0,5.5,default
269,52953,20.35,83.05,0,5.5,default
270,52954,20.45,83.05,0,5.5,default
271,52955,20.55,83.05,0,5.5,default
272,52956,20.65,83.05,0,5.5,default
273,52957,20.75,83.05,0,5.5,default
274,52958,20.85,83.05,0,5.5,default
275,52959,20.95,83.05,0,5.5,default
276,52960,21.05,83.05,0,5.5,default
277,53268,18.85,83.15,0,5.5,default
278,53269,18.95,83.15,0,5.5,default
279,53270,19.05,83.15,0,5.5,default
280,53271,19.15,83.15,0,5.5,default
281,53272,19.25,83.15,0,5.5,default
282,53273,19.35,83.15,0,5.5,default
283,53274,19.45,83.15,0,5.5,default
284,53275,19.55,83.15,0,5.5,default
285,53276,19.65,83.15,0,5.5,default
286,53277,19.75,83.15,0,5.5,default
287,53278,19.85,83.15,0,5.5,default
288,53279,19.95,83.15,0,5.5,default
289,53280,20.05,83.15,0,5.5,default
290,53281,20.15,83.15,0,5.5,default
291,53282,20.25,83.15,0,5.5,default
292,53283,20.35,83.15,0,5.5,default
293,53284,20.45,83.15,0,5.5,default
294,53285,20.55,83.15,0,5.5,default
295,53286,20.65,83.15,0,5.5,default
296,53287,20.75,83.15,0,5.5,default
297,53288,20.85,83.15,0,5.5,default
298,53289,20.95,83.15,0,5.5,default
299,53290,21.05,83.15,0,5.5,default
300,53598,18.85,83.25,0,5.5,default
301,53599,18.95,83.25,0,5.5,default
302,53600,19.05,83.25,0,5.5,default
303,53601,19.15,83.25,0,5.5,default
304,53602,19.25,83.25,0,5.5,default
305,53603,19.35,83.25,0,5.5,default
306,53604,19.45,83.25,0,5.5,default
307,53605,19.55,83.25,0,5.5,default
308,53606,19.65,83.25,0,5.5,default
309,53607,19.75,83.25,0,5.5,default
310,53608,19.85,83.25,0,5.5,default
311,53609,19.95,83.25,0,5.5,default
312,53610,20.05,83.25,0,5.5,default
313,53611,20.15,83.25,0,5.5,default
314,53612,20.25,83.25,0,5.5,default
315,53613,20.35,83.25,0,5.5,default
316,53614,20.45,83.25,0,5.5,default
317,53615,20.55,83.25,0,5.5,default
318,53616,20.65,83.25,0,5.5,default
319,53617,20.75,83.25,0,5.5,default
320,53618,20.85,83.25,0,5.5,default
321,53619,20.95,83.25,0,5.5,default
322,53620,21.05,83.25,0,5.5,default
323,53621,21.15,83.25,0,5.5,default
324,53622,21.25,83.25,0,5.5,default
325,53928,18.85,83.35,0,5.5,default
326,53929,18.95,83.35,0,5.5,default
327,53930,19.05,83.35,0,5.5,default
328,53931,19.15,83.35,0,5.5,default
329,53932,19.25,83.35,0,5.5,default
330,53933,19.35,83.35,0,5.5,default
331,53934,19.45,83.35,0,5.5,default
332,53935,19.55,83.35,0,5.5,default
333,53936,19.65,83.35,0,5.5,default
334,53937,19.75,83.35,0,5.5,default
335,53938,19.85,83.35,0,5.5,default
336,53939,19.95,83.35,0,5.5,default
337,53940,20.05,83.35,0,5.5,default
338,53941,20.15,83.35,0,5.5,default
339,53942,20.25,83.35,0,5.5,default
340,53943,20.35,83.35,0,5.5,default
341,53944,20.45,83.35,0,5.5,default
342,53945,20.55,83.35,0,5.5,default
343,53946,20.65,83.35,0,5.5,default
344,53947,20.75,83.35,0,5.5,default
345,53948,20.85,83.35,0,5.5,default
346,53949,20.95,83.35,0,5.5,default
347,53950,21.05,83.35,0,5.5,default
348,53951,21.15,83.35,0,5.5,default
349,53952,21.25,83.35,0,5.5,default
350,53954,21.45,83.35,0,5.5,default
351,53990,25.05,83.35,0,5.5,default
352,54259,18.95,83.45,0,5.5,default
353,54260,19.05,83.45,0,5.5,default
354,54261,19.15,83.45,0,5.5,default
355,54262,19.25,83.45,0,5.5,default
356,54263,19.35,83.45,0,5.5,default
357,54264,19.45,83.45,0,5.5,default
358,54265,19.55,83.45,0,5.5,default
359,54266,19.65,83.45,0,5.5,default
360,54267,19.75,83.45,0,5.5,default
361,54268,19.85,83.45,0,5.5,default
362,54269,19.95,83.45,0,5.5,default
363,54270,20.05,83.45,0,5.5,default
364,54271,20.15,83.45,0,5.5,default
365,54272,20.25,83.45,0,5.5,default
366,54273,20.35,83.45,0,5.5,default
367,54274,20.45,83.45,0,5.5,default
368,54275,20.55,83.45,0,5.5,default
369,54276,20.65,83.45,0,5.5,default
370,54277,20.75,83.45,0,5.5,default
371,54278,20.85,83.45,0,5.5,default
372,54279,20.95,83.45,0,5.5,default
373,54280,21.05,83.45,0,5.5,default
374,54281,21.15,83.45,0,5.5,default
375,54282,21.25,83.45,0,5.5,default
376,54283,21.35,83.45,0,5.5,default
377,54284,21.45,83.45,0,5.5,default
378,54285,21.55,83.45,0,5.5,default
379,54310,24.05,83.45,0,5.5,default
380,54311,24.15,83.45,0,5.5,default
381,54312,24.25,83.45,0,5.5,default
382,54313,24.35,83.45,0,5.5,default
383,54314,24.45,83.45,0,5.5,default
384,54317,24.75,83.45,0,5.5,default
385,54318,24.85,83.45,0,5.5,default
386,54319,24.95,83.45,0,5.5,default
387,54320,25.05,83.45,0,5.5,default
388,54321,25.15,83.45,0,5.5,default
389,54322,25.25,83.45,0,5.5,default
390,54590,19.05,83.55,0,5.5,default
391,54591,19.15,83.55,0,5.5,default
392,54592,19.25,83.55,0,5.5,default
393,54593,19.35,83.55,0,5.5,default
394,54594,19.45,83.55,0,5.5,default
395,54595,19.55,83.55,0,5.5,default
396,54596,19.65,83.55,0,5.5,default
397,54597,19.75,83.55,0,5.5,default
398,54598,19.85,83.55,0,5.5,default
399,54599,19.95,83.55,0,5.5,default
400,54600,20.05,83.55,0,5.5,default
401,54601,20.15,83.55,0,5.5,default
402,54602,20.25,83.55,0,5.5,default
403,54603,20.35,83.55,0,5.5,default
404,54604,20.45,83.55,0,5.5,default
405,54605,20.55,83.55,0,5.5,default
406,54606,20.65,83.55,0,5.5,default
407,54607,20.75,83.55,0,5.5,default
408,54608,20.85,83.55,0,5.5,default
409,54609,20.95,83.55,0,5.5,default
410,54610,21.05,83.55,0,5.5,default
411,54611,21.15,83.55,0,5.5,default
412,54612,21.25,83.55,0,5.5,default
413,54613,21.35,83.55,0,5.5,default
414,54614,21.45,83.55,0,5.5,default
415,54615,21.55,83.55,0,5.5,default
416,54616,21.65,83.55,0,5.5,default
417,54617,21.75,83.55,0,5.5,default
418,54619,21.95,83.55,0,5.5,default
419,54620,22.05,83.55,0,5.5,default
420,54639,23.95,83.55,0,5.5,default
421,54640,24.05,83.55,0,5.5,default
422,54641,24.15,83.55,0,5.5,default
423,54642,24.25,83.55,0,5.5,default
424,54643,24.35,83.55,0,5.5,default
425,54644,24.45,83.55,0,5.5,default
426,54645,24.55,83.55,0,5.5,default
427,54646,24.65,83.55,0,5.5,default
428,54647,24.75,83.55,0,5.5,default
429,54648,24.85,83.55,0,5.5,default
