,gid,latitude,longitude,elevation,timezone,config
346,81407,27.75,91.65,0,6.0,default
347,81408,27.85,91.65,0,6.0,default
407,82356,23.65,91.95,0,6.0,default
414,82363,24.35,91.95,0,6.0,default
505,83358,24.85,92.25,0,6.0,default
