,gid,latitude,longitude,elevation,timezone,config
342,10744,23.45,70.25,0,5.5,default
343,10745,23.55,70.25,0,5.5,default
344,10746,23.65,70.25,0,5.5,default
345,10747,23.75,70.25,0,5.5,default
346,10748,23.85,70.25,0,5.5,default
347,10749,23.95,70.25,0,5.5,default
348,10750,24.05,70.25,0,5.5,default
349,10751,24.15,70.25,0,5.5,default
350,10752,24.25,70.25,0,5.5,default
351,11049,20.95,70.35,0,5.5,default
352,11050,21.05,70.35,0,5.5,default
353,11051,21.15,70.35,0,5.5,default
354,11052,21.25,70.35,0,5.5,default
355,11053,21.35,70.35,0,5.5,default
356,11054,21.45,70.35,0,5.5,default
357,11055,21.55,70.35,0,5.5,default
358,11056,21.65,70.35,0,5.5,default
359,11057,21.75,70.35,0,5.5,default
360,11058,21.85,70.35,0,5.5,default
361,11059,21.95,70.35,0,5.5,default
362,11060,22.05,70.35,0,5.5,default
363,11061,22.15,70.35,0,5.5,default
364,11062,22.25,70.35,0,5.5,default
365,11063,22.35,70.35,0,5.5,default
366,11064,22.45,70.35,0,5.5,default
367,11065,22.55,70.35,0,5.5,default
368,11066,22.65,70.35,0,5.5,default
369,11067,22.75,70.35,0,5.5,default
370,11068,22.85,70.35,0,5.5,default
371,11069,22.95,70.35,0,5.5,default
372,11070,23.05,70.35,0,5.5,default
373,11071,23.15,70.35,0,5.5,default
374,11072,23.25,70.35,0,5.5,default
375,11073,23.35,70.35,0,5.5,default
376,11074,23.45,70.35,0,5.5,default
377,11075,23.55,70.35,0,5.5,default
378,11076,23.65,70.35,0,5.5,default
379,11077,23.75,70.35,0,5.5,default
380,11078,23.85,70.35,0,5.5,default
381,11079,23.95,70.35,0,5.5,default
382,11080,24.05,70.35,0,5.5,default
383,11081,24.15,70.35,0,5.5,default
384,11082,24.25,70.35,0,5.5,default
385,11083,24.35,70.35,0,5.5,default
386,11378,20.85,70.45,0,5.5,default
387,11379,20.95,70.45,0,5.5,default
388,11380,21.05,70.45,0,5.5,default
389,11381,21.15,70.45,0,5.5,default
390,11382,21.25,70.45,0,5.5,default
391,11383,21.35,70.45,0,5.5,default
392,11384,21.45,70.45,0,5.5,default
393,11385,21.55,70.45,0,5.5,default
394,11386,21.65,70.45,0,5.5,default
395,11387,21.75,70.45,0,5.5,default
396,11388,21.85,70.45,0,5.5,default
397,11389,21.95,70.45,0,5.5,default
398,11390,22.05,70.45,0,5.5,default
399,11391,22.15,70.45,0,5.5,default
400,11392,22.25,70.45,0,5.5,default
401,11393,22.35,70.45,0,5.5,default
402,11394,22.45,70.45,0,5.5,default
403,11395,22.55,70.45,0,5.5,default
404,11396,22.65,70.45,0,5.5,default
405,11397,22.75,70.45,0,5.5,default
406,11398,22.85,70.45,0,5.5,default
407,11399,22.95,70.45,0,5.5,default
408,11401,23.15,70.45,0,5.5,default
409,11402,23.25,70.45,0,5.5,default
410,11403,23.35,70.45,0,5.5,default
411,11404,23.45,70.45,0,5.5,default
412,11405,23.55,70.45,0,5.5,default
413,11406,23.65,70.45,0,5.5,default
414,11407,23.75,70.45,0,5.5,default
415,11408,23.85,70.45,0,5.5,default
416,11409,23.95,70.45,0,5.5,default
417,11410,24.05,70.45,0,5.5,default
418,11411,24.15,70.45,0,5.5,default
419,11412,24.25,70.45,0,5.5,default
420,11413,24.35,70.45,0,5.5,default
421,11708,20.85,70.55,0,5.5,default
422,11709,20.95,70.55,0,5.5,default
423,11710,21.05,70.55,0,5.5,default
424,11711,21.15,70.55,0,5.5,default
425,11712,21.25,70.55,0,5.5,default
426,11713,21.35,70.55,0,5.5,default
427,11714,21.45,70.55,0,5.5,default
428,11715,21.55,70.55,0,5.5,default
429,11716,21.65,70.55,0,5.5,default
430,11717,21.75,70.55,0,5.5,default
431,11718,21.85,70.55,0,5.5,default
432,11719,21.95,70.55,0,5.5,default
433,11720,22.05,70.55,0,5.5,default
