,0
0,0.0
1,0.0
2,0.009640421718358994
3,0.30742642283439636
4,0.5267661809921265
5,0.5658074021339417
6,0.5623628497123718
7,0.546424150466919
8,0.5357205271720886
9,0.5237502455711365
10,0.4837917387485504
11,0.3607036769390106
12,0.07542514055967331
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.008944901637732983
27,0.3057147264480591
28,0.5251861214637756
29,0.5654417872428894
30,0.5635382533073425
31,0.548460066318512
32,0.5375626087188721
33,0.5253674983978271
34,0.4859082102775574
35,0.3639237880706787
36,0.07757304608821869
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.008317164145410061
51,0.3054194748401642
52,0.5236354470252991
53,0.5638673901557922
54,0.5638798475265503
55,0.5511916279792786
56,0.5430812835693359
57,0.5330800414085388
58,0.49434831738471985
59,0.37197810411453247
60,0.08171821385622025
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.007723062299191952
75,0.30647239089012146
76,0.527999222278595
77,0.5664857625961304
78,0.565191388130188
79,0.5519456267356873
80,0.5430111885070801
81,0.5324633717536926
82,0.49403253197669983
83,0.37426143884658813
84,0.08494360744953156
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0072214799001812935
99,0.30512574315071106
100,0.5299485921859741
101,0.5696374773979187
102,0.5671239495277405
103,0.5524910688400269
104,0.542708694934845
105,0.5325210094451904
106,0.49540337920188904
107,0.37760022282600403
108,0.08835043013095856
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.00671136099845171
123,0.30731943249702454
124,0.5372770428657532
125,0.5792197585105896
126,0.5796562433242798
127,0.5668899416923523
128,0.5581638813018799
129,0.5478914976119995
130,0.5097827911376953
131,0.38997122645378113
132,0.09456931799650192
133,1.4627012205892242e-06
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0063055818900465965
147,0.31004199385643005
148,0.5403220653533936
149,0.5828089118003845
150,0.5817614197731018
151,0.5668612718582153
152,0.5558045506477356
153,0.5443037748336792
154,0.5067815780639648
155,0.38931673765182495
156,0.0964088886976242
157,9.995123036787845e-06
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.00597452512010932
171,0.30447641015052795
172,0.531718373298645
173,0.5740885734558105
174,0.5737462639808655
175,0.5597538948059082
176,0.5494802594184875
177,0.538692057132721
178,0.5014908909797668
179,0.38631486892700195
180,0.09800498187541962
181,2.1574838683591224e-05
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0056589460000395775
195,0.3007984757423401
196,0.5274547934532166
197,0.570986270904541
198,0.5710691809654236
199,0.5575748085975647
200,0.5472933650016785
201,0.5356847643852234
202,0.49808862805366516
203,0.38457077741622925
204,0.09990886598825455
205,3.1448067602468655e-05
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.005384202580899
219,0.2979585826396942
220,0.5236613154411316
221,0.5660899877548218
222,0.5670486092567444
223,0.5550008416175842
224,0.5458166003227234
225,0.534967303276062
226,0.4974675178527832
227,0.38444721698760986
228,0.1019030511379242
229,3.729887612280436e-05
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0051488312892615795
243,0.29548317193984985
244,0.5216269493103027
245,0.5663758516311646
246,0.567564070224762
247,0.5548341870307922
248,0.5448185205459595
249,0.5345357060432434
250,0.4981127679347992
251,0.385951429605484
252,0.10371119529008865
253,3.705508424900472e-05
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.00499085895717144
267,0.2912912666797638
268,0.5182361602783203
269,0.5663728713989258
270,0.5691452026367188
271,0.5573081970214844
272,0.5477043986320496
273,0.5371134281158447
274,0.49949929118156433
275,0.38595157861709595
276,0.10493461042642593
277,4.180885662208311e-05
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0048165530897676945
291,0.2912750244140625
292,0.5230879783630371
293,0.572871744632721
294,0.5759639739990234
295,0.5642144680023193
296,0.5546327233314514
297,0.5446763038635254
298,0.5079887509346008
299,0.39618176221847534
300,0.11377938091754913
301,5.009750384488143e-05
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.004713190719485283
315,0.295631468296051
316,0.5281020998954773
317,0.575203001499176
318,0.5778201222419739
319,0.5663555860519409
320,0.5567291378974915
321,0.5467587113380432
322,0.5108415484428406
323,0.4011462926864624
324,0.1187521442770958
325,5.302289719111286e-05
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.004714773036539555
339,0.29736191034317017
340,0.5391192436218262
341,0.5888640880584717
342,0.5907239317893982
343,0.5777909755706787
344,0.5670618414878845
345,0.5570725798606873
346,0.5217775702476501
347,0.4133577346801758
348,0.1288696527481079
349,5.9117483033332974e-05
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.00469965860247612
363,0.30248570442199707
364,0.5469034910202026
365,0.5947532653808594
366,0.5941227078437805
367,0.5787925124168396
368,0.566173791885376
369,0.5556523203849792
370,0.5208913087844849
371,0.41314002871513367
372,0.12819838523864746
373,5.1925875595770776e-05
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.004756583832204342
387,0.30067187547683716
388,0.5408898591995239
389,0.5895223021507263
390,0.5893124341964722
391,0.5744748115539551
392,0.5623119473457336
393,0.551862359046936
394,0.5171207785606384
395,0.4098723232746124
396,0.12710322439670563
397,4.7903478844091296e-05
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
