gid,latitude,longitude,elevation,offshore,wrf_region,config
350857,8.469185,77.04002,48,0,1,default
350858,8.469185,77.069565,72,0,1,default
350859,8.469185,77.0991,54,0,1,default
350860,8.469185,77.12864,52,0,1,default
350861,8.469185,77.15817,101,0,1,default
350862,8.469185,77.18771,98,0,1,default
350863,8.469185,77.21725,547,0,1,default
350864,8.469185,77.24679,317,0,1,default
350865,8.469185,77.27633,133,0,1,default
350866,8.469185,77.30586,87,0,1,default
350868,8.469185,77.36494,535,0,1,default
350870,8.469185,77.42401,1314,0,1,default
350871,8.469185,77.45355,1660,0,1,default
350872,8.469185,77.483086,1337,0,1,default
350873,8.469185,77.51263,775,0,1,default
350874,8.469185,77.54216,234,0,1,default
350875,8.469185,77.5717,121,0,1,default
350876,8.469185,77.60124,99,0,1,default
350877,8.469185,77.630775,98,0,1,default
350878,8.469185,77.66032,82,0,1,default
350879,8.469185,77.68985,84,0,1,default
350880,8.469185,77.71939,80,0,1,default
350881,8.469185,77.748924,66,0,1,default
350882,8.469185,77.778465,54,0,1,default
350883,8.469185,77.808,51,0,1,default
350884,8.469185,77.83754,39,0,1,default
350885,8.469185,77.86707,29,0,1,default
350886,8.469185,77.896614,24,0,1,default
350887,8.469185,77.926155,20,0,1,default
350888,8.469185,77.95569,25,0,1,default
350889,8.469185,77.98523,14,0,1,default
350890,8.469185,78.01476,18,0,1,default
350891,8.469185,78.044304,20,0,1,default
350892,8.469185,78.07384,10,0,1,default
350893,8.469185,78.10338,6,0,1,default
351505,8.498398,76.921875,19,0,1,default
351509,8.498398,77.04002,64,0,1,default
351510,8.498398,77.069565,88,0,1,default
351511,8.498398,77.0991,103,0,1,default
351512,8.498398,77.12864,78,0,1,default
351513,8.498398,77.15817,124,0,1,default
351514,8.498398,77.18771,164,0,1,default
351515,8.498398,77.21725,162,0,1,default
351516,8.498398,77.24679,280,0,1,default
351517,8.498398,77.27633,560,0,1,default
351518,8.498398,77.30586,161,0,1,default
351520,8.498398,77.36494,1427,0,1,default
351521,8.498398,77.39448,1331,0,1,default
351522,8.498398,77.42401,1431,0,1,default
351523,8.498398,77.45355,1502,0,1,default
351524,8.498398,77.483086,1120,0,1,default
351525,8.498398,77.51263,260,0,1,default
351526,8.498398,77.54216,147,0,1,default
351527,8.498398,77.5717,121,0,1,default
351528,8.498398,77.60124,111,0,1,default
351529,8.498398,77.630775,105,0,1,default
351530,8.498398,77.66032,97,0,1,default
351531,8.498398,77.68985,82,0,1,default
351532,8.498398,77.71939,75,0,1,default
351533,8.498398,77.748924,65,0,1,default
351534,8.498398,77.778465,59,0,1,default
351535,8.498398,77.808,48,0,1,default
351536,8.498398,77.83754,42,0,1,default
351537,8.498398,77.86707,37,0,1,default
351538,8.498398,77.896614,34,0,1,default
351539,8.498398,77.926155,25,0,1,default
351540,8.498398,77.95569,18,0,1,default
351541,8.498398,77.98523,18,0,1,default
351542,8.498398,78.01476,15,0,1,default
351543,8.498398,78.044304,15,0,1,default
351544,8.498398,78.07384,12,0,1,default
351545,8.498398,78.10338,11,0,1,default
352158,8.527611,76.892334,51,0,1,default
352163,8.527611,77.04002,62,0,1,default
352164,8.527611,77.069565,99,0,1,default
352165,8.527611,77.0991,72,0,1,default
352166,8.527611,77.12864,58,0,1,default
352167,8.527611,77.15817,102,0,1,default
352168,8.527611,77.18771,113,0,1,default
352169,8.527611,77.21725,158,0,1,default
352170,8.527611,77.24679,235,0,1,default
352171,8.527611,77.27633,461,0,1,default
352172,8.527611,77.30586,616,0,1,default
352173,8.527611,77.3354,1297,0,1,default
352174,8.527611,77.36494,1326,0,1,default
352175,8.527611,77.39448,1328,0,1,default
352176,8.527611,77.42401,1650,0,1,default
352177,8.527611,77.45355,1094,0,1,default
352178,8.527611,77.483086,339,0,1,default
352179,8.527611,77.51263,172,0,1,default
352180,8.527611,77.54216,130,0,1,default
352181,8.527611,77.5717,114,0,1,default
352182,8.527611,77.60124,126,0,1,default
352183,8.527611,77.630775,107,0,1,default
352184,8.527611,77.66032,98,0,1,default
352185,8.527611,77.68985,86,0,1,default
352186,8.527611,77.71939,82,0,1,default
352187,8.527611,77.748924,71,0,1,default
352188,8.527611,77.778465,57,0,1,default
352189,8.527611,77.808,50,0,1,default
352190,8.527611,77.83754,45,0,1,default
352191,8.527611,77.86707,45,0,1,default
352192,8.527611,77.896614,38,0,1,default
352193,8.527611,77.926155,29,0,1,default
352194,8.527611,77.95569,21,0,1,default
352195,8.527611,77.98523,39,0,1,default
352196,8.527611,78.01476,23,0,1,default
352197,8.527611,78.044304,18,0,1,default
352198,8.527611,78.07384,6,0,1,default
352199,8.527611,78.10338,7,0,1,default
352811,8.556824,76.8628,12,0,1,default
352813,8.556824,76.921875,47,0,1,default
352817,8.556824,77.04002,116,0,1,default
352818,8.556824,77.069565,103,0,1,default
352819,8.556824,77.0991,90,0,1,default
352820,8.556824,77.12864,134,0,1,default
352821,8.556824,77.15817,106,0,1,default
352822,8.556824,77.18771,191,0,1,default
352823,8.556824,77.21725,187,0,1,default
352824,8.556824,77.24679,459,0,1,default
352825,8.556824,77.27633,1361,0,1,default
352826,8.556824,77.30586,1150,0,1,default
352827,8.556824,77.3354,1403,0,1,default
352828,8.556824,77.36494,1312,0,1,default
352829,8.556824,77.39448,1468,0,1,default
352830,8.556824,77.42401,738,0,1,default
352831,8.556824,77.45355,837,0,1,default
352832,8.556824,77.483086,361,0,1,default
352833,8.556824,77.51263,175,0,1,default
352834,8.556824,77.54216,227,0,1,default
352835,8.556824,77.5717,111,0,1,default
352836,8.556824,77.60124,94,0,1,default
352837,8.556824,77.630775,88,0,1,default
352838,8.556824,77.66032,95,0,1,default
352839,8.556824,77.68985,86,0,1,default
352840,8.556824,77.71939,79,0,1,default
352841,8.556824,77.748924,67,0,1,default
352842,8.556824,77.778465,55,0,1,default
352843,8.556824,77.808,53,0,1,default
352844,8.556824,77.83754,50,0,1,default
352845,8.556824,77.86707,41,0,1,default
352846,8.556824,77.896614,32,0,1,default
352847,8.556824,77.926155,27,0,1,default
352848,8.556824,77.95569,19,0,1,default
352849,8.556824,77.98523,31,0,1,default
352850,8.556824,78.01476,47,0,1,default
352851,8.556824,78.044304,14,0,1,default
352852,8.556824,78.07384,4,0,1,default
352853,8.556824,78.10338,6,0,1,default
353464,8.586029,76.83326,8,0,1,default
353465,8.586029,76.8628,20,0,1,default
353466,8.586029,76.892334,52,0,1,default
353468,8.586029,76.951416,99,0,1,default
353469,8.586029,76.98095,117,0,1,default
353470,8.586029,77.01049,120,0,1,default
353471,8.586029,77.04002,70,0,1,default
353472,8.586029,77.069565,63,0,1,default
353473,8.586029,77.0991,93,0,1,default
353474,8.586029,77.12864,131,0,1,default
353475,8.586029,77.15817,171,0,1,default
353476,8.586029,77.18771,396,0,1,default
353477,8.586029,77.21725,354,0,1,default
353478,8.586029,77.24679,872,0,1,default
353479,8.586029,77.27633,1441,0,1,default
353480,8.586029,77.30586,1021,0,1,default
353481,8.586029,77.3354,1371,0,1,default
353482,8.586029,77.36494,920,0,1,default
353484,8.586029,77.42401,826,0,1,default
353485,8.586029,77.45355,641,0,1,default
353486,8.586029,77.483086,674,0,1,default
353487,8.586029,77.51263,830,0,1,default
353488,8.586029,77.54216,260,0,1,default
353489,8.586029,77.5717,111,0,1,default
353490,8.586029,77.60124,91,0,1,default
353491,8.586029,77.630775,75,0,1,default
353492,8.586029,77.66032,77,0,1,default
353493,8.586029,77.68985,70,0,1,default
353494,8.586029,77.71939,67,0,1,default
353495,8.586029,77.748924,60,0,1,default
353496,8.586029,77.778465,57,0,1,default
353497,8.586029,77.808,42,0,1,default
353498,8.586029,77.83754,36,0,1,default
353499,8.586029,77.86707,30,0,1,default
353500,8.586029,77.896614,25,0,1,default
353501,8.586029,77.926155,18,0,1,default
353502,8.586029,77.95569,14,0,1,default
353503,8.586029,77.98523,10,0,1,default
353504,8.586029,78.01476,9,0,1,default
353505,8.586029,78.044304,10,0,1,default
353506,8.586029,78.07384,3,0,1,default
353508,8.586029,78.13291,4,0,1,default
354117,8.615234,76.80373,9,0,1,default
354118,8.615234,76.83326,26,0,1,default
354121,8.615234,76.921875,90,0,1,default
354123,8.615234,76.98095,78,0,1,default
354126,8.615234,77.069565,202,0,1,default
354127,8.615234,77.0991,104,0,1,default
354128,8.615234,77.12864,91,0,1,default
354129,8.615234,77.15817,138,0,1,default
354130,8.615234,77.18771,309,0,1,default
354131,8.615234,77.21725,968,0,1,default
354132,8.615234,77.24679,1722,0,1,default
354133,8.615234,77.27633,763,0,1,default
354134,8.615234,77.30586,533,0,1,default
354135,8.615234,77.3354,569,0,1,default
354136,8.615234,77.36494,615,0,1,default
354137,8.615234,77.39448,128,0,1,default
354138,8.615234,77.42401,425,0,1,default
